Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
556,556,JP,9781508235958,Japanese 5,28,06R,F,ほとんど何でも買えるよ。,hotondo nandemo kaeru yo.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_556.mp3,"9,14"
557,557,JP,9781508235958,Japanese 5,28,07Q,N,"You can buy various kinds of tickets also, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_557.mp3,"9,14"
558,558,JP,9781508235958,Japanese 5,28,07R,F,色々な種類のチケットも買えるよ。,iroiro na shurui no chiketto mo kaeru yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_558.mp3,"9,14"
559,559,JP,9781508235958,Japanese 5,28,08Q,N,What kinds of tickets? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_559.mp3,9
560,560,JP,9781508235958,Japanese 5,28,08R,F,どんな種類のチケット? ,donna shurui no chiketto?,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_560.mp3,9
561,561,JP,9781508235958,Japanese 5,28,09Q,N,"Umbrellas, boxed lunches, and the like also? [informal]",,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_561.mp3,"6,14"
562,562,JP,9781508235958,Japanese 5,28,09R,M,傘や弁当なども? ,kasa ya bentoo nado mo?,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_562.mp3,"6,14"
563,563,JP,9781508235958,Japanese 5,28,010Q,N,"You can buy medicine also, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_563.mp3,14
564,564,JP,9781508235958,Japanese 5,28,010R,M,薬も買えるよ。,kusuri mo kaeru yo.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_564.mp3,14
565,565,JP,9781508235958,Japanese 5,29,01Q,N,"As for in the hallway, there’s a vending machine also, for sure. [informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_565.mp3,9
566,566,JP,9781508235958,Japanese 5,29,01R,M,廊下には自動販売機もあるよ。,rooka ni wa jidoo hanbaiki mo aru yo.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_566.mp3,9
567,567,JP,9781508235958,Japanese 5,29,02Q,N,tickets for various events and the like also,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_567.mp3,"9,14"
568,568,JP,9781508235958,Japanese 5,29,02R,M,色々な催し物などのチケットも,iroiro na moyooshimono nado no chiketto mo,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_568.mp3,"9,14"
569,569,JP,9781508235958,Japanese 5,29,03Q,N,"A store opened, I’ve heard, for sure. [female/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_569.mp3,"9,14"
570,570,JP,9781508235958,Japanese 5,29,03R,F,お店が 開店したそうよ。,omise ga kaiten shita soo yo.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_570.mp3,"9,14"
571,571,JP,9781508235958,Japanese 5,29,04Q,N,"A new convenience store opened, I’ve heard, for sure. [female/informal]",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_571.mp3,"9,14"
572,572,JP,9781508235958,Japanese 5,29,04R,F,新しいコンビニが 開店したそうよ。,atarashii konbini ga kaiten shita soo yo.,7,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_572.mp3,"9,14"
573,573,JP,9781508235958,Japanese 5,29,05Q,N,Let’s check and see with the phone. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_573.mp3,3
574,574,JP,9781508235958,Japanese 5,29,05R,M,スマホで調べてみよう。,sumaho de shirabete miyoo.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_574.mp3,3
575,575,JP,9781508235958,Japanese 5,29,06Q,N,I found it. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_575.mp3,"7,16"
576,576,JP,9781508235958,Japanese 5,29,06R,F,見つかった。,mitsukatta.,1,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_576.mp3,"7,16"
577,577,JP,9781508235958,Japanese 5,29,07Q,N,Let’s go and see. [informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_577.mp3,"7,16"
578,578,JP,9781508235958,Japanese 5,29,07R,F,行ってみよう。,itte miyoo.,2,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_578.mp3,"7,16"
579,579,JP,9781508235958,Japanese 5,29,08Q,N,"from the station, going on foot, three minutes",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_579.mp3,"1,12,17,18"
580,580,JP,9781508235958,Japanese 5,29,08R,F,駅から 徒歩三分,eki kara toho san pun,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_580.mp3,"1,12,17,18"
581,581,JP,9781508235958,Japanese 5,29,09Q,N,I’ve seen it in the anime. [male/explanation/informal],,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_581.mp3,9
582,582,JP,9781508235958,Japanese 5,29,09R,M,アニメで見たことがあるんだ。,anime de mita koto ga aru n da.,8,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_582.mp3,9
583,583,JP,9781508235958,Japanese 5,29,010Q,N,red bean paste filled sweets,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_583.mp3,6
584,584,JP,9781508235958,Japanese 5,29,010R,F,あんこが入っているお菓子,anko ga haitteiru okashi,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_584.mp3,6
585,585,JP,9781508235958,Japanese 5,30,01Q,N,Is it close from the station? [informal],,,Q,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_585.mp3,"9,18"
586,586,JP,9781508235958,Japanese 5,30,01R,F,駅から近い? ,eki kara chikai?,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_586.mp3,"9,18"
587,587,JP,9781508235958,Japanese 5,30,02Q,N,"First, you wash the rice.",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_587.mp3,"6,9"
588,588,JP,9781508235958,Japanese 5,30,02R,M,まず お米を洗います。,mazu okome o araimasu.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_588.mp3,"6,9"
589,589,JP,9781508235958,Japanese 5,30,03Q,N,Until the water becomes clear.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_589.mp3,"6,9"
590,590,JP,9781508235958,Japanese 5,30,03R,M,水がきれいになるまで。,mizu ga kireini naru made.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_590.mp3,"6,9"
591,591,JP,9781508235958,Japanese 5,30,04Q,N,you put the rice into the rice cooker.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_591.mp3,"6,9"
592,592,JP,9781508235958,Japanese 5,30,04R,M,お米を炊飯器に入れます。,okome o suihanki ni iremasu.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_592.mp3,"6,9"
593,593,JP,9781508235958,Japanese 5,30,05Q,N,You soak in the water.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_593.mp3,"6,9"
594,594,JP,9781508235958,Japanese 5,30,05R,M,水に浸します 。,mizu ni hitashimasu.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_594.mp3,"6,9"
595,595,JP,9781508235958,Japanese 5,30,06Q,N,You turn on the switch.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_595.mp3,9
596,596,JP,9781508235958,Japanese 5,30,06R,M,スイッチを入れます 。,suicchi o iremasu.,3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_596.mp3,9
597,597,JP,9781508235958,Japanese 5,30,07Q,N,You wait for ten to fifteen minutes.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_597.mp3,"6,12,17"
598,598,JP,9781508235958,Japanese 5,30,07R,F,十分から十五分待ちます。,juppun kara juu go hun machimasu.,6,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_598.mp3,"6,12,17"
599,599,JP,9781508235958,Japanese 5,30,08Q,N,Don’t open the lid but you wait.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_599.mp3,"6,9"
600,600,JP,9781508235958,Japanese 5,30,08R,F,蓋を開けないで 待ちます。,futa o akenaide machimasu.,4,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_600.mp3,"6,9"
601,601,JP,9781508235958,Japanese 5,30,09Q,N,"Seconds, please.",,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_601.mp3,"6,7"
602,602,JP,9781508235958,Japanese 5,30,09R,F,おかわり、お願いします。,"okawari, onegai shimasu.",3,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_602.mp3,"6,7"
603,603,JP,9781508235958,Japanese 5,30,010Q,N,You soak the rice in the water.,,,S,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_603.mp3,"6,9"
604,604,JP,9781508235958,Japanese 5,30,010R,F,お米を水に浸します。,okome o mizu ni hitashimasu.,5,,Pimsleur Japanese Level 5 MP3,9781508235972_Japanese_5_QZ_604.mp3,"6,9"
