Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
173,173,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-06,06Q_C,N,The walls are yellow and gray.,,S,Portuguese (Brazilian) Level 5,,7
174,174,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-06,06R_C,F,As paredes são amarelas e cinza.,,S,Portuguese (Brazilian) Level 5,,7
175,175,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-06,06Q_D,N,The walls were orange and yellow.,,S,Portuguese (Brazilian) Level 5,,7
176,176,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-06,06R_D,F,As paredes eram laranja e amarelas.,,S,Portuguese (Brazilian) Level 5,,7
177,177,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07Q_A,N,I prefer to wear vibrant colors.,,S,Portuguese (Brazilian) Level 5,,"7,14"
178,178,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07R_A,F,Prefiro me vestir com cores vibrantes.,,S,Portuguese (Brazilian) Level 5,,"7,14"
179,179,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07Q_B,N,I prefer to wear black and gray.,,S,Portuguese (Brazilian) Level 5,,"7,14"
180,180,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07R_B,F,Prefiro me vestir de preto e cinza.,,S,Portuguese (Brazilian) Level 5,,"7,14"
181,181,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07Q_C,N,I want to wear vibrant colors.,,S,Portuguese (Brazilian) Level 5,,"7,14"
182,182,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07R_C,F,Quero me vestir com cores vibrantes.,,S,Portuguese (Brazilian) Level 5,,"7,14"
183,183,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07Q_D,N,I prefer the vibrant colors.,,S,Portuguese (Brazilian) Level 5,,7
184,184,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-07,07R_D,M,Prefiro as cores vibrantes.,,S,Portuguese (Brazilian) Level 5,,7
185,185,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08Q_A,N,The walls of our kitchen are yellow.,,S,Portuguese (Brazilian) Level 5,,7
186,186,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08R_A,M,As paredes da nossa cozinha são amarelas.,,S,Portuguese (Brazilian) Level 5,,7
187,187,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08Q_B,N,The walls of our kitchen are orange.,,S,Portuguese (Brazilian) Level 5,,7
188,188,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08R_B,M,As paredes da nossa cozinha são laranja.,,S,Portuguese (Brazilian) Level 5,,7
189,189,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08Q_C,N,The walls of the living room are yellow.,,S,Portuguese (Brazilian) Level 5,,7
190,190,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08R_C,M,As paredes da sala de estar são amarelas.,,S,Portuguese (Brazilian) Level 5,,7
191,191,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08Q_D,N,The walls of our kitchen are vibrant.,,S,Portuguese (Brazilian) Level 5,,7
192,192,BP,9781508286752,Brazilian Portuguese 5,3,,,U03-08,08R_D,M,As paredes da nossa cozinha são vibrantes.,,S,Portuguese (Brazilian) Level 5,,7
193,193,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01Q_A,N,Now there aren’t any brown walls.,,S,Portuguese (Brazilian) Level 5,,7
194,194,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01R_A,F,Agora não há nenhuma parede marrom.,,S,Portuguese (Brazilian) Level 5,,7
195,195,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01Q_B,N,Now there aren’t any orange walls.,,S,Portuguese (Brazilian) Level 5,,7
196,196,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01R_B,F,Agora não há nenhuma parede laranja.,,S,Portuguese (Brazilian) Level 5,,7
197,197,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01Q_C,N,There aren’t any orange walls.,,S,Portuguese (Brazilian) Level 5,,7
198,198,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01R_C,F,Não há nenhuma parede laranja.,,S,Portuguese (Brazilian) Level 5,,7
199,199,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01Q_D,N,There aren’t any brown walls.,,S,Portuguese (Brazilian) Level 5,,7
200,200,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-01,01R_D,F,Não há nenhuma parede marrom.,,S,Portuguese (Brazilian) Level 5,,7
201,201,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02Q_A,N,I don’t have any problems in the shoulder.,,S,Portuguese (Brazilian) Level 5,,8
202,202,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02R_A,M,Não tenho nenhum problema no ombro.,,S,Portuguese (Brazilian) Level 5,,8
203,203,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02Q_B,N,I don’t have any problems in the arm.,,S,Portuguese (Brazilian) Level 5,,8
204,204,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02R_B,M,Não tenho nenhum problema no braço.,,S,Portuguese (Brazilian) Level 5,,8
205,205,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02Q_C,N,I don’t have any pain in the shoulder.,,S,Portuguese (Brazilian) Level 5,,8
206,206,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02R_C,M,Não tenho nenhuma dor no ombro.,,S,Portuguese (Brazilian) Level 5,,8
207,207,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02Q_D,N,I don’t have any orange clothes.,,S,Portuguese (Brazilian) Level 5,,7
208,208,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-02,02R_D,M,Não tenho nenhuma roupa laranja.,,S,Portuguese (Brazilian) Level 5,,7
209,209,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03Q_A,N,The shoulder sometimes takes time to heal.,,S,Portuguese (Brazilian) Level 5,,8
210,210,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03R_A,M,O ombro às vezes demora para sarar.,,S,Portuguese (Brazilian) Level 5,,8
211,211,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03Q_B,N,The neck sometimes takes time to heal.,,S,Portuguese (Brazilian) Level 5,,8
212,212,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03R_B,F,O pescoço às vezes demora para sarar.,,S,Portuguese (Brazilian) Level 5,,8
213,213,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03Q_C,N,The shoulder always takes time to heal.,,S,Portuguese (Brazilian) Level 5,,8
214,214,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03R_C,F,O ombro sempre demora para sarar.,,S,Portuguese (Brazilian) Level 5,,8
215,215,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03Q_D,N,The neck never takes time to heal.,,S,Portuguese (Brazilian) Level 5,,8
216,216,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-03,03R_D,F,O pescoço nunca demora para sarar.,,S,Portuguese (Brazilian) Level 5,,8
217,217,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04Q_A,N,That seems unpleasant to me.,,S,Portuguese (Brazilian) Level 5,,7
218,218,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04R_A,F,Isso me parece desagradável.,,S,Portuguese (Brazilian) Level 5,,7
219,219,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04Q_B,N,That seems complicated to me.,,S,Portuguese (Brazilian) Level 5,,7
220,220,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04R_B,F,Isso me parece complicado.,,S,Portuguese (Brazilian) Level 5,,7
221,221,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04Q_C,N,This seems unpleasant to me.,,S,Portuguese (Brazilian) Level 5,,7
222,222,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04R_C,M,Isso me parece desagradável.,,S,Portuguese (Brazilian) Level 5,,7
223,223,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04Q_D,N,That seems unpleasant.,,S,Portuguese (Brazilian) Level 5,,7
224,224,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-04,04R_D,M,Isso parece desagradável.,,S,Portuguese (Brazilian) Level 5,,7
225,225,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05Q_A,N,I injured my arm painting.,,S,Portuguese (Brazilian) Level 5,,8
226,226,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05R_A,M,Machuquei meu braço pintando.,,S,Portuguese (Brazilian) Level 5,,8
227,227,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05Q_B,N,I injured my neck painting.,,S,Portuguese (Brazilian) Level 5,,8
228,228,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05R_B,M,Machuquei meu pescoço pintando.,,S,Portuguese (Brazilian) Level 5,,8
229,229,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05Q_C,N,I injured my knee painting.,,S,Portuguese (Brazilian) Level 5,,8
230,230,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05R_C,M,Machuquei meu joelho pintando.,,S,Portuguese (Brazilian) Level 5,,8
231,231,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05Q_D,N,I injured my shoulder painting.,,S,Portuguese (Brazilian) Level 5,,8
232,232,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-05,05R_D,F,Machuquei meu ombro pintando.,,S,Portuguese (Brazilian) Level 5,,8
233,233,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06Q_A,N,He injured his shoulder painting with me.,,S,Portuguese (Brazilian) Level 5,,8
234,234,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06R_A,F,Ele machucou o ombro pintando comigo.,,S,Portuguese (Brazilian) Level 5,,8
235,235,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06Q_B,N,He injured his shoulder painting the living room.,,S,Portuguese (Brazilian) Level 5,,8
236,236,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06R_B,F,Ele machucou o ombro pintando a sala de estar.,,S,Portuguese (Brazilian) Level 5,,8
237,237,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06Q_C,N,He injured his knee painting the kitchen.,,S,Portuguese (Brazilian) Level 5,,8
238,238,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06R_C,F,Ele machucou o joelho pintando a cozinha.,,S,Portuguese (Brazilian) Level 5,,8
239,239,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06Q_D,N,He injured his neck painting with me.,,S,Portuguese (Brazilian) Level 5,,8
240,240,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-06,06R_D,F,Ele machucou o pescoço pintando comigo.,,S,Portuguese (Brazilian) Level 5,,8
241,241,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07Q_A,N,She had a problem in her shoulder?,,Q,Portuguese (Brazilian) Level 5,,8
242,242,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07R_A,M,Ela teve um problema no ombro?,,Q,Portuguese (Brazilian) Level 5,,8
243,243,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07Q_B,N,She has a problem in her shoulder?,,Q,Portuguese (Brazilian) Level 5,,8
244,244,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07R_B,M,Ela tem um problema no ombro?,,Q,Portuguese (Brazilian) Level 5,,8
245,245,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07Q_C,N,He had a problem in his neck?,,Q,Portuguese (Brazilian) Level 5,,8
246,246,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07R_C,M,Ele teve um problema no pescoço?,,Q,Portuguese (Brazilian) Level 5,,8
247,247,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07Q_D,N,He had a problem in his shoulder?,,Q,Portuguese (Brazilian) Level 5,,8
248,248,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-07,07R_D,M,Ele teve um problema no ombro?,,Q,Portuguese (Brazilian) Level 5,,8
249,249,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08Q_A,N,I injured my arm painting the kitchen,,S,Portuguese (Brazilian) Level 5,,8
250,250,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08R_A,M,Machuquei meu braço pintando a cozinha.,,S,Portuguese (Brazilian) Level 5,,8
251,251,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08Q_B,N,I injured my arm painting the living room.,,S,Portuguese (Brazilian) Level 5,,8
252,252,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08R_B,F,Machuquei meu braço pintando a sala de jantar.,,S,Portuguese (Brazilian) Level 5,,8
253,253,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08Q_C,N,I injured my neck painting the kitchen.,,S,Portuguese (Brazilian) Level 5,,8
254,254,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08R_C,F,Machuquei meu pescoço pintando a cozinha.,,S,Portuguese (Brazilian) Level 5,,8
255,255,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08Q_D,N,I injured my neck painting the living room.,,S,Portuguese (Brazilian) Level 5,,8
256,256,BP,9781508286752,Brazilian Portuguese 5,4,,,U04-08,08R_D,F,Machuquei meu pescoço pintando a sala de jantar.,,S,Portuguese (Brazilian) Level 5,,8
257,257,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01Q_A,N,The hand stayed weeks in a cast.,,S,Portuguese (Brazilian) Level 5,,8
258,258,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01R_A,F,A mão ficou semanas engessada.,,S,Portuguese (Brazilian) Level 5,,8
259,259,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01Q_B,N,The arm stayed weeks in a cast.,,S,Portuguese (Brazilian) Level 5,,8
260,260,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01R_B,M,O braço ficou semanas engessado.,,S,Portuguese (Brazilian) Level 5,,8
261,261,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01Q_C,N,The hand stayed months in a cast.,,S,Portuguese (Brazilian) Level 5,,8
262,262,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01R_C,M,A mão ficou meses engessada.,,S,Portuguese (Brazilian) Level 5,,8
263,263,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01Q_D,N,The foot stayed two weeks in a cast.,,S,Portuguese (Brazilian) Level 5,,"8,12"
264,264,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-01,01R_D,M,O pé ficou duas semanas engessado.,,S,Portuguese (Brazilian) Level 5,,"8,12"
265,265,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02Q_A,N,You are always in light green.,,S,Portuguese (Brazilian) Level 5,,7
266,266,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02R_A,M,Você está sempre de verde-claro.,,S,Portuguese (Brazilian) Level 5,,7
267,267,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02Q_B,N,You are always in light blue.,,S,Portuguese (Brazilian) Level 5,,7
268,268,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02R_B,M,Você está sempre de azul-claro. ,,S,Portuguese (Brazilian) Level 5,,7
269,269,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02Q_C,N,You like to wear light green.,,S,Portuguese (Brazilian) Level 5,,"7,14"
270,270,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02R_C,F,Você gosta de se vestir de verde-claro.,,S,Portuguese (Brazilian) Level 5,,"7,14"
271,271,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02Q_D,N,You like to wear dark green.,,S,Portuguese (Brazilian) Level 5,,"7,14"
272,272,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-02,02R_D,F,Você gosta de se vestir de verde-escuro.,,S,Portuguese (Brazilian) Level 5,,"7,14"
273,273,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03Q_A,N,My son broke his hand.,,S,Portuguese (Brazilian) Level 5,,"5,8"
274,274,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03R_A,F,Meu filho quebrou a mão.,,S,Portuguese (Brazilian) Level 5,,"5,8"
275,275,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03Q_B,N,My son broke his foot.,,S,Portuguese (Brazilian) Level 5,,"5,8"
276,276,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03R_B,F,Meu filho quebrou o pé,,S,Portuguese (Brazilian) Level 5,,"5,8"
277,277,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03Q_C,N,My daughter broke her foot.,,S,Portuguese (Brazilian) Level 5,,"5,8"
278,278,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03R_C,F,Minha filha quebrou o pé.,,S,Portuguese (Brazilian) Level 5,,"5,8"
279,279,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03Q_D,N,My daughter broke her hand.,,S,Portuguese (Brazilian) Level 5,,"5,8"
280,280,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-03,03R_D,M,Minha filha quebrou a mão.,,S,Portuguese (Brazilian) Level 5,,"5,8"
281,281,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04Q_A,N,The arm has gotten better.,,S,Portuguese (Brazilian) Level 5,,8
282,282,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04R_A,M,O braço melhorou. ,,S,Portuguese (Brazilian) Level 5,,8
283,283,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04Q_B,N,The foot has gotten better.,,S,Portuguese (Brazilian) Level 5,,8
284,284,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04R_B,M,O pé melhorou. ,,S,Portuguese (Brazilian) Level 5,,8
285,285,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04Q_C,N,The neck has gotten better.,,S,Portuguese (Brazilian) Level 5,,8
286,286,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04R_C,M,O pescoço melhorou.,,S,Portuguese (Brazilian) Level 5,,8
287,287,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04Q_D,N,The shoulder has gotten better.,,S,Portuguese (Brazilian) Level 5,,8
288,288,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-04,04R_D,M,O ombro melhorou.,,S,Portuguese (Brazilian) Level 5,,8
289,289,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05Q_A,N,My dining room has orange walls.,,S,Portuguese (Brazilian) Level 5,,7
290,290,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05R_A,F,Minha sala de jantar tem paredes laranja.,,S,Portuguese (Brazilian) Level 5,,7
291,291,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05Q_B,N,My living room has orange walls.,,S,Portuguese (Brazilian) Level 5,,7
292,292,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05R_B,F,Minha sala de estar tem paredes laranja. ,,S,Portuguese (Brazilian) Level 5,,7
293,293,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05Q_C,N,My dining room has blue walls.,,S,Portuguese (Brazilian) Level 5,,7
294,294,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05R_C,F,Minha sala de jantar tem paredes azuis.,,S,Portuguese (Brazilian) Level 5,,7
295,295,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05Q_D,N,My living room has blue walls.,,S,Portuguese (Brazilian) Level 5,,7
296,296,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-05,05R_D,F,Minha sala de estar tem paredes azuis.,,S,Portuguese (Brazilian) Level 5,,7
297,297,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06Q_A,N,I injured my arm.,,S,Portuguese (Brazilian) Level 5,,8
298,298,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06R_A,F,Machuquei meu braço.,,S,Portuguese (Brazilian) Level 5,,8
299,299,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06Q_B,N,I injured my foot.,,S,Portuguese (Brazilian) Level 5,,8
300,300,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06R_B,M,Machuquei meu pé. ,,S,Portuguese (Brazilian) Level 5,,8
301,301,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06Q_C,N,I injured my shoulder.,,S,Portuguese (Brazilian) Level 5,,8
302,302,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06R_C,M,Machuquei meu ombro.,,S,Portuguese (Brazilian) Level 5,,8
303,303,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06Q_D,N,I injured my neck.,,S,Portuguese (Brazilian) Level 5,,8
304,304,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-06,06R_D,M,Machuquei meu pescoço.,,S,Portuguese (Brazilian) Level 5,,8
305,305,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07Q_A,N,I live with a headache.,,S,Portuguese (Brazilian) Level 5,,8
306,306,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07R_A,M,Vivo com dor de cabeça.,,S,Portuguese (Brazilian) Level 5,,8
307,307,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07Q_B,N,I live with back pain.,,S,Portuguese (Brazilian) Level 5,,8
308,308,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07R_B,M,Vivo com dor nas costas.,,S,Portuguese (Brazilian) Level 5,,8
309,309,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07Q_C,N,I live with neck pain.,,S,Portuguese (Brazilian) Level 5,,8
310,310,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07R_C,F,Vivo com dor no pescoço.,,S,Portuguese (Brazilian) Level 5,,8
311,311,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07Q_D,N,I live with hunger.,,S,Portuguese (Brazilian) Level 5,,"6,8"
312,312,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-07,07R_D,F,Vivo com fome.,,S,Portuguese (Brazilian) Level 5,,"6,8"
313,313,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08Q_A,N,The neck and the shoulder still hurt a lot.,,S,Portuguese (Brazilian) Level 5,,8
314,314,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08R_A,F,O pescoço e o ombro ainda doem muito. ,,S,Portuguese (Brazilian) Level 5,,8
315,315,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08Q_B,N,The hand and the arm still hurt a lot.,,S,Portuguese (Brazilian) Level 5,,8
316,316,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08R_B,F,A mão e o braço ainda doem muito. ,,S,Portuguese (Brazilian) Level 5,,8
317,317,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08Q_C,N,The neck and the head still hurt a lot.,,S,Portuguese (Brazilian) Level 5,,8
318,318,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08R_C,F,O pescoço e a cabeça ainda doem muito. ,,S,Portuguese (Brazilian) Level 5,,8
319,319,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08Q_D,N,The foot and the arm still hurt a lot.,,S,Portuguese (Brazilian) Level 5,,8
320,320,BP,9781508286752,Brazilian Portuguese 5,5,,,U05-08,08R_D,M,O pé e o braço ainda doem muito. ,,S,Portuguese (Brazilian) Level 5,,8
321,321,BP,9781508286752,Brazilian Portuguese 5,6,,,U06-01,01Q_A,N,I love those pants!,,S,Portuguese (Brazilian) Level 5,,14
322,322,BP,9781508286752,Brazilian Portuguese 5,6,,,U06-01,01R_A,M,Adoro essas calças!,,S,Portuguese (Brazilian) Level 5,,14
323,323,BP,9781508286752,Brazilian Portuguese 5,6,,,U06-01,01Q_B,N,I love her shoes.,,S,Portuguese (Brazilian) Level 5,,14
324,324,BP,9781508286752,Brazilian Portuguese 5,6,,,U06-01,01R_B,M,Adoro os sapatos dela!,,S,Portuguese (Brazilian) Level 5,,14
325,325,BP,9781508286752,Brazilian Portuguese 5,6,,,U06-01,01Q_C,N,I love black shoes.,,S,Portuguese (Brazilian) Level 5,,14
326,326,BP,9781508286752,Brazilian Portuguese 5,6,,,U06-01,01R_C,M,Adoro sapatos pretos.,,S,Portuguese (Brazilian) Level 5,,14
