"Control#","Rec #","Lang","Source Audio ISBN-13","Course","Unit Num","Start","Stop","QZ #","line #","Speaker","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"520","520","BP","9781442311718","BrazPort 2","26","","","10R","220","F","Algumas coisas?","2","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_520.mp3","7,12,14"
"521","521","BP","9781442311718","BrazPort 2","27","","","01Q","","N","I worked a lot.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_521.mp3","12,20"
"522","522","BP","9781442311718","BrazPort 2","27","","","01R","169","M","Eu trabalhei muito.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_522.mp3","12,20"
"523","523","BP","9781442311718","BrazPort 2","27","","","02Q","","N","There’s a bank in the center.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_523.mp3","4,11"
"524","524","BP","9781442311718","BrazPort 2","27","","","02R","96","F","Tem um banco no centro.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_524.mp3","4,11"
"525","525","BP","9781442311718","BrazPort 2","27","","","03Q","","N","Which client?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_525.mp3","20"
"526","526","BP","9781442311718","BrazPort 2","27","","","03R","53","F","Qual cliente?","2","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_526.mp3","20"
"527","527","BP","9781442311718","BrazPort 2","27","","","04Q","","N","Because I’m going to take a business trip.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_527.mp3","18,20"
"528","528","BP","9781442311718","BrazPort 2","27","","","04R","177","M","Porque eu vou fazer uma viagem de negócios.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_528.mp3","18,20"
"529","529","BP","9781442311718","BrazPort 2","27","","","05Q","","N","Did you already eat here before?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_529.mp3","6,17"
"530","530","BP","9781442311718","BrazPort 2","27","","","05R","183","M","Você já comeu aqui antes?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_530.mp3","6,17"
"531","531","BP","9781442311718","BrazPort 2","27","","","06Q","","N","I came with Carlos and João.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_531.mp3","1,18"
"532","532","BP","9781442311718","BrazPort 2","27","","","06R","206","F","Eu vim com o Carlos e o João.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_532.mp3","1,18"
"533","533","BP","9781442311718","BrazPort 2","27","","","07Q","","N","You didn’t come with me.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_533.mp3","1,9"
"534","534","BP","9781442311718","BrazPort 2","27","","","07R","196","M","Você não veio comigo.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_534.mp3","1,9"
"535","535","BP","9781442311718","BrazPort 2","27","","","08Q","","N","But I still have to read this book.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_535.mp3","1"
"536","536","BP","9781442311718","BrazPort 2","27","","","08R","171","M","Mas eu ainda tenho que ler este livro.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_536.mp3","1"
"537","537","BP","9781442311718","BrazPort 2","27","","","09Q","","N","I also have to exchange money.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_537.mp3","11,14"
"538","538","BP","9781442311718","BrazPort 2","27","","","09R","100","F","Eu também tenho que trocar dinheiro.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_538.mp3","11,14"
"539","539","BP","9781442311718","BrazPort 2","27","","","10Q","","N","And they have many wines.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_539.mp3","6,14"
"540","540","BP","9781442311718","BrazPort 2","27","","","10R","244","F","E eles têm muitos vinhos.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_540.mp3","6,14"
"541","541","BP","9781442311718","BrazPort 2","28","","","01Q","","N","I’m coming from downtown.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_541.mp3","4,18"
"542","542","BP","9781442311718","BrazPort 2","28","","","01R","205","M","Eu venho do centro.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_542.mp3","4,18"
"543","543","BP","9781442311718","BrazPort 2","28","","","02Q","","N","I had to rent a car.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_543.mp3","1,4,18"
"544","544","BP","9781442311718","BrazPort 2","28","","","02R","216","M","Eu tive que alugar um carro.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_544.mp3","1,4,18"
"545","545","BP","9781442311718","BrazPort 2","28","","","03Q","","N","No, I’m going downtown by bus.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_545.mp3","4,18"
"546","546","BP","9781442311718","BrazPort 2","28","","","03R","65","F","Não, eu vou ao centro de ônibus.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_546.mp3","4,18"
"547","547","BP","9781442311718","BrazPort 2","28","","","04Q","","N","If you have time.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_547.mp3","7,17"
"548","548","BP","9781442311718","BrazPort 2","28","","","04R","183","M","Se você tiver tempo.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_548.mp3","7,17"
"549","549","BP","9781442311718","BrazPort 2","28","","","05Q","","N","I’m going to depart next week.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_549.mp3","17,18"
"550","550","BP","9781442311718","BrazPort 2","28","","","05R","107","F","Eu vou partir na semana que vem.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_550.mp3","17,18"
"551","551","BP","9781442311718","BrazPort 2","28","","","06Q","","N","I think we need a map.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_551.mp3","4,18"
"552","552","BP","9781442311718","BrazPort 2","28","","","06R","242","F","Eu acho que nós precisamos de um mapa.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_552.mp3","4,18"
"553","553","BP","9781442311718","BrazPort 2","28","","","07Q","","N","Really?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_553.mp3","7,13"
"554","554","BP","9781442311718","BrazPort 2","28","","","07R","72","M","É mesmo?","2","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_554.mp3","7,13"
"555","555","BP","9781442311718","BrazPort 2","28","","","08Q","","N","We’d like to invite you to a party.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_555.mp3","1,13"
"556","556","BP","9781442311718","BrazPort 2","28","","","08R","192","F","Nós gostaríamos de convidá-lo a uma festa.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_556.mp3","1,13"
"557","557","BP","9781442311718","BrazPort 2","28","","","09Q","","N","The Thousand and One Nights.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_557.mp3","12,17"
"558","558","BP","9781442311718","BrazPort 2","28","","","09R","41","F","As mil e uma noites.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_558.mp3","12,17"
"559","559","BP","9781442311718","BrazPort 2","28","","","10Q","","N","I’m coming by car.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_559.mp3","4,18"
"560","560","BP","9781442311718","BrazPort 2","28","","","10R","221","M","Eu venho de carro.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_560.mp3","4,18"
"561","561","BP","9781442311718","BrazPort 2","29","","","01Q","","N","I’m trying to call to the other store.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_561.mp3","3,14"
"562","562","BP","9781442311718","BrazPort 2","29","","","01R","133","F","Eu estou tentando telefonar à outra loja.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_562.mp3","3,14"
"563","563","BP","9781442311718","BrazPort 2","29","","","02Q","","N","And a map of Latin America.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_563.mp3","4,18"
"564","564","BP","9781442311718","BrazPort 2","29","","","02R","187","M","E um mapa da América Latina.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_564.mp3","4,18"
"565","565","BP","9781442311718","BrazPort 2","29","","","03Q","","N","But by car it takes five minutes or less.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_565.mp3","4,12,17,18"
"566","566","BP","9781442311718","BrazPort 2","29","","","03R","126","F","Mas de carro leva cinco minutos ou menos.","8","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_566.mp3","4,12,17,18"
"567","567","BP","9781442311718","BrazPort 2","29","","","04Q","","N","Maybe in another store?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_567.mp3","14"
"568","568","BP","9781442311718","BrazPort 2","29","","","04R","105","M","Talvez em outra loja?","4","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_568.mp3","14"
"569","569","BP","9781442311718","BrazPort 2","29","","","05Q","","N","I can show you.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_569.mp3","4,7,16"
"570","570","BP","9781442311718","BrazPort 2","29","","","05R","161","F","Eu posso lhe mostrar.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_570.mp3","4,7,16"
"571","571","BP","9781442311718","BrazPort 2","29","","","06Q","","N","I come every year.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_571.mp3","7,17,18"
"572","572","BP","9781442311718","BrazPort 2","29","","","06R","39","F","Eu venho todos os anos.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_572.mp3","7,17,18"
"573","573","BP","9781442311718","BrazPort 2","29","","","07Q","","N","I’m trying to find my family.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_573.mp3","1,5,16"
"574","574","BP","9781442311718","BrazPort 2","29","","","07R","65","M","Eu estou tentando achar a minha família.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_574.mp3","1,5,16"
"575","575","BP","9781442311718","BrazPort 2","29","","","08Q","","N","Could you show me?","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_575.mp3","7,16"
"576","576","BP","9781442311718","BrazPort 2","29","","","08R","152","M","A senhora poderia me mostrar?","5","Q","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_576.mp3","7,16"
"577","577","BP","9781442311718","BrazPort 2","29","","","09Q","","N","They have a lot of books.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_577.mp3","1,14"
"578","578","BP","9781442311718","BrazPort 2","29","","","09R","137","F","Eles têm muitos livros.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_578.mp3","1,14"
"579","579","BP","9781442311718","BrazPort 2","29","","","10Q","","N","No, never. It’s the first time.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_579.mp3","7,17"
"580","580","BP","9781442311718","BrazPort 2","29","","","10R","61","M","Não, nunca. É a primeira vez.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_580.mp3","7,17"
"581","581","BP","9781442311718","BrazPort 2","30","","","01Q","","N","It’s our son, Jake.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_581.mp3","5"
"582","582","BP","9781442311718","BrazPort 2","30","","","01R","175","M","É o nosso filho Jake.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_582.mp3","5"
"583","583","BP","9781442311718","BrazPort 2","30","","","02Q","","N","Lots of friends visit us.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_583.mp3","5,18"
"584","584","BP","9781442311718","BrazPort 2","30","","","02R","194","M","Muitos amigos nos visitam.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_584.mp3","5,18"
"585","585","BP","9781442311718","BrazPort 2","30","","","03Q","","N","I think that we are lost.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_585.mp3","4,18"
"586","586","BP","9781442311718","BrazPort 2","30","","","03R","220","M","Eu acho que nós estamos perdidos.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_586.mp3","4,18"
"587","587","BP","9781442311718","BrazPort 2","30","","","04Q","","N","I can show you (form) all these books.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_587.mp3","1,14"
"588","588","BP","9781442311718","BrazPort 2","30","","","04R","52","F","Eu posso lhe mostrar todos estes livros.","7","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_588.mp3","1,14"
"589","589","BP","9781442311718","BrazPort 2","30","","","05Q","","N","In the summer, it’s not cold.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_589.mp3","18,19"
"590","590","BP","9781442311718","BrazPort 2","30","","","05R","120","M","No verão, não faz frio.","5","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_590.mp3","18,19"
"591","591","BP","9781442311718","BrazPort 2","30","","","06Q","","N","Yes, we travel to many places.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_591.mp3","18"
"592","592","BP","9781442311718","BrazPort 2","30","","","06R","130","F","Sim, nós viajamos a muitos lugares.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_592.mp3","18"
"593","593","BP","9781442311718","BrazPort 2","30","","","07Q","","N","I want to show you (inf) some photos.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_593.mp3","1,9"
"594","594","BP","9781442311718","BrazPort 2","30","","","07R","160","M","Eu quero te mostrar umas fotos.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_594.mp3","1,9"
"595","595","BP","9781442311718","BrazPort 2","30","","","08Q","","N","It’s a photo of our house.","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_595.mp3","5,9"
"596","596","BP","9781442311718","BrazPort 2","30","","","08R","187","M","É uma foto da nossa casa.","6","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_596.mp3","5,9"
"597","597","BP","9781442311718","BrazPort 2","30","","","09Q","","N","I’m not lost. (f)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_597.mp3","4,9,16"
"598","598","BP","9781442311718","BrazPort 2","30","","","09R","230","F","Eu não estou perdida.","4","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_598.mp3","4,9,16"
"599","599","BP","9781442311718","BrazPort 2","30","","","10Q","","N","You’re lost. (m)","","","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_599.mp3","4,16"
"600","600","BP","9781442311718","BrazPort 2","30","","","10R","227","F","Você está perdido.","3","S","Port (Braz) 2, Units 1 - 30 (2014)","9781442374997_Brazilian_Portuguese_2_QZ_600.mp3","4,16"
