Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
133,133,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-01,01Q_C,N,I want to see a movie.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0133.mp3,1
134,134,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-01,01R_C,F,Quiero ver una película.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0134.mp3,1
135,135,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-01,01Q_D,N,I'm going to see a movie.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0135.mp3,1
136,136,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-01,01R_D,M,Voy a ver una película.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0136.mp3,1
137,137,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02Q_A,N,We both were disappointed.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0137.mp3,7
138,138,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02R_A,F,Ambos estábamos decepcionados.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0138.mp3,7
139,139,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02Q_B,N,He was disappointed.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0139.mp3,7
140,140,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02R_B,M,Estaba decepcionado.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0140.mp3,7
141,141,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02Q_C,N,We were disappointed.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0141.mp3,7
142,142,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02R_C,M,Estábamos decepcionados.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0142.mp3,7
143,143,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02Q_D,N,I was very disappointed.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0143.mp3,7
144,144,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-02,02R_D,F,Estaba muy decepcionada.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0144.mp3,7
145,145,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03Q_A,N,I had left my cards at home.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0145.mp3,9
146,146,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03R_A,F,Había dejado mis tarjetas en casa.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0146.mp3,9
147,147,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03Q_B,N,I had left them (f. pl.) at home.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0147.mp3,9
148,148,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03R_B,M,Las había dejado en casa.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0148.mp3,9
149,149,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03Q_C,N,I left my cards at home.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0149.mp3,9
150,150,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03R_C,F,Dejé mis tarjetas en casa.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0150.mp3,9
151,151,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03Q_D,N,I don't remember where I left my cards.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0151.mp3,16
152,152,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-03,03R_D,M,No me acuerdo dónde dejé mis tarjetas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0152.mp3,16
153,153,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04Q_A,N,What are you going to eat?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0153.mp3,6
154,154,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04R_A,F,¿Qué va a comer?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0154.mp3,6
155,155,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04Q_B,N,What do you want to eat?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0155.mp3,6
156,156,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04R_B,M,¿Qué quiere comer?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0156.mp3,6
157,157,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04Q_C,N,Do you want to eat?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0157.mp3,6
158,158,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04R_C,F,¿Quiere comer?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0158.mp3,6
159,159,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04Q_D,N,What have you eaten?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0159.mp3,6
160,160,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-04,04R_D,F,¿Qué ha comido?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0160.mp3,6
161,161,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05Q_A,N,Us too.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0161.mp3,7
162,162,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05R_A,F,Nosotros también.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0162.mp3,7
163,163,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05Q_B,N,Me too.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0163.mp3,7
164,164,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05R_B,M,Yo también.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0164.mp3,7
165,165,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05Q_C,N,I too would have voted for him.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0165.mp3,9
166,166,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05R_C,M,También habría votado por él.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0166.mp3,9
167,167,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05Q_D,N,We also very much look forward to going.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0167.mp3,9
168,168,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-05,05R_D,F,Nosotros también tenemos muchas ganas de ir.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0168.mp3,9
169,169,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06Q_A,N,He had not seen it (m) before.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0169.mp3,9
170,170,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06R_A,F,No lo había visto antes.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0170.mp3,9
171,171,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06Q_B,N,My boyfriend had not seen it (f).,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0171.mp3,9
172,172,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06R_B,F,Mi novio no la había visto.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0172.mp3,9
173,173,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06Q_C,N,I had already seen the film.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0173.mp3,1
174,174,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06R_C,F,Ya había visto la película.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0174.mp3,1
175,175,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06Q_D,N,We saw a film.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0175.mp3,1
176,176,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-06,06R_D,M,Vimos una película.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0176.mp3,1
177,177,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07Q_A,N,We're going to make a picnic.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0177.mp3,1
178,178,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07R_A,F,Vamos a hacer un picnic.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0178.mp3,1
179,179,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07Q_B,N,We're going to leave early.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0179.mp3,17
180,180,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07R_B,F,Vamos a salir temprano.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0180.mp3,17
181,181,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07Q_C,N,We're going to take a day trip.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0181.mp3,18
182,182,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07R_C,M,Vamos a hacer una excursión de un día.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0182.mp3,18
183,183,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07Q_D,N,We're going to eat fish.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0183.mp3,"2,6"
184,184,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-07,07R_D,F,Vamos a comer pescado.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0184.mp3,"2,6"
185,185,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08Q_A,N,I have to ask my wife.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0185.mp3,5
186,186,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08R_A,M,Tengo que preguntarle a mi esposa.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0186.mp3,5
187,187,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08Q_B,N,I'm going to ask my husband.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0187.mp3,5
188,188,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08R_B,F,Voy a preguntarle a mi esposo.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0188.mp3,5
189,189,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08Q_C,N,They asked me questions.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0189.mp3,9
190,190,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08R_C,M,Me hicieron preguntas.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0190.mp3,9
191,191,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08Q_D,N,I wish to ask you a favor.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0191.mp3,"7,13"
192,192,SP,Spanish 5,9781442386167,3,N/A,N/A,U03-08,08R_D,F,Quisiera pedirle un favor.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0192.mp3,"7,13"
193,193,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01Q_A,N,I wasn't finding my wallet.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0193.mp3,"9,16"
194,194,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01R_A,F,No encontraba mi billetera.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0194.mp3,"9,16"
195,195,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01Q_B,N,I'm trying to find my wallet.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0195.mp3,9
196,196,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01R_B,F,Estoy tratando de encontrar mi billetera.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0196.mp3,9
197,197,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01Q_C,N,I can't find my wallet.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0197.mp3,7
198,198,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01R_C,F,No puedo encontrar mi billetera.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0198.mp3,7
199,199,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01Q_D,N,I no longer had my wallet.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0199.mp3,"9,17"
200,200,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-01,01R_D,F,Ya no tenía mi billetera.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0200.mp3,"9,17"
201,201,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02Q_A,N,At what time is our meeting this afternoon?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0201.mp3,"17,20"
202,202,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02R_A,M,¿A qué hora es nuestra reunión esta tarde?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0202.mp3,"17,20"
203,203,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02Q_B,N,At what time are we going to meet?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0203.mp3,"16,17"
204,204,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02R_B,F,¿A qué hora vamos a reunirnos?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0204.mp3,"16,17"
205,205,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02Q_C,N,How long is the meeting going to last?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0205.mp3,"17,20"
206,206,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02R_C,M,¿Cuánto va a durar la reunion?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0206.mp3,"17,20"
207,207,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02Q_D,N,When are you going to meet with him?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0207.mp3,9
208,208,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-02,02R_D,M,¿Cuándo va a reunirse con él?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0208.mp3,9
209,209,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03Q_A,N,You were lucky.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0209.mp3,7
210,210,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03R_A,F,Tuvo suerte.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0210.mp3,7
211,211,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03Q_B,N,You had good luck with the weather.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0211.mp3,19
212,212,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03R_B,F,Tuvo buena suerte con el tiempo.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0212.mp3,19
213,213,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03Q_C,N,I was lucky.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0213.mp3,7
214,214,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03R_C,F,Tuve suerte.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0214.mp3,7
215,215,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03Q_D,N,I had good luck.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0215.mp3,7
216,216,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-03,03R_D,M,Tuve buena suerte.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0216.mp3,7
217,217,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04Q_A,N,The food was nothing special.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0217.mp3,6
218,218,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04R_A,M,La comida estaba regular.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0218.mp3,6
219,219,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04Q_B,N,The food was delicious.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0219.mp3,6
220,220,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04R_B,F,La comida estaba deliciosa.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0220.mp3,6
221,221,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04Q_C,N,There's something special for dessert.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0221.mp3,6
222,222,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04R_C,M,Hay algo especial para postre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0222.mp3,6
223,223,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04Q_D,N,The food was something special.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0223.mp3,6
224,224,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-04,04R_D,F,La comida era algo especial.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0224.mp3,6
225,225,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05Q_A,N,It was there.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0225.mp3,7
226,226,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05R_A,F,Estaba ahí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0226.mp3,7
227,227,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05Q_B,N,It still was there.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0227.mp3,7
228,228,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05R_B,M,Todavia estaba ahí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0228.mp3,7
229,229,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05Q_C,N,Luckily it still was there.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0229.mp3,7
230,230,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05R_C,M,Afortunadamente todavía estaba allí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0230.mp3,7
231,231,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05Q_D,N,You were lucky that it was still there.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0231.mp3,9
232,232,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-05,05R_D,F,Tuvo suerte que todavía estaba ahí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0232.mp3,9
233,233,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06Q_A,N,Today it's cool.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0233.mp3,"9,17,19"
234,234,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06R_A,M,Hoy hace fresco.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0234.mp3,"9,17,19"
235,235,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06Q_B,N,Today it's sunny.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0235.mp3,"17,19"
236,236,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06R_B,M,Hoy hace sol.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0236.mp3,"17,19"
237,237,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06Q_C,N,Today it's hot.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0237.mp3,"17,19"
238,238,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06R_C,F,Hoy hace calor.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0238.mp3,"17,19"
239,239,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06Q_D,N,Today it's cold.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0239.mp3,"17,19"
240,240,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-06,06R_D,F,Hoy hace frío.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0240.mp3,"17,19"
241,241,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07Q_A,N,I didn't go to the police.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0241.mp3,16
242,242,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07R_A,F,No fui a la policía.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0242.mp3,16
243,243,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07Q_B,N,There's not a police station here.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0243.mp3,"16,18"
244,244,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07R_B,M,No hay una estación de policía aquí.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0244.mp3,"16,18"
245,245,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07Q_C,N,I'm not going to take it to the police.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0245.mp3,16
246,246,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07R_C,F,No voy a llevarla a la policía.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0246.mp3,16
247,247,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07Q_D,N,I'm not going to go to the police station.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0247.mp3,"16,18"
248,248,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-07,07R_D,M,No voy a ir a la estación de policía.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0248.mp3,"16,18"
249,249,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08Q_A,N,Let's go to ask my father.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0249.mp3,"5,9"
250,250,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08R_A,M,Vamos a preguntarle a mi padre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0250.mp3,"5,9"
251,251,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08Q_B,N,Let's go to see my father.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0251.mp3,"1,5"
252,252,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08R_B,F,Vayamos a ver a mi padre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0252.mp3,"1,5"
253,253,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08Q_C,N,Let's go to eat with my father.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0253.mp3,"5,6"
254,254,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08R_C,M,Vayamos a comer con mi padre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0254.mp3,"5,6"
255,255,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08Q_D,N,We're going to meet with my father.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0255.mp3,5
256,256,SP,Spanish 5,9781442386167,4,N/A,N/A,U04-08,08R_D,M,Vamos a reunirnos con mi padre.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0256.mp3,5
257,257,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01Q_A,N,Did you already go to the beach?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0257.mp3,1
258,258,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01R_A,F,¿Ya fue a la playa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0258.mp3,1
259,259,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01Q_B,N,When are you going to the beach?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0259.mp3,1
260,260,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01R_B,M,¿Cuándo va a la playa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0260.mp3,1
261,261,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01Q_C,N,Do you have time to go to the beach?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0261.mp3,"1,17"
262,262,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01R_C,M,¿Tiene tiempo para ir a la playa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0262.mp3,"1,17"
263,263,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01Q_D,N,Is it worth the trouble to visit the beach?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0263.mp3,"1,18"
264,264,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-01,01R_D,F,¿Vale la pena visitar la playa?,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0264.mp3,"1,18"
265,265,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-02,02Q_A,N,I had to speak English. (ongoing),,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0265.mp3,15
266,266,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-02,02R_A,M,Tenía que hablar inglés.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0266.mp3,15
267,267,SP,Spanish 5,9781442386167,5,N/A,N/A,U05-02,02Q_B,N,You really speak English very well.,,,Pimsleur Spanish Level 5 MP3,9781508230946_Spanish_5_QZ_0267.mp3,15
