Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Qz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
132,132,RU,9781508236009,Russian 4,3,,,U03-01,01R_B,M,Почта на этой улице.,Pochta na ѐtoj ulitse.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0132.mp3,"4,9"
133,133,RU,9781508236009,Russian 4,3,,,U03-01,01Q_C,N,"On this street, there'll be a lot of people.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0133.mp3,9
134,134,RU,9781508236009,Russian 4,3,,,U03-01,01R_C,M,На этой улице будет много людей.,Na ètoj ulitse budet mnogo liudej.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0134.mp3,9
135,135,RU,9781508236009,Russian 4,3,,,U03-01,01Q_D,N,"On the street, you need to drive carefully.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0135.mp3,"9,18"
136,136,RU,9781508236009,Russian 4,3,,,U03-01,01R_D,M,На улицe Bам надо ехать осторожно.,Na ulitse Vam nado ehat’ ostorozhno.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0136.mp3,"9,18"
137,137,RU,9781508236009,Russian 4,3,,,U03-02,02Q_A,N,I may be a little late.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0137.mp3,"7,9,16,17"
138,138,RU,9781508236009,Russian 4,3,,,U03-02,02R_A,F,"Я, может быть, немного опоздаю.","Ia, mozhet byt’, nemnogo opozdaiu.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0138.mp3,"7,9,16,17"
139,139,RU,9781508236009,Russian 4,3,,,U03-02,02Q_B,N,Maybe I will not arrive on time.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0139.mp3,"9,17,18"
140,140,RU,9781508236009,Russian 4,3,,,U03-02,02R_B,F,"Mожет быть, я приеду не вовремя.","Mozhet byt’, ia priedu ne vovremia.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0140.mp3,"9,17,18"
141,141,RU,9781508236009,Russian 4,3,,,U03-02,02Q_C,N,"I’m arriving a little late, maybe.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0141.mp3,"9,17,18"
142,142,RU,9781508236009,Russian 4,3,,,U03-02,02R_C,M,"Я приезжаю немного позже, может быть.","Ia priezzhaiu nemnogo pozhe, mozhet byt’.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0142.mp3,"9,17,18"
143,143,RU,9781508236009,Russian 4,3,,,U03-02,02Q_D,N,I may be arriving after that.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0143.mp3,"9,18"
144,144,RU,9781508236009,Russian 4,3,,,U03-02,02R_D,M,"Я, может быть, приезжаю после этого.","Ia, mozhet byt’, priezzhaiu posle etovo.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0144.mp3,"9,18"
145,145,RU,9781508236009,Russian 4,3,,,U03-03,03Q_A,N,Let’s meet up near the theater.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0145.mp3,"1,7"
146,146,RU,9781508236009,Russian 4,3,,,U03-03,03R_A,M,Давайте встретимся около театра.,Davajte vstretimsia okolo teatra.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0146.mp3,"1,7"
147,147,RU,9781508236009,Russian 4,3,,,U03-03,03Q_B,N,Let’s meet up in the theater.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0147.mp3,"1,7"
148,148,RU,9781508236009,Russian 4,3,,,U03-03,03R_B,F,Давайте встретимся в театре.,Davajte vstretimsia v teatre.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0148.mp3,"1,7"
149,149,RU,9781508236009,Russian 4,3,,,U03-03,03Q_C,N,Let’s meet next to the theater.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0149.mp3,"1,7"
150,150,RU,9781508236009,Russian 4,3,,,U03-03,03R_C,F,Давайте встретимся рядом с театром.,Davajte vstretimsia riadom s teatrom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0150.mp3,"1,7"
151,151,RU,9781508236009,Russian 4,3,,,U03-03,03Q_D,N,Let’s meet behind the theater.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0151.mp3,"1,7"
152,152,RU,9781508236009,Russian 4,3,,,U03-03,03R_D,M,Давайте встретимся за театром.,Davajte vstretimsia za teatrom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0152.mp3,"1,7"
153,153,RU,9781508236009,Russian 4,3,,,U03-04,04Q_A,N,Nothing to worry about.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0153.mp3,"7,16"
154,154,RU,9781508236009,Russian 4,3,,,U03-04,04R_A,M,Ничего страшного.,Nichego strashnogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0154.mp3,"7,16"
155,155,RU,9781508236009,Russian 4,3,,,U03-04,04Q_B,N,I don’t know anything.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0155.mp3,"7,16"
156,156,RU,9781508236009,Russian 4,3,,,U03-04,04R_B,M,Я ничего не знаю.,Ia nichego ne znaiu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0156.mp3,"7,16"
157,157,RU,9781508236009,Russian 4,3,,,U03-04,04Q_C,N,You can’t find anything out.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0157.mp3,9
158,158,RU,9781508236009,Russian 4,3,,,U03-04,04R_C,F,Вы ничего не можете узнать.,Vy nichego ne mozhete uznat’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0158.mp3,9
159,159,RU,9781508236009,Russian 4,3,,,U03-04,04Q_D,N,There isn’t anything over there.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0159.mp3,9
160,160,RU,9781508236009,Russian 4,3,,,U03-04,04R_D,F,Tам ничего нет.,Tam nichego net.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0160.mp3,9
161,161,RU,9781508236009,Russian 4,3,,,U03-05,05Q_A,N,Let’s go to the movies tomorrow at noon.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0161.mp3,"1,17"
162,162,RU,9781508236009,Russian 4,3,,,U03-05,05R_A,M,Давай пойдём в кино завтра в полдень.,Davaj pojdiom v kino zavtra v polden’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0162.mp3,"1,17"
163,163,RU,9781508236009,Russian 4,3,,,U03-05,05Q_B,N,"Tomorrow at twelve, let’s go to the movies.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0163.mp3,"1,12,17"
164,164,RU,9781508236009,Russian 4,3,,,U03-05,05R_B,M,"Завтра в двенадцать, давайте пойдём в кино.","Zavtra v dvenadtsat’, davajte pojdiom v kino.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0164.mp3,"1,12,17"
165,165,RU,9781508236009,Russian 4,3,,,U03-05,05Q_C,N,Let’s watch a movie tomorrow at noon.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0165.mp3,"1,17"
166,166,RU,9781508236009,Russian 4,3,,,U03-05,05R_C,M,Давайте посмотрим фильм завтра в полдень.,Davajte posmotrim fil’m zavtra v polden’.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0166.mp3,"1,17"
167,167,RU,9781508236009,Russian 4,3,,,U03-05,05Q_D,N,"Tomorrow at noon, we can watch a movie.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0167.mp3,"1,17"
168,168,RU,9781508236009,Russian 4,3,,,U03-05,05R_D,F,"Завтра в полдень, мы можем посмотрить фильм.","Zavtra v polden’, my mozhem posmotret’ fil’m.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0168.mp3,"1,17"
169,169,RU,9781508236009,Russian 4,3,,,U03-06,06Q_A,N,That’s very healthy.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0169.mp3,"7,8,9"
170,170,RU,9781508236009,Russian 4,3,,,U03-06,06R_A,F,Это очень полезно.,Èto ochen’ polezno.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0170.mp3,"7,8,9"
171,171,RU,9781508236009,Russian 4,3,,,U03-06,06Q_B,N,That’s very good.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0171.mp3,"7,16"
172,172,RU,9781508236009,Russian 4,3,,,U03-06,06R_B,M,Это очень хорошоо.,Èto ochen’ horosho.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0172.mp3,"7,16"
173,173,RU,9781508236009,Russian 4,3,,,U03-06,06Q_C,N,It’s very expensive.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0173.mp3,"7,9,11,14,16"
174,174,RU,9781508236009,Russian 4,3,,,U03-06,06R_C,M,Это очень дорого.,Èto ochen’ dorogo.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0174.mp3,"7,9,11,14,16"
175,175,RU,9781508236009,Russian 4,3,,,U03-06,06Q_D,N,It’s very late,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0175.mp3,"7,9,16,17"
176,176,RU,9781508236009,Russian 4,3,,,U03-06,06R_D,F,Это очень поздно.,Èto ochen’ pozdno.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0176.mp3,"7,9,16,17"
177,177,RU,9781508236009,Russian 4,3,,,U03-07,07Q_A,N,What plans do you have for tomorrow?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0177.mp3,"1,7,9,17"
178,178,RU,9781508236009,Russian 4,3,,,U03-07,07R_A,F,Какие у тебя планы на завтра?,Kakie u tebia plany na zavtra?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0178.mp3,"1,7,9,17"
179,179,RU,9781508236009,Russian 4,3,,,U03-07,07Q_B,N,What plans will you have tomorrow?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0179.mp3,"1,7,9,17"
180,180,RU,9781508236009,Russian 4,3,,,U03-07,07R_B,F,Какие у тебя завтра будут планы?,Kakie u tebia zavtra budut plany?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0180.mp3,"1,7,9,17"
181,181,RU,9781508236009,Russian 4,3,,,U03-07,07Q_C,N,Won’t you have plans for tomorrow?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0181.mp3,"1,7,17"
182,182,RU,9781508236009,Russian 4,3,,,U03-07,07R_C,M,У тебя не будет планов на завтра?,U tebia ne budet planov na zavtra?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0182.mp3,"1,7,17"
183,183,RU,9781508236009,Russian 4,3,,,U03-07,07Q_D,N,Don’t you have plans for tomorrow?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0183.mp3,"1,7,17"
184,184,RU,9781508236009,Russian 4,3,,,U03-07,07R_D,M,У тебя нет планов на завтра?,U tebia net planov na zavtra?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0184.mp3,"1,7,17"
185,185,RU,9781508236009,Russian 4,3,,,U03-08,08Q_A,N,I like to practice yoga.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0185.mp3,"1,7,9"
186,186,RU,9781508236009,Russian 4,3,,,U03-08,08R_A,M,Мне нравится заниматься йогой.,Mne nravitsia zanimat’sia iogoj.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0186.mp3,"1,7,9"
187,187,RU,9781508236009,Russian 4,3,,,U03-08,08Q_B,N,I like yoga.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0187.mp3,"1,7,9"
188,188,RU,9781508236009,Russian 4,3,,,U03-08,08R_B,F,Мне нравится йога.,Mne nravitsia ioga.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0188.mp3,"1,7,9"
189,189,RU,9781508236009,Russian 4,3,,,U03-08,08Q_C,N,To practice yoga is healthy.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0189.mp3,"1,7,8,9"
190,190,RU,9781508236009,Russian 4,3,,,U03-08,08R_C,F,Заниматься йогой – полезно,Zanimat’sia iogoj – polezno.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0190.mp3,"1,7,8,9"
191,191,RU,9781508236009,Russian 4,3,,,U03-08,08Q_D,N,We can go to yoga together.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0191.mp3,"1,7"
192,192,RU,9781508236009,Russian 4,3,,,U03-08,08R_D,M,Мы можем пойти на йогу вместе.,My mozhem pojti na iogu vmeste.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0192.mp3,"1,7"
193,193,RU,9781508236009,Russian 4,4,,,U04-01,01Q_A,N,I want to try Russian pastries.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0193.mp3,"1,6"
194,194,RU,9781508236009,Russian 4,4,,,U04-01,01R_A,M,Я хочу попробовать русские пирожные.,Ia hochu poprobovat’ russkie pirozhnye.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0194.mp3,"1,6"
195,195,RU,9781508236009,Russian 4,4,,,U04-01,01Q_B,N,I want to try chocolate pastries.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0195.mp3,"1,6"
196,196,RU,9781508236009,Russian 4,4,,,U04-01,01R_B,M,Я хочу попробовать шоколадные пирожные.,Ia hochu poprobovat’ shokoladnye pirozhnye.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0196.mp3,"1,6"
197,197,RU,9781508236009,Russian 4,4,,,U04-01,01Q_C,N,I want to order Russian pastries.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0197.mp3,"1,6"
198,198,RU,9781508236009,Russian 4,4,,,U04-01,01R_C,F,Я хочу заказать русские пирожные.,Ia hochu zakazat' russkie pirozhnye.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0198.mp3,"1,6"
199,199,RU,9781508236009,Russian 4,4,,,U04-01,01Q_D,N,It seems to me that Russian pastries are delicious.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0199.mp3,"6,7,9"
200,200,RU,9781508236009,Russian 4,4,,,U04-01,01R_D,F,"Мне кажется, что русские пирожные вкусные.","Mne kazhetsia, chto russkie pirozhnye vkusnye.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0200.mp3,"6,7,9"
201,201,RU,9781508236009,Russian 4,4,,,U04-02,02Q_A,N,Wouldn’t you be able to advise ---?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0201.mp3,7
202,202,RU,9781508236009,Russian 4,4,,,U04-02,02R_A,M,Не могли бы Вы посоветовать ---?,Ne mogli by Vy posovetovat’ ---?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0202.mp3,7
203,203,RU,9781508236009,Russian 4,4,,,U04-02,02Q_B,N,Wouldn’t you be able to try ---?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0203.mp3,"7,13"
204,204,RU,9781508236009,Russian 4,4,,,U04-02,02R_B,M,Не могли бы Вы попробовать ---?,Ne mogli by Vy poprobovat’ ---?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0204.mp3,"7,13"
205,205,RU,9781508236009,Russian 4,4,,,U04-02,02Q_C,N,Wouldn’t you be able to help ---?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0205.mp3,"7,13"
206,206,RU,9781508236009,Russian 4,4,,,U04-02,02R_C,M,Не могли бы Вы помочь ---?,Ne mogli by Vy pomoch’ ---?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0206.mp3,"7,13"
207,207,RU,9781508236009,Russian 4,4,,,U04-02,02Q_D,N,Wouldn’t you be able to show ---?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0207.mp3,"7,13"
208,208,RU,9781508236009,Russian 4,4,,,U04-02,02R_D,F,Не могли бы Вы показать ---?,Ne mogli by Vy pokazat’ ---?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0208.mp3,"7,13"
209,209,RU,9781508236009,Russian 4,4,,,U04-03,03Q_A,N,The nearest station is far away.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0209.mp3,"4,9,18"
210,210,RU,9781508236009,Russian 4,4,,,U04-03,03R_A,F,Ближайшая станция далеко.,Blizhajshaia stantsiia daleko.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0210.mp3,"4,9,18"
211,211,RU,9781508236009,Russian 4,4,,,U04-03,03Q_B,N,The station is not far from here.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0211.mp3,"4,9,18"
212,212,RU,9781508236009,Russian 4,4,,,U04-03,03R_B,M,Станция недалеко отсюда.,Stantsiia nedaleko otsiuda.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0212.mp3,"4,9,18"
213,213,RU,9781508236009,Russian 4,4,,,U04-03,03Q_C,N,It's the nearest station to the museum.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0213.mp3,"9,17,18"
214,214,RU,9781508236009,Russian 4,4,,,U04-03,03R_C,M,Это ближайшая станция к музею.,Èto blizhajshaia stantsiia k muzeiu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0214.mp3,"9,17,18"
215,215,RU,9781508236009,Russian 4,4,,,U04-03,03Q_D,N,It's the nearest station to the theater.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0215.mp3,"9,18"
216,216,RU,9781508236009,Russian 4,4,,,U04-03,03R_D,M,Это ближайшая станция к театру.,Èto blizhajshaia stantsiia k teatru.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0216.mp3,"9,18"
217,217,RU,9781508236009,Russian 4,4,,,U04-04,04Q_A,N,Do you want to try ice cream?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0217.mp3,"6,7"
218,218,RU,9781508236009,Russian 4,4,,,U04-04,04R_A,F,Вы хотите попробовать мороженое?,Vy hotite poprobovat’ morozhenoe?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0218.mp3,"6,7"
219,219,RU,9781508236009,Russian 4,4,,,U04-04,04Q_B,N,Don’t you love ice cream?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0219.mp3,"6,7"
220,220,RU,9781508236009,Russian 4,4,,,U04-04,04R_B,F,Вы не любите мороженое?,Vy ne liubite morozhenoe?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0220.mp3,"6,7"
221,221,RU,9781508236009,Russian 4,4,,,U04-04,04Q_C,N,Do you want to buy ice cream?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0221.mp3,"6,7,14"
222,222,RU,9781508236009,Russian 4,4,,,U04-04,04R_C,M,Вы хотите купить мороженое?,Vy hotite kupit’ morozhenoe?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0222.mp3,"6,7,14"
223,223,RU,9781508236009,Russian 4,4,,,U04-04,04Q_D,N,Don’t you want to give me ice cream?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0223.mp3,"6,7"
224,224,RU,9781508236009,Russian 4,4,,,U04-04,04R_D,M,Вы не хотите мне дать мороженое?,Vy ne hotite mne dat’ morozhenoe?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0224.mp3,"6,7"
225,225,RU,9781508236009,Russian 4,4,,,U04-05,05Q_A,N,I would like to try chocolate ice cream.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0225.mp3,"6,7"
226,226,RU,9781508236009,Russian 4,4,,,U04-05,05R_A,М,Я хотел бы попробовать шоколадное мороженое.,Ia hotel by poprobovat’ shokoladnoe morozhenoe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0226.mp3,"6,7"
227,227,RU,9781508236009,Russian 4,4,,,U04-05,05Q_B,N,I would like to try chocolate and ice cream.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0227.mp3,"6,7"
228,228,RU,9781508236009,Russian 4,4,,,U04-05,05R_B,F,Я хотел бы попробовать шоколад и мороженое.,Ia hotel by poprobovat’ shokolad i morozhenoe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0228.mp3,"6,7"
229,229,RU,9781508236009,Russian 4,4,,,U04-05,05Q_C,N,I would like to show you the chocolate ice cream.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0229.mp3,"6,7"
230,230,RU,9781508236009,Russian 4,4,,,U04-05,05R_C,М,Я хотел бы показать Bам шоколадное мороженое.,Ia hotel by pokazat’ Vam shokoladnoe morozhenoe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0230.mp3,"6,7"
231,231,RU,9781508236009,Russian 4,4,,,U04-05,05Q_D,N,I would like to buy chocolate and ice cream. (m),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0231.mp3,"6,7,14"
232,232,RU,9781508236009,Russian 4,4,,,U04-05,05R_D,М,Я хотел бы купить шоколад и мороженое.,Ia hotel by kupit' shokoolad i morozhenoe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0232.mp3,"6,7,14"
233,233,RU,9781508236009,Russian 4,4,,,U04-06,06Q_A,N,I recommend by subway.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0233.mp3,"7,18"
234,234,RU,9781508236009,Russian 4,4,,,U04-06,06R_A,F,Я рекомендую на метро.,Ia rekomenduiu na metro.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0234.mp3,"7,18"
235,235,RU,9781508236009,Russian 4,4,,,U04-06,06Q_B,N,I recommend going by subway.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0235.mp3,"7,18"
236,236,RU,9781508236009,Russian 4,4,,,U04-06,06R_B,F,Я рекомендую ехать на метро.,Ia rekomenduiu ehat’ na metro.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0236.mp3,"7,18"
237,237,RU,9781508236009,Russian 4,4,,,U04-06,06Q_C,N,I think that the subway is faster.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0237.mp3,"9,18"
238,238,RU,9781508236009,Russian 4,4,,,U04-06,06R_C,F,"Я думаю, что метро быстрее.","Ia dumaiu, chto metro bystree.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0238.mp3,"9,18"
239,239,RU,9781508236009,Russian 4,4,,,U04-06,06Q_D,N,I think that for you it’s better on the subway.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0239.mp3,"9,18"
240,240,RU,9781508236009,Russian 4,4,,,U04-06,06R_D,M,"Я думаю, что Bам лучше на метро.","Ia dumaiu, chto Vam luchshe na metro.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0240.mp3,"9,18"
241,241,RU,9781508236009,Russian 4,4,,,U04-07,07Q_A,N,What’s the nearest subway station to the theater?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_0241.mp3,"9,18"
