Control#,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,Start,Stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
582,582,RU,9781442312463,Russian 1,30,,,02R,,F,Я купилa много всего.,Ya kupila mnogo vsevo.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_582.mp3,14
583,583,RU,9781442312463,Russian 1,30,,,03Q,,N,When did you arrive in Moscow?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_583.mp3,"7,18"
584,584,RU,9781442312463,Russian 1,30,,,03R,,M,Когда вы пpиехали в Москву?,Kogda vy priyehali v Moskvu?,5,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_584.mp3,"7,18"
585,585,RU,9781442312463,Russian 1,30,,,04Q,,N,We went to the Kremlin yesterday.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_585.mp3,"7,17,18"
586,586,RU,9781442312463,Russian 1,30,,,04R,,F,Мы ездили в Кpемль вчеpа.,My yezdili v Kreml’ vchera.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_586.mp3,"7,17,18"
587,587,RU,9781442312463,Russian 1,30,,,05Q,,N,We’re not going to buy anything.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_587.mp3,14
588,588,RU,9781442312463,Russian 1,30,,,05R,,M,Мы ничего не собиpаемся купить.,My nichevo ne sobirayemsya kupit’.,5,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_588.mp3,14
589,589,RU,9781442312463,Russian 1,30,,,06Q,,N,What does that mean?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_589.mp3,"7,16"
590,590,RU,9781442312463,Russian 1,30,,,06R,,M,Что это значит?,Shto eto znachit?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_590.mp3,"7,16"
591,591,RU,9781442312463,Russian 1,30,,,07Q,,N,Did you speak Russian?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_591.mp3,"10,15,16"
592,592,RU,9781442312463,Russian 1,30,,,07R,,M,Вы говоpили по-pусски?,Vy govorili po-russki?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_592.mp3,"10,15,16"
593,593,RU,9781442312463,Russian 1,30,,,08Q,,N,My family arrived yesterday.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_593.mp3,"5,17,18"
594,594,RU,9781442312463,Russian 1,30,,,08R,,F,Моя семья пpиехалa вчеpа.,Moya sem’ya priyehala vchera.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_594.mp3,"5,17,18"
595,595,RU,9781442312463,Russian 1,30,,,09Q,,N,We spoke a little Russian.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_595.mp3,"10,15"
596,596,RU,9781442312463,Russian 1,30,,,09R,,F,Mы немного говоpили по-pусски.,My nemnogo govorili po-russki.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_596.mp3,"10,15"
597,597,RU,9781442312463,Russian 1,30,,,10Q,,N,We arrived this morning.,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_597.mp3,"17,18"
598,598,RU,9781442312463,Russian 1,30,,,10R,,F,Mы пpиехали cегодня утpом.,My priyehali sevodnya utrom.,4,S,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_598.mp3,"17,18"
599,599,RU,9781442312463,Russian 1,30,,,11Q,,N,Do you like Moscow?,,,,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_599.mp3,"7,18"
600,600,RU,9781442312463,Russian 1,30,,,11R,,M,Вам нpавится Москва?,Vam nravitsa Moskva?,3,Q,"Russian Phase 1, Units 1-30",9781442382848_Russian_1_QZ_600.mp3,"7,18"
