Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Quiz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
137,137,RU,9.78151E+12,Russian 5,3,,,U03-01,01Q_A,N,I donÕt mind to try.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0137.mp3,6
138,138,RU,9.78151E+12,Russian 5,3,,,U03-01,01R_A,F,_ __ ______ ___________.,Ia ne protiv poprobovatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0138.mp3,6
139,139,RU,9.78151E+12,Russian 5,3,,,U03-01,01Q_B,N,I donÕt mind to move.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0139.mp3,13
140,140,RU,9.78151E+12,Russian 5,3,,,U03-01,01R_B,F,_ __ ______ _________.,Ia ne protiv pereehatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0140.mp3,13
141,141,RU,9.78151E+12,Russian 5,3,,,U03-01,01Q_C,N,I donÕt mind to dress up.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0141.mp3,7
142,142,RU,9.78151E+12,Russian 5,3,,,U03-01,01R_C,F,_ __ ______ _______ _______.,Ia ne protiv nariadno odetÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0142.mp3,7
143,143,RU,9.78151E+12,Russian 5,3,,,U03-01,01Q_D,N,I donÕt mind to go to the sea.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0143.mp3,18
144,144,RU,9.78151E+12,Russian 5,3,,,U03-01,01R_D,M,_ __ ______ _______ __ ____.,Ia ne protiv poehatÕ na more.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0144.mp3,18
145,145,RU,9.78151E+12,Russian 5,3,,,U03-02,02Q_A,N,They always have live music.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0145.mp3,1
146,146,RU,9.78151E+12,Russian 5,3,,,U03-02,02R_A,M,_ ___ ______ ____ _____ ______.,U nih vsegda estÕ zhivaia muzyka.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0146.mp3,1
147,147,RU,9.78151E+12,Russian 5,3,,,U03-02,02Q_B,N,They always have good music.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0147.mp3,1
148,148,RU,9.78151E+12,Russian 5,3,,,U03-02,02R_B,M,_ ___ ______ ____ _______ ______.,U nih vsegda estÕ horoshaia muzyka.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0148.mp3,1
149,149,RU,9.78151E+12,Russian 5,3,,,U03-02,02Q_C,N,They always have fresh eggs.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0149.mp3,6
150,150,RU,9.78151E+12,Russian 5,3,,,U03-02,02R_C,M,_ ___ ______ ____ ______ ____.,U nih vsegda estÕ svezhie iajtsa.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0150.mp3,6
151,151,RU,9.78151E+12,Russian 5,3,,,U03-02,02Q_D,N,They always have fresh vegetables.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0151.mp3,6
152,152,RU,9.78151E+12,Russian 5,3,,,U03-02,02R_D,M,_ ___ ______ ____ ______ _____.,U nih vsegda estÕ svezhie ovoshchi.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0152.mp3,6
153,153,RU,9.78151E+12,Russian 5,3,,,U03-03,03Q_A,N,At another time.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0153.mp3,"1,13,17"
154,154,RU,9.78151E+12,Russian 5,3,,,U03-03,03R_A,F,_ ______ ___.,V drugoj raz.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0154.mp3,"1,13,17"
155,155,RU,9.78151E+12,Russian 5,3,,,U03-03,03Q_B,N,Last year.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0155.mp3,17
156,156,RU,9.78151E+12,Russian 5,3,,,U03-03,03R_B,F,_ _______ ____.,V proshlom godu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0156.mp3,17
157,157,RU,9.78151E+12,Russian 5,3,,,U03-03,03Q_C,N,Next year.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0157.mp3,17
158,158,RU,9.78151E+12,Russian 5,3,,,U03-03,03R_C,F,_ _________ ____.,V sleduiushchem godu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0158.mp3,17
159,159,RU,9.78151E+12,Russian 5,3,,,U03-03,03Q_D,N,For the holidays.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0159.mp3,17
160,160,RU,9.78151E+12,Russian 5,3,,,U03-03,03R_D,F,__ _________.,Na prazdniki.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0160.mp3,17
161,161,RU,9.78151E+12,Russian 5,3,,,U03-04,04Q_A,N,Time flies!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0161.mp3,"7,17"
162,162,RU,9.78151E+12,Russian 5,3,,,U03-04,04R_A,F,_____ _____!,Vremia letit!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0162.mp3,"7,17"
163,163,RU,9.78151E+12,Russian 5,3,,,U03-04,04Q_B,N,Final boarding!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0163.mp3,18
164,164,RU,9.78151E+12,Russian 5,3,,,U03-04,04R_B,M,_______ _____________!,Posadka zakanchivaetsia!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0164.mp3,18
165,165,RU,9.78151E+12,Russian 5,3,,,U03-04,04Q_C,N,Hurry up!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0165.mp3,16
166,166,RU,9.78151E+12,Russian 5,3,,,U03-04,04R_C,M,____________!,PotoropitesÕ!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0166.mp3,16
167,167,RU,9.78151E+12,Russian 5,3,,,U03-04,04Q_D,N,ItÕs time to have a bite to eat!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0167.mp3,6
168,168,RU,9.78151E+12,Russian 5,3,,,U03-04,04R_D,M,____ __________!,Pora perekusitÕ!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0168.mp3,6
169,169,RU,9.78151E+12,Russian 5,3,,,U03-05,05Q_A,N,I didnÕt know that you love to dance. (f. informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0169.mp3,1
170,170,RU,9.78151E+12,Russian 5,3,,,U03-05,05R_A,F,"_ __ _____, ___ __ ______ _________.","Ia ne znala, chto ty liubishÕ tantsevatÕ.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0170.mp3,1
171,171,RU,9.78151E+12,Russian 5,3,,,U03-05,05Q_B,N,I didnÕt know that you love the arts. (f. informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0171.mp3,1
172,172,RU,9.78151E+12,Russian 5,3,,,U03-05,05R_B,F,"_ __ _____, ___ __ ______ _________.","Ia ne znala, chto ty liubishÕ iskusstvo.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0172.mp3,1
173,173,RU,9.78151E+12,Russian 5,3,,,U03-05,05Q_C,N,I didnÕt know that you love pastries. (f. informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0173.mp3,6
174,174,RU,9.78151E+12,Russian 5,3,,,U03-05,05R_C,F,"_ __ _____, ___ __ ______ ________.","Ia ne znala, chto ty liubishÕ pirozhnye.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0174.mp3,6
175,175,RU,9.78151E+12,Russian 5,3,,,U03-05,05Q_D,N,I didnÕt know that you love to take trips. (f. informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0175.mp3,18
176,176,RU,9.78151E+12,Russian 5,3,,,U03-05,05R_D,F,"_ __ _____, ___ __ ______ ______________.","Ia ne znala, chto ty liubishÕ puteshestvovatÕ.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0176.mp3,18
177,177,RU,9.78151E+12,Russian 5,3,,,U03-06,06Q_A,N,IÕve gotten used to traveling by subway. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0177.mp3,18
178,178,RU,9.78151E+12,Russian 5,3,,,U03-06,06R_A,M,_ ______ ______ __ _____.,Ia privyk ezditÕ na metro.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0178.mp3,18
179,179,RU,9.78151E+12,Russian 5,3,,,U03-06,06Q_B,N,IÕve gotten used to cooking at home. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0179.mp3,"1,6"
180,180,RU,9.78151E+12,Russian 5,3,,,U03-06,06R_B,M,_ ______ ________ ____.,Ia privyk gotovitÕ doma.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0180.mp3,"1,6"
181,181,RU,9.78151E+12,Russian 5,3,,,U03-06,06Q_C,N,IÕve gotten used to getting up early. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0181.mp3,7
182,182,RU,9.78151E+12,Russian 5,3,,,U03-06,06R_C,M,_ ______ ________ ____.,Ia privyk vstavatÕ rano.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0182.mp3,7
183,183,RU,9.78151E+12,Russian 5,3,,,U03-06,06Q_D,N,IÕve gotten used to working until late. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0183.mp3,"17,20"
184,184,RU,9.78151E+12,Russian 5,3,,,U03-06,06R_D,M,_ ______ ________ ________.,Ia privyk rabotatÕ dopozdna.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0184.mp3,"17,20"
185,185,RU,9.78151E+12,Russian 5,3,,,U03-07,07Q_A,N,ItÕs the best method to relax.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0185.mp3,8
186,186,RU,9.78151E+12,Russian 5,3,,,U03-07,07R_A,F,___ _____ ______ ______ ___________.,éto samyj luchshij sposob rasslabitÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0186.mp3,8
187,187,RU,9.78151E+12,Russian 5,3,,,U03-07,07Q_B,N,ItÕs the best method to get acquainted.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0187.mp3,7
188,188,RU,9.78151E+12,Russian 5,3,,,U03-07,07R_B,F,___ _____ ______ ______ _____________.,éto samyj luchshij sposob poznakomitÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0188.mp3,7
189,189,RU,9.78151E+12,Russian 5,3,,,U03-07,07Q_C,N,ItÕs the best mall.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0189.mp3,14
190,190,RU,9.78151E+12,Russian 5,3,,,U03-07,07R_C,F,___ _____ ______ ________ _____ .,éto samyj luchshij torgovyj tsentr.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0190.mp3,14
191,191,RU,9.78151E+12,Russian 5,3,,,U03-07,07Q_D,N,ItÕs the best store in downtown.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0191.mp3,14
192,192,RU,9.78151E+12,Russian 5,3,,,U03-07,07R_D,F,___ _____ ______ _______ _ ______.,éto samyj luchshij magazin v tsentre.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0192.mp3,14
193,193,RU,9.78151E+12,Russian 5,3,,,U03-08,08Q_A,N,You have it working out well. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0193.mp3,13
194,194,RU,9.78151E+12,Russian 5,3,,,U03-08,08R_A,M,_ ____ ______ __________.,U tebia horosho poluchaetsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0194.mp3,13
195,195,RU,9.78151E+12,Russian 5,3,,,U03-08,08Q_B,N,Very lucky for you. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0195.mp3,13
196,196,RU,9.78151E+12,Russian 5,3,,,U03-08,08R_B,M,____ _____ _______.,Tebe ochenÕ povezlo.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0196.mp3,13
197,197,RU,9.78151E+12,Russian 5,3,,,U03-08,08Q_C,N,YouÕre very bored. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0197.mp3,7
198,198,RU,9.78151E+12,Russian 5,3,,,U03-08,08R_C,M,____ _____ ______.,Tebe ochenÕ skuchno.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0198.mp3,7
199,199,RU,9.78151E+12,Russian 5,3,,,U03-08,08Q_D,N,You have a good niece. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0199.mp3,5
200,200,RU,9.78151E+12,Russian 5,3,,,U03-08,08R_D,M,_ ____ _______ __________.,U tebia horoshaia plemiannitsa.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0200.mp3,5
201,201,RU,9.78151E+12,Russian 5,4,,,U04-01,01Q_A,N,I canÕt believe it!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0201.mp3,"7,13,16"
202,202,RU,9.78151E+12,Russian 5,4,,,U04-01,01R_A,M,_ __ ____ ________!,Ia ne mogu poveritÕ!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0202.mp3,"7,13,16"
203,203,RU,9.78151E+12,Russian 5,4,,,U04-01,01Q_B,N,I canÕt buy a dress!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0203.mp3,14
204,204,RU,9.78151E+12,Russian 5,4,,,U04-01,01R_B,F,_ __ ____ ______ ______!,Ia ne mogu kupitÕ platÕe!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0204.mp3,14
205,205,RU,9.78151E+12,Russian 5,4,,,U04-01,01Q_C,N,I donÕt know how to cook!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0205.mp3,"1,6"
206,206,RU,9.78151E+12,Russian 5,4,,,U04-01,01R_C,F,_ __ ____ ________!,Ia ne umeiu gotovitÕ!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0206.mp3,"1,6"
207,207,RU,9.78151E+12,Russian 5,4,,,U04-01,01Q_D,N,I donÕt know how to play chess!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0207.mp3,1
208,208,RU,9.78151E+12,Russian 5,4,,,U04-01,01R_D,F,_ __ ____ ______ _ _______!,Ia ne umeiu igratÕ v shahmaty!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0208.mp3,1
209,209,RU,9.78151E+12,Russian 5,4,,,U04-02,02Q_A,N,I earlier used to love red wine. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0209.mp3,6
210,210,RU,9.78151E+12,Russian 5,4,,,U04-02,02R_A,F,_ ______ ______ _______ ____.,Ia ranÕshe liubila krasnoe vino.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0210.mp3,6
211,211,RU,9.78151E+12,Russian 5,4,,,U04-02,02Q_B,N,I earlier used to love white wine. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0211.mp3,6
212,212,RU,9.78151E+12,Russian 5,4,,,U04-02,02R_B,F,_ ______ ______ _____ ____.,Ia ranÕshe liubila beloe vino.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0212.mp3,6
213,213,RU,9.78151E+12,Russian 5,4,,,U04-02,02Q_C,N,I earlier used to love to dance. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0213.mp3,1
214,214,RU,9.78151E+12,Russian 5,4,,,U04-02,02R_C,F,_ ______ ______ _________.,Ia ranÕshe liubila tantsevatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0214.mp3,1
215,215,RU,9.78151E+12,Russian 5,4,,,U04-02,02Q_D,N,I earlier used to work a lot. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0215.mp3,20
216,216,RU,9.78151E+12,Russian 5,4,,,U04-02,02R_D,F,_ ______ ______ _____ ________.,Ia ranÕshe liubila mnogo rabotatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0216.mp3,20
217,217,RU,9.78151E+12,Russian 5,4,,,U04-03,03Q_A,N,I used to love to dance. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0217.mp3,1
218,218,RU,9.78151E+12,Russian 5,4,,,U04-03,03R_A,M,_ _____ _________.,Ia liubil tantsevatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0218.mp3,1
219,219,RU,9.78151E+12,Russian 5,4,,,U04-03,03Q_B,N,I used to love to read. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0219.mp3,1
220,220,RU,9.78151E+12,Russian 5,4,,,U04-03,03R_B,M,_ _____ ______.,Ia liubil chitatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0220.mp3,1
221,221,RU,9.78151E+12,Russian 5,4,,,U04-03,03Q_C,N,I used to love to take trips. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0221.mp3,"1,18"
222,222,RU,9.78151E+12,Russian 5,4,,,U04-03,03R_C,M,_ _____ ______________.,Ia liubil puteshestvovatÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0222.mp3,"1,18"
223,223,RU,9.78151E+12,Russian 5,4,,,U04-03,03Q_D,N,I used to love to play chess. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0223.mp3,1
224,224,RU,9.78151E+12,Russian 5,4,,,U04-03,03R_D,M,_ _____ igratÕ _ _______.,Ia liubil igratÕ v shahmaty.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0224.mp3,1
225,225,RU,9.78151E+12,Russian 5,4,,,U04-04,04Q_A,N,You havenÕt changed.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0225.mp3,7
226,226,RU,9.78151E+12,Russian 5,4,,,U04-04,04R_A,M,__ __ __________.,Ty ne izmenilasÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0226.mp3,7
227,227,RU,9.78151E+12,Russian 5,4,,,U04-04,04Q_B,N,You didnÕt get sick.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0227.mp3,8
228,228,RU,9.78151E+12,Russian 5,4,,,U04-04,04R_B,M,__ __ ________.,Ty ne zabolela.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0228.mp3,8
229,229,RU,9.78151E+12,Russian 5,4,,,U04-04,04Q_C,N,You didnÕt get lost.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0229.mp3,4
230,230,RU,9.78151E+12,Russian 5,4,,,U04-04,04R_C,M,__ __ ___________.,Ty ne zabludilasÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0230.mp3,4
231,231,RU,9.78151E+12,Russian 5,4,,,U04-04,04Q_D,N,You didnÕt forget.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0231.mp3,7
232,232,RU,9.78151E+12,Russian 5,4,,,U04-04,04R_D,M,__ __ ______.,Ty ne zabyla.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0232.mp3,7
233,233,RU,9.78151E+12,Russian 5,4,,,U04-05,05Q_A,N,Hope soon there will be an opportunity.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0233.mp3,7
234,234,RU,9.78151E+12,Russian 5,4,,,U04-05,05R_A,F,"_______, _____ _____ ___________.","NadeiusÕ, skoro budet vozmozhnostÕ.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0234.mp3,7
235,235,RU,9.78151E+12,Russian 5,4,,,U04-05,05Q_B,N,Hope soon there will be a sale.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0235.mp3,14
236,236,RU,9.78151E+12,Russian 5,4,,,U04-05,05R_B,F,"_______, _____ _____ __________.","NadeiusÕ, skoro budet rasprodazha.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0236.mp3,14
237,237,RU,9.78151E+12,Russian 5,4,,,U04-05,05Q_C,N,Hope soon there will be a vacation.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0237.mp3,18
238,238,RU,9.78151E+12,Russian 5,4,,,U04-05,05R_C,F,"_______, _____ _____ ______.","NadeiusÕ, skoro budet otpusk.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0238.mp3,18
239,239,RU,9.78151E+12,Russian 5,4,,,U04-05,05Q_D,N,Hope soon there will be a lunch.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0239.mp3,6
240,240,RU,9.78151E+12,Russian 5,4,,,U04-05,05R_D,F,"_______, _____ _____ ____.","NadeiusÕ, skoro budet obed.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0240.mp3,6
241,241,RU,9.78151E+12,Russian 5,4,,,U04-06,06Q_A,N,What news do you have? (informal),,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0241.mp3,10
242,242,RU,9.78151E+12,Russian 5,4,,,U04-06,06R_A,F,_____ _ ____ _______?,Kakie u tebia novosti?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0242.mp3,10
243,243,RU,9.78151E+12,Russian 5,4,,,U04-06,06Q_B,N,What plans do you have? (informal),,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0243.mp3,"1,10,16"
244,244,RU,9.78151E+12,Russian 5,4,,,U04-06,06R_B,M,_____ _ ____ _____?,Kakie u tebia plany?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0244.mp3,"1,10,16"
245,245,RU,9.78151E+12,Russian 5,4,,,U04-06,06Q_C,N,What kind of car do you have? (informal),,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0245.mp3,18
246,246,RU,9.78151E+12,Russian 5,4,,,U04-06,06R_C,M,_____ _ ____ ______?,Kakaia u tebia mashina?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0246.mp3,18
247,247,RU,9.78151E+12,Russian 5,4,,,U04-06,06Q_D,N,WhatÕs your budget? (informal),,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0247.mp3,11
248,248,RU,9.78151E+12,Russian 5,4,,,U04-06,06R_D,M,_____ _ ____ ______?,Kakoj u tebia biudzhet?,,Q,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0248.mp3,11
249,249,RU,9.78151E+12,Russian 5,4,,,U04-07,07Q_A,N,"I, probably, changed. (m)",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0249.mp3,7
250,250,RU,9.78151E+12,Russian 5,4,,,U04-07,07R_A,M,"_, ________, _________.","Ia, navernoje, izmenilsia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0250.mp3,7
251,251,RU,9.78151E+12,Russian 5,4,,,U04-07,07Q_B,N,"I, probably, got lost. (m)",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0251.mp3,"4,16"
252,252,RU,9.78151E+12,Russian 5,4,,,U04-07,07R_B,M,"_, ________, __________.","Ia, navernoje, zabuldilsia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0252.mp3,"4,16"
253,253,RU,9.78151E+12,Russian 5,4,,,U04-07,07Q_C,N,"I, probably, made a mistake. (m)",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0253.mp3,7
254,254,RU,9.78151E+12,Russian 5,4,,,U04-07,07R_C,M,"_, ________, ______.","Ia, navernoje, oshibsia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0254.mp3,7
255,255,RU,9.78151E+12,Russian 5,4,,,U04-07,07Q_D,N,"I, probably, got late. (m)",,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0255.mp3,17
256,256,RU,9.78151E+12,Russian 5,4,,,U04-07,07R_D,M,"_, ________, _______.","Ia, navernoje, opozdal.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0256.mp3,17
257,257,RU,9.78151E+12,Russian 5,4,,,U04-08,08Q_A,N,I want to take a shower and watch news.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0257.mp3,1
258,258,RU,9.78151E+12,Russian 5,4,,,U04-08,08R_A,M,_ ____ _______ ___ _ __________ _______.,Ia hochu priniatÕ dush i posmotretÕ novosti.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0258.mp3,1
259,259,RU,9.78151E+12,Russian 5,4,,,U04-08,08Q_B,N,I want to rest and to have a bite to eat.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0259.mp3,6
260,260,RU,9.78151E+12,Russian 5,4,,,U04-08,08R_B,M,_ ____ _________ _ __________.,Ia hochu otdohnutÕ i perekusitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0260.mp3,6
261,261,RU,9.78151E+12,Russian 5,4,,,U04-08,08Q_C,N,I want to have a bite to eat and relax.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0261.mp3,6
262,262,RU,9.78151E+12,Russian 5,4,,,U04-08,08R_C,F,_ ____ __________ _ ____________.,Ia hochu perekusitÕ i rasslabitÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0262.mp3,6
263,263,RU,9.78151E+12,Russian 5,4,,,U04-08,08Q_D,N,I want to take a shower and have a bite to eat.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0263.mp3,6
264,264,RU,9.78151E+12,Russian 5,4,,,U04-08,08R_D,F,_ ____ _______ ___ _ __________.,Ia hochu priniatÕ dush i perekusitÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0264.mp3,6
265,265,RU,9.78151E+12,Russian 5,5,,,U05-01,01Q_A,N,You too used to love to walk around the forest.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0265.mp3,1
266,266,RU,9.78151E+12,Russian 5,5,,,U05-01,01R_A,F,__ ____ _____ ________ __ ____.,Ty tozhe liubil poguliatÕ po lesu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0266.mp3,1
267,267,RU,9.78151E+12,Russian 5,5,,,U05-01,01Q_B,N,You also used to love to read books.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0267.mp3,1
268,268,RU,9.78151E+12,Russian 5,5,,,U05-01,01R_B,F,__ ____ _____ ______ _____.,Ty tozhe liubil chitatÕ knigi.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0268.mp3,1
269,269,RU,9.78151E+12,Russian 5,5,,,U05-01,01Q_C,N,You also used to love to do yoga.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0269.mp3,1
270,270,RU,9.78151E+12,Russian 5,5,,,U05-01,01R_C,F,__ ____ _____ __________ _____.,Ty tozhe liubil zanimatÕsia iogoj.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0270.mp3,1
271,271,RU,9.78151E+12,Russian 5,5,,,U05-01,01Q_D,N,You also used to love to go hiking.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_0271.mp3,1
