Rec #,Lang,ISBN-13,Course,Unit Num,start,stop,QZ #,line #,spkr,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills,,
559,FR,9781797109213,French 3,22,N/A,N/A,08Q,N/A,N,They are just visiting England.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_559.mp3,18,,
560,FR,9781797109213,French 3,22,N/A,N/A,08R,N/A,F,Ils visitent justement l’Angleterre.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_560.mp3,18,,
561,FR,9781797109213,French 3,22,N/A,N/A,09Q,N/A,N,I took the highway at rush hour.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_561.mp3,18,,
562,FR,9781797109213,French 3,22,N/A,N/A,09R,N/A,M,J’ai pris l’autoroute aux heures de pointe.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_562.mp3,18,,
563,FR,9781797109213,French 3,22,N/A,N/A,10Q,N/A,N,I have a new project.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_563.mp3,20,,
564,FR,9781797109213,French 3,22,N/A,N/A,10R,N/A,M,J’ai un nouveau projet.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_564.mp3,20,,
565,FR,9781797109213,French 3,22,N/A,N/A,11Q,N/A,N,I didn’t know.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_565.mp3,7,,
566,FR,9781797109213,French 3,22,N/A,N/A,11R,N/A,M,Je ne savais pas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_566.mp3,7,,
567,FR,9781797109213,French 3,22,N/A,N/A,12Q,N/A,N,The project lasted three months.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_567.mp3,"12,18,20",,
568,FR,9781797109213,French 3,22,N/A,N/A,12R,N/A,M,Le projet a duré trois mois.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_568.mp3,"12,18,20",,
569,FR,9781797109213,French 3,22,N/A,N/A,13Q,N/A,N,Me neither.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_569.mp3,7,,
570,FR,9781797109213,French 3,22,N/A,N/A,13R,N/A,M,Moi non plus.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_570.mp3,7,,
571,FR,9781797109213,French 3,22,N/A,N/A,14Q,N/A,N,For the whole day.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_571.mp3,17,,
572,FR,9781797109213,French 3,22,N/A,N/A,14R,N/A,F,Pour la journée.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_572.mp3,17,,
573,FR,9781797109213,French 3,22,N/A,N/A,15Q,N/A,N,Especially when there’s a lot of traffic on the roads.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_573.mp3,18,,
574,FR,9781797109213,French 3,22,N/A,N/A,15R,N/A,F,Surtout quand il y a beaucoup de circulation sur les routes.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_574.mp3,18,,
575,FR,9781797109213,French 3,23,N/A,N/A,01Q,N/A,N,It’s upstairs.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_575.mp3,"4,7",,
576,FR,9781797109213,French 3,23,N/A,N/A,01R,N/A,F,C’est en haut.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_576.mp3,"4,7",,
577,FR,9781797109213,French 3,23,N/A,N/A,02Q,N/A,N,"Outside, on the lawn.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_577.mp3,4,,
578,FR,9781797109213,French 3,23,N/A,N/A,02R,N/A,F,"Dehors, sur la pelouse.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_578.mp3,4,,
579,FR,9781797109213,French 3,23,N/A,N/A,03Q,N/A,N,Can I bring you another beer?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_579.mp3,6,,
580,FR,9781797109213,French 3,23,N/A,N/A,03R,N/A,F,Est-ce que je peux vous apporter une autre bière?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_580.mp3,6,,
581,FR,9781797109213,French 3,23,N/A,N/A,04Q,N/A,N,Here the project is almost completed.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_581.mp3,20,,
582,FR,9781797109213,French 3,23,N/A,N/A,04R,N/A,M,Ici le projet est presque terminé.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_582.mp3,20,,
583,FR,9781797109213,French 3,23,N/A,N/A,05Q,N/A,N,He is still upstairs.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_583.mp3,7,,
584,FR,9781797109213,French 3,23,N/A,N/A,05R,N/A,M,Il est encore en haut.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_584.mp3,7,,
585,FR,9781797109213,French 3,23,N/A,N/A,06Q,N/A,N,You shouldn’t have.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_585.mp3,7,,
586,FR,9781797109213,French 3,23,N/A,N/A,06R,N/A,M,Il ne fallait pas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_586.mp3,7,,
587,FR,9781797109213,French 3,23,N/A,N/A,07Q,N/A,N,There was not too much traffic.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_587.mp3,18,,
588,FR,9781797109213,French 3,23,N/A,N/A,07R,N/A,M,Il n’y avait pas trop de circulation.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_588.mp3,18,,
589,FR,9781797109213,French 3,23,N/A,N/A,08Q,N/A,N,I heard that you are leaving soon.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_589.mp3,7,,
590,FR,9781797109213,French 3,23,N/A,N/A,08R,N/A,M,Il paraît que tu pars bientôt.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_590.mp3,7,,
591,FR,9781797109213,French 3,23,N/A,N/A,09Q,N/A,N,He’s going back next week.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_591.mp3,"5,17",,
592,FR,9781797109213,French 3,23,N/A,N/A,09R,N/A,F,Il rentre la semaine prochaine.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_592.mp3,"5,17",,
593,FR,9781797109213,French 3,23,N/A,N/A,10Q,N/A,N,He will be around in two minutes.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_593.mp3,"12,17,20",,
594,FR,9781797109213,French 3,23,N/A,N/A,10R,N/A,F,Il sera là dans deux minutes.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_594.mp3,"12,17,20",,
595,FR,9781797109213,French 3,23,N/A,N/A,11Q,N/A,N,I spent the day down there.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_595.mp3,17,,
596,FR,9781797109213,French 3,23,N/A,N/A,11R,N/A,F,J’ai passé la journée là-bas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_596.mp3,17,,
597,FR,9781797109213,French 3,23,N/A,N/A,12Q,N/A,N,I was upstairs with the children.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_597.mp3,5,,
598,FR,9781797109213,French 3,23,N/A,N/A,12R,N/A,F,J’étais en haut avec les enfants.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_598.mp3,5,,
599,FR,9781797109213,French 3,23,N/A,N/A,13Q,N/A,N,Can I bring you something to drink?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_599.mp3,"6,16",,
600,FR,9781797109213,French 3,23,N/A,N/A,13R,N/A,F,Je peux vous apporter quelque chose à boire?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_600.mp3,"6,16",,
601,FR,9781797109213,French 3,23,N/A,N/A,14Q,N/A,N,We quite like trees.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_601.mp3,7,,
602,FR,9781797109213,French 3,23,N/A,N/A,14R,N/A,M,On aime bien les arbres.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_602.mp3,7,,
603,FR,9781797109213,French 3,23,N/A,N/A,15Q,N/A,N,I was told that only yesterday.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_603.mp3,17,,
604,FR,9781797109213,French 3,23,N/A,N/A,15R,N/A,M,On m’a dit ça seulement hier.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_604.mp3,17,,
605,FR,9781797109213,French 3,23,N/A,N/A,16Q,N/A,N,What a beautiful lawn!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_605.mp3,7,,
606,FR,9781797109213,French 3,23,N/A,N/A,16R,N/A,M,Quelle belle pelouse!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_606.mp3,7,,
607,FR,9781797109213,French 3,23,N/A,N/A,17Q,N/A,N,What beautiful trees!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_607.mp3,7,,
608,FR,9781797109213,French 3,23,N/A,N/A,17R,N/A,M,Quels beaux arbres!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_608.mp3,7,,
609,FR,9781797109213,French 3,24,N/A,N/A,01Q,N/A,N,It’s eight hundred years old.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_609.mp3,"12,17",,
610,FR,9781797109213,French 3,24,N/A,N/A,01R,N/A,M,Elle a huit cents ans.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_610.mp3,"12,17",,
611,FR,9781797109213,French 3,24,N/A,N/A,02Q,N/A,N,Do you do sports in order to relax yourself?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_611.mp3,1,,
612,FR,9781797109213,French 3,24,N/A,N/A,02R,N/A,F,Est-ce que vous faites du sport pour vous détendre?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_612.mp3,1,,
613,FR,9781797109213,French 3,24,N/A,N/A,03Q,N/A,N,It’s absolutely necessary to see it!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_613.mp3,7,,
614,FR,9781797109213,French 3,24,N/A,N/A,03R,N/A,F,Il faut absolument la voir!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_614.mp3,7,,
615,FR,9781797109213,French 3,24,N/A,N/A,04Q,N/A,N,They’re just across from the church.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_615.mp3,4,,
616,FR,9781797109213,French 3,24,N/A,N/A,04R,N/A,F,Ils sont juste en face de l’église.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_616.mp3,4,,
617,FR,9781797109213,French 3,24,N/A,N/A,05Q,N/A,N,I have a book on this church.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_617.mp3,7,,
618,FR,9781797109213,French 3,24,N/A,N/A,05R,N/A,F,J’ai un livre sur cette église.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_618.mp3,7,,
619,FR,9781797109213,French 3,24,N/A,N/A,06Q,N/A,N,I quite like to cook.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_619.mp3,1,,
620,FR,9781797109213,French 3,24,N/A,N/A,06R,N/A,F,J’aime bien cuisiner.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_620.mp3,1,,
621,FR,9781797109213,French 3,24,N/A,N/A,07Q,N/A,N,I would quite like to go see it.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_621.mp3,1,,
622,FR,9781797109213,French 3,24,N/A,N/A,07R,N/A,M,J’aimerais bien aller la voir.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_622.mp3,1,,
623,FR,9781797109213,French 3,24,N/A,N/A,08Q,N/A,N,Can I bring you a beer?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_623.mp3,6,,
624,FR,9781797109213,French 3,24,N/A,N/A,08R,N/A,M,Je peux t’apporter une bière?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_624.mp3,6,,
625,FR,9781797109213,French 3,24,N/A,N/A,09Q,N/A,N,I’m in traffic.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_625.mp3,18,,
626,FR,9781797109213,French 3,24,N/A,N/A,09R,N/A,M,Je suis dans la circulation.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_626.mp3,18,,
627,FR,9781797109213,French 3,24,N/A,N/A,10Q,N/A,N,"Me, in order to relax myself, I read.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_627.mp3,1,,
628,FR,9781797109213,French 3,24,N/A,N/A,10R,N/A,M,"Moi, pour me détendre, je lis.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_628.mp3,1,,
629,FR,9781797109213,French 3,24,N/A,N/A,11Q,N/A,N,What a beautiful cake!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_629.mp3,6,,
630,FR,9781797109213,French 3,24,N/A,N/A,11R,N/A,M,Quel beau gâteau!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_630.mp3,6,,
631,FR,9781797109213,French 3,24,N/A,N/A,12Q,N/A,N,What a beautiful church!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_631.mp3,7,,
632,FR,9781797109213,French 3,24,N/A,N/A,12R,N/A,F,Quelle belle église!,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_632.mp3,7,,
633,FR,9781797109213,French 3,24,N/A,N/A,13Q,N/A,N,If you don’t mind.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_633.mp3,7,,
634,FR,9781797109213,French 3,24,N/A,N/A,13R,N/A,F,Si ça ne vous ennuie pas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_634.mp3,7,,
635,FR,9781797109213,French 3,24,N/A,N/A,14Q,N/A,N,What if we went to see this church?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_635.mp3,1,,
636,FR,9781797109213,French 3,24,N/A,N/A,14R,N/A,F,Si on allait voir cette église?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_636.mp3,1,,
637,FR,9781797109213,French 3,25,N/A,N/A,01Q,N/A,N,She has always liked computers.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_637.mp3,"3,5",,
638,FR,9781797109213,French 3,25,N/A,N/A,01R,N/A,F,Elle a toujours aimé les ordinateurs.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_638.mp3,"3,5",,
639,FR,9781797109213,French 3,25,N/A,N/A,02Q,N/A,N,She quite likes to do yoga too.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_639.mp3,1,,
640,FR,9781797109213,French 3,25,N/A,N/A,02R,N/A,F,Elle aime bien faire du yoga aussi.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_640.mp3,1,,
641,FR,9781797109213,French 3,25,N/A,N/A,03Q,N/A,N,She’s looking for some work.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_641.mp3,20,,
642,FR,9781797109213,French 3,25,N/A,N/A,03R,N/A,M,Elle cherche du travail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_642.mp3,20,,
643,FR,9781797109213,French 3,25,N/A,N/A,04Q,N/A,N,She’s looking for what kind of job?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_643.mp3,20,,
644,FR,9781797109213,French 3,25,N/A,N/A,04R,N/A,M,Elle cherche quel genre de travail?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_644.mp3,20,,
645,FR,9781797109213,French 3,25,N/A,N/A,05Q,N/A,N,She wants to be a history teacher in high school.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_645.mp3,"5,20",,
646,FR,9781797109213,French 3,25,N/A,N/A,05R,N/A,M,Elle veut être prof d’histoire au lycèe.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_646.mp3,"5,20",,
647,FR,9781797109213,French 3,25,N/A,N/A,06Q,N/A,N,Does your daughter do sports?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_647.mp3,"1,5",,
648,FR,9781797109213,French 3,25,N/A,N/A,06R,N/A,M,Est-ce que ta fille fait du sport?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_648.mp3,"1,5",,
649,FR,9781797109213,French 3,25,N/A,N/A,07Q,N/A,N,He spent the day outside.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_649.mp3,17,,
650,FR,9781797109213,French 3,25,N/A,N/A,07R,N/A,M,Il a passé la journée dehors.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_650.mp3,17,,
651,FR,9781797109213,French 3,25,N/A,N/A,08Q,N/A,N,He’s always liked to cook.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_651.mp3,"1,5",,
652,FR,9781797109213,French 3,25,N/A,N/A,08R,N/A,F,Il a toujours aimé cuisiner.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_652.mp3,"1,5",,
653,FR,9781797109213,French 3,25,N/A,N/A,09Q,N/A,N,Your son wants to be a developer?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_653.mp3,"5,20",,
654,FR,9781797109213,French 3,25,N/A,N/A,09R,N/A,F,Ton fils veut être développeur?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_654.mp3,"5,20",,
655,FR,9781797109213,French 3,25,N/A,N/A,10Q,N/A,N,He is still in high school.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_655.mp3,5,,
656,FR,9781797109213,French 3,25,N/A,N/A,10R,N/A,F,Il est encore au lycée.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_656.mp3,5,,
657,FR,9781797109213,French 3,25,N/A,N/A,11Q,N/A,N,He wants to be a programmer.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_657.mp3,"5,20",,
658,FR,9781797109213,French 3,25,N/A,N/A,11R,N/A,F,Il veut être programmeur.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_658.mp3,"5,20",,
659,FR,9781797109213,French 3,25,N/A,N/A,12Q,N/A,N,"Him, he doesn’t like computer science.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_659.mp3,"5,20",,
660,FR,9781797109213,French 3,25,N/A,N/A,12R,N/A,F,"Lui, il n’aime pas l’informatique.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_660.mp3,"5,20",,
661,FR,9781797109213,French 3,25,N/A,N/A,13Q,N/A,N,What do you do in order to relax yourself?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_661.mp3,1,,
662,FR,9781797109213,French 3,25,N/A,N/A,13R,N/A,M,Qu’est-ce que tu fais pour te détendre?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_662.mp3,1,,
663,FR,9781797109213,French 3,25,N/A,N/A,14Q,N/A,N,If you don’t mind.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_663.mp3,7,,
664,FR,9781797109213,French 3,25,N/A,N/A,14R,N/A,M,Si ça ne t’ennuie pas.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_664.mp3,7,,
665,FR,9781797109213,French 3,25,N/A,N/A,15Q,N/A,N,He has always wanted to be a computer programmer.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_665.mp3,"5,20",,
666,FR,9781797109213,French 3,25,N/A,N/A,15R,N/A,M,Il a toujours voulu être programmeur dans l’informatique.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_666.mp3,"5,20",,
667,FR,9781797109213,French 3,26,N/A,N/A,01Q,N/A,N,It’s not ready yet.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_667.mp3,7,,
668,FR,9781797109213,French 3,26,N/A,N/A,01R,N/A,M,Elle n’est pas encore prête.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_668.mp3,7,,
669,FR,9781797109213,French 3,26,N/A,N/A,02Q,N/A,N,"For work, he wants to be an engineer.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_669.mp3,"5,20",,
670,FR,9781797109213,French 3,26,N/A,N/A,02R,N/A,M,"Comme travail, il veut être ingénieur.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_670.mp3,"5,20",,
671,FR,9781797109213,French 3,26,N/A,N/A,03Q,N/A,N,Do you have any luggage?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_671.mp3,"16,18",,
672,FR,9781797109213,French 3,26,N/A,N/A,03R,N/A,F,Est-ce que vous avez des bagages?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_672.mp3,"16,18",,
673,FR,9781797109213,French 3,26,N/A,N/A,04Q,N/A,N,"And you, your friends, what do they do?",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_673.mp3,"5,20",,
674,FR,9781797109213,French 3,26,N/A,N/A,04R,N/A,F,"Et toi, tes amis, qu’est-ce qu’ils font?",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_674.mp3,"5,20",,
675,FR,9781797109213,French 3,26,N/A,N/A,05Q,N/A,N,He’s in computer science.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_675.mp3,"5,20",,
676,FR,9781797109213,French 3,26,N/A,N/A,05R,N/A,F,Il est dans l’informatique.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_676.mp3,"5,20",,
677,FR,9781797109213,French 3,26,N/A,N/A,06Q,N/A,N,He wants to work in information technology.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_677.mp3,"5,20",,
678,FR,9781797109213,French 3,26,N/A,N/A,06R,N/A,F,Il veut travailler dans l’informatique.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_678.mp3,"5,20",,
679,FR,9781797109213,French 3,26,N/A,N/A,07Q,N/A,N,"I quite like to cook, or I read.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_679.mp3,1,,
680,FR,9781797109213,French 3,26,N/A,N/A,07R,N/A,F,"J’aime bien cuisiner, ou je lis.",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_680.mp3,1,,
681,FR,9781797109213,French 3,26,N/A,N/A,08Q,N/A,N,I have the receipt.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_681.mp3,"14,16",,
682,FR,9781797109213,French 3,26,N/A,N/A,08R,N/A,M,J’ai le reçu.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_682.mp3,"14,16",,
683,FR,9781797109213,French 3,26,N/A,N/A,09Q,N/A,N,I reserved a room.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_683.mp3,"16,18",,
684,FR,9781797109213,French 3,26,N/A,N/A,09R,N/A,M,J’ai réservé une chambre.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_684.mp3,"16,18",,
685,FR,9781797109213,French 3,26,N/A,N/A,10Q,N/A,N,I’m starting a new job.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_685.mp3,20,,
686,FR,9781797109213,French 3,26,N/A,N/A,10R,N/A,M,Je commence un nouveau travail.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_686.mp3,20,,
687,FR,9781797109213,French 3,26,N/A,N/A,11Q,N/A,N,"My room, when will it be ready?",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_687.mp3,"16,18",,
688,FR,9781797109213,French 3,26,N/A,N/A,11R,N/A,M,"Ma chambre, quand est-ce qu’elle sera prête?",N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_688.mp3,"16,18",,
689,FR,9781797109213,French 3,26,N/A,N/A,12Q,N/A,N,Where is my key?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_689.mp3,"7,16",,
690,FR,9781797109213,French 3,26,N/A,N/A,12R,N/A,M,Où est ma clé?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_690.mp3,"7,16",,
691,FR,9781797109213,French 3,26,N/A,N/A,13Q,N/A,N,What do they do for work?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_691.mp3,"5,20",,
692,FR,9781797109213,French 3,26,N/A,N/A,13R,N/A,F,Qu’est-ce qu’ils font comme travail?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_692.mp3,"5,20",,
693,FR,9781797109213,French 3,26,N/A,N/A,14Q,N/A,N,When will it be ready?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_693.mp3,"16,18",,
694,FR,9781797109213,French 3,26,N/A,N/A,14R,N/A,F,Quand est-ce qu’elle sera prête?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_694.mp3,"16,18",,
695,FR,9781797109213,French 3,26,N/A,N/A,15Q,N/A,N,Here’s your key.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_695.mp3,"16,18",,
696,FR,9781797109213,French 3,26,N/A,N/A,15R,N/A,F,Voilà votre clé.,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_696.mp3,"16,18",,
697,FR,9781797109213,French 3,26,N/A,N/A,16Q,N/A,N,You reserved for this night?,N/A,N/A,Pimsleur French Level 3 Core Update MP3,9781797109213_French_3_QM_697.mp3,"16,18",,
