Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
479,479,MA,9781442316409,Mandarin 2,24,,,03Q,,N,"There still is time, correct?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_479.mp3,"7,17"
480,480,MA,9781442316409,Mandarin 2,24,,,03R,,M,还有时间对吧？,hái yǒu shí jiān duì ba?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_480.mp3,"7,17"
481,481,MA,9781442316409,Mandarin 2,24,,,04Q,,N,What does “huì” mean?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_481.mp3,7
482,482,MA,9781442316409,Mandarin 2,24,,,04R,,M,“会”是什么意思？,“huì” shì shén me yì si?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_482.mp3,7
483,483,MA,9781442316409,Mandarin 2,24,,,05Q,,N,Now it’s a quarter to two.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_483.mp3,"12,16,17"
484,484,MA,9781442316409,Mandarin 2,24,,,05R,,F,现在是两点差一刻。,xiàn zài shì liǎng diǎn chà yí kè.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_484.mp3,"12,16,17"
485,485,MA,9781442316409,Mandarin 2,24,,,06Q,,N,"At a quarter past eight, it begins.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_485.mp3,"12,16,17"
486,486,MA,9781442316409,Mandarin 2,24,,,06R,,F,八点一刻开始。,bā diǎn yí kè kāi shǐ.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_486.mp3,"12,16,17"
487,487,MA,9781442316409,Mandarin 2,24,,,07Q,,N,What does that mean?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_487.mp3,7
488,488,MA,9781442316409,Mandarin 2,24,,,07R,,M,什么意思？,shén me yì si?,4,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_488.mp3,7
489,489,MA,9781442316409,Mandarin 2,24,,,08Q,,N,I have a meeting.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_489.mp3,"16,20"
490,490,MA,9781442316409,Mandarin 2,24,,,08R,,F,我有一个会。,wǒ yǒu yí gè hùi.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_490.mp3,"16,20"
491,491,MA,9781442316409,Mandarin 2,24,,,09Q,,N,We often go to bei hai Park.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_491.mp3,"1,18"
492,492,MA,9781442316409,Mandarin 2,24,,,09R,,M,我们常常去北海公园。,wǒ men cháng cháng qù běi hǎi gōng yuán.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_492.mp3,"1,18"
493,493,MA,9781442316409,Mandarin 2,24,,,10Q,,N,"Together, let’s go to a tea house, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_493.mp3,"1,6"
494,494,MA,9781442316409,Mandarin 2,24,,,10R,,M,"一起去茶馆, 好吗？","yì qǐ qù chá guan, hǎo ma?",7,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_494.mp3,"1,6"
495,495,MA,9781442316409,Mandarin 2,24,,,11Q,,N,That doesn’t matter.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_495.mp3,7
496,496,MA,9781442316409,Mandarin 2,24,,,11R,,M,没关系。,méi guān xi.,3,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_496.mp3,7
497,497,MA,9781442316409,Mandarin 2,24,,,12Q,,N,"I’m sorry, I’m very busy now.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_497.mp3,"7,13"
498,498,MA,9781442316409,Mandarin 2,24,,,12R,,F,"对不起, 我现在很忙。","duì bù qǐ, wǒ xiàn zài hěn máng.",8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_498.mp3,"7,13"
499,499,MA,9781442316409,Mandarin 2,25,,,01Q,,N,Where can one exchange money?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_499.mp3,"11,16"
500,500,MA,9781442316409,Mandarin 2,25,,,01R,,F,哪儿可以换钱？,nǎr kě yǐ huàn qián?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_500.mp3,"11,16"
501,501,MA,9781442316409,Mandarin 2,25,,,02Q,,N,You can exchange money over there.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_501.mp3,"4,11,16"
502,502,MA,9781442316409,Mandarin 2,25,,,02R,,M,您可以在那儿换钱。,nín kě yǐ zài nàr huàn qián.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_502.mp3,"4,11,16"
503,503,MA,9781442316409,Mandarin 2,25,,,03Q,,N,He bowls.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_505.mp3,1
504,504,MA,9781442316409,Mandarin 2,25,,,03R,,F,他打保龄球。,tā dǎ bǎo líng qiú.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_506.mp3,1
505,505,MA,9781442316409,Mandarin 2,25,,,04Q,,N,I like playing tennis even more.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_507.mp3,1
506,506,MA,9781442316409,Mandarin 2,25,,,04R,,M,我更喜欢打网球。,wǒ gèng xǐ huan dǎ wǎng qiú.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_508.mp3,1
507,507,MA,9781442316409,Mandarin 2,25,,,05Q,,N,This Wednesday?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_509.mp3,17
508,508,MA,9781442316409,Mandarin 2,25,,,05R,,M,这个星期三?,zhè gè xīng qī sān?,5,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_510.mp3,17
509,509,MA,9781442316409,Mandarin 2,25,,,06Q,,N,It’s been fifteen years more or less.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_511.mp3,"12,17"
510,510,MA,9781442316409,Mandarin 2,25,,,06R,,M,十五年左右了。,shí wǔ nián zǔo yòu le.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_512.mp3,"12,17"
511,511,MA,9781442316409,Mandarin 2,25,,,07Q,,N,I don’t have six hundred twenty units.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_513.mp3,"11,12"
512,512,MA,9781442316409,Mandarin 2,25,,,07R,,F,我没有六百二十块。,wǒ méi yǒu liù bǎi èr shí kuài.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_514.mp3,"11,12"
513,513,MA,9781442316409,Mandarin 2,25,,,08Q,,N,I have one thousand three hundred dollars.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_515.mp3,"11,12"
514,514,MA,9781442316409,Mandarin 2,25,,,08R,,M,我有一千三百美金。,wǒ yǒu yì qiān sān bǎi měi jīn.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_516.mp3,"11,12"
515,515,MA,9781442316409,Mandarin 2,25,,,09Q,,N,The bus is even slower.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_517.mp3,"16,18"
516,516,MA,9781442316409,Mandarin 2,25,,,09R,,M,公共汽车更慢。,gōng gòng qì chē gèng màn.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_518.mp3,"16,18"
517,517,MA,9781442316409,Mandarin 2,26,,,01Q,,N,Is there a bank nearby?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_519.mp3,"4,11,16"
518,518,MA,9781442316409,Mandarin 2,26,,,01R,,F,附近有银行吗?,fù jìn yǒu yín háng ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_520.mp3,"4,11,16"
519,519,MA,9781442316409,Mandarin 2,26,,,02Q,,N,"Over there, there’s a bank.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_521.mp3,"4,11,16"
520,520,MA,9781442316409,Mandarin 2,26,,,02R,,F,那儿有一家银行.,nàr yǒu yì jiā yín háng.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_522.mp3,"4,11,16"
521,521,MA,9781442316409,Mandarin 2,26,,,03Q,,N,The bank is over there.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_523.mp3,"4,11,16"
522,522,MA,9781442316409,Mandarin 2,26,,,03R,,F,银行在那儿。,yín hāng zài nàr.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_524.mp3,"4,11,16"
523,523,MA,9781442316409,Mandarin 2,26,,,04Q,,N,Did you play tennis?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_525.mp3,1
524,524,MA,9781442316409,Mandarin 2,26,,,04R,,M,你打网球了吗？,nǐ dǎ wǎng qiú le ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_526.mp3,1
525,525,MA,9781442316409,Mandarin 2,26,,,05Q,,N,When did you play tennis?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_527.mp3,"1,17"
526,526,MA,9781442316409,Mandarin 2,26,,,05R,,M,你是什么时候打网球的？,nǐ shì shén me shí hou dǎ wǎng qiú de?,10,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_528.mp3,"1,17"
527,527,MA,9781442316409,Mandarin 2,26,,,06Q,,N,I played tennis yesterday.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_529.mp3,"1,17"
528,528,MA,9781442316409,Mandarin 2,26,,,06R,,F,我是昨天打网球的。,wǒ shì zuó tiān dǎ wǎng qiú de.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_530.mp3,"1,17"
529,529,MA,9781442316409,Mandarin 2,26,,,07Q,,N,I’d like to exchange for People’s Currency.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_531.mp3,"11,16"
530,530,MA,9781442316409,Mandarin 2,26,,,07R,,M,我想换人民币。,wǒ xiǎng huàn rén mín bì.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_532.mp3,"11,16"
531,531,MA,9781442316409,Mandarin 2,26,,,08Q,,N,Welcome.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_533.mp3,"7,13,16"
532,532,MA,9781442316409,Mandarin 2,26,,,08R,,F,欢迎光临。,huān yíng guāng lín.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_534.mp3,"7,13,16"
533,533,MA,9781442316409,Mandarin 2,26,,,09Q,,N,Nearby there’s a Bank of Shanghai.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_535.mp3,"4,11"
534,534,MA,9781442316409,Mandarin 2,26,,,09R,,F,附近有一家上海银行。,fù jìn yǒu yì jiā shàng hǎi yín háng.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_536.mp3,"4,11"
535,535,MA,9781442316409,Mandarin 2,26,,,10Q,,N,The Bank of China is even closer.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_537.mp3,"4,11"
536,536,MA,9781442316409,Mandarin 2,26,,,10R,,F,中国银行更近。,zhōng guó yín háng gèng jìn.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_538.mp3,"4,11"
537,537,MA,9781442316409,Mandarin 2,26,,,11Q,,N,I have a meeting at noon.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_539.mp3,"16,17,20"
538,538,MA,9781442316409,Mandarin 2,26,,,11R,,M,我中午有一个会。,wǒ zhōng wǔ yǒu yí gè huì.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_540.mp3,"16,17,20"
539,539,MA,9781442316409,Mandarin 2,27,,,01Q,,N,Taking the train isn’t expensive.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_541.mp3,"14,18"
540,540,MA,9781442316409,Mandarin 2,27,,,01R,,M,坐火车去不贵。,zuò huǒ chē qù bú guì.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_542.mp3,"14,18"
541,541,MA,9781442316409,Mandarin 2,27,,,02Q,,N,I would like to take the express train.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_543.mp3,"16,18"
542,542,MA,9781442316409,Mandarin 2,27,,,02R,,M,我想坐快车去。,wǒ xiǎng zuò kuài chē qù.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_544.mp3,"16,18"
543,543,MA,9781442316409,Mandarin 2,27,,,03Q,,N,Are you taking the train?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_545.mp3,"16,18"
544,544,MA,9781442316409,Mandarin 2,27,,,03R,,F,你坐火车去吗？,nǐ zuò huǒ chē qù ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_546.mp3,"16,18"
545,545,MA,9781442316409,Mandarin 2,27,,,04Q,,N,I’m taking the train to Qingdao.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_547.mp3,18
546,546,MA,9781442316409,Mandarin 2,27,,,04R,,M,我坐火车去青岛。,wǒ zuò huǒ chē qù qīng dǎo.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_548.mp3,18
547,547,MA,9781442316409,Mandarin 2,27,,,05Q,,N,I will only stay in Qingdao a few days.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_549.mp3,"17,18"
548,548,MA,9781442316409,Mandarin 2,27,,,05R,,M,我在青岛只待几天。,wǒ zài qīng dǎo zhǐ dāi jǐ tiān.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_550.mp3,"17,18"
549,549,MA,9781442316409,Mandarin 2,27,,,06Q,,N,I’m returning on Sunday.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_551.mp3,17
550,550,MA,9781442316409,Mandarin 2,27,,,06R,,M,我星期天回来。,wǒ xīng qī tiān huí lai.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_552.mp3,17
551,551,MA,9781442316409,Mandarin 2,27,,,07Q,,N,"Correct, I’m going this Wednesday.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_553.mp3,17
552,552,MA,9781442316409,Mandarin 2,27,,,07R,,M,"对, 我这个星期三去。","duì, wǒ zhè gè xīng qī sān qù.",8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_554.mp3,17
553,553,MA,9781442316409,Mandarin 2,27,,,08Q,,N,Do you like green tea?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_555.mp3,6
554,554,MA,9781442316409,Mandarin 2,27,,,08R,,F,你喜欢绿茶吗?,nǐ xĭ huan lǜ chá ma?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_556.mp3,6
555,555,MA,9781442316409,Mandarin 2,27,,,09Q,,N,Are you going to Qingdao alone?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_557.mp3,18
556,556,MA,9781442316409,Mandarin 2,27,,,09R,,F,你一个人去青岛吗?,nǐ yí gè rén qù qīng dǎo ma?,8,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_558.mp3,18
557,557,MA,9781442316409,Mandarin 2,27,,,10Q,,N,Can I go with you?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_559.mp3,7
558,558,MA,9781442316409,Mandarin 2,27,,,10R,,F,我可以跟你一起去吗?,wǒ kě yǐ gēn nǐ yì qǐ qù ma?,9,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_560.mp3,7
559,559,MA,9781442316409,Mandarin 2,28,,,01Q,,N,What kind of city is Boston?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_561.mp3,18
560,560,MA,9781442316409,Mandarin 2,28,,,01R,,F,波士顿是一个什么样的地方？,bō shì dùn shì yí gè shén me yàng de dì fang?,12,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_562.mp3,18
561,561,MA,9781442316409,Mandarin 2,28,,,02Q,,N,"Then, mineral water, let’s say.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_563.mp3,6
562,562,MA,9781442316409,Mandarin 2,28,,,02R,,F,"那么, 矿泉水吧。","nà me, kuàng quán shuǐ ba.",6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_564.mp3,6
563,563,MA,9781442316409,Mandarin 2,28,,,03Q,,N,What kind of place?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_565.mp3,7
564,564,MA,9781442316409,Mandarin 2,28,,,03R,,F,什么样的地方?,shén me yàng de dì fang?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_566.mp3,7
565,565,MA,9781442316409,Mandarin 2,28,,,04Q,,N,"Boston has very many boats, correct?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_567.mp3,"1,18"
566,566,MA,9781442316409,Mandarin 2,28,,,04R,,F,波士顿有很多的船对吧?,bō shì dùn yǒu hěn duō de chuán duì ba?,10,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_568.mp3,"1,18"
567,567,MA,9781442316409,Mandarin 2,28,,,05Q,,N,"Also, there are many universities.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_569.mp3,9
568,568,MA,9781442316409,Mandarin 2,28,,,05R,,M,也有很多的大学。,yě yǒu hěn duō de dà xué.,7,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_570.mp3,9
569,569,MA,9781442316409,Mandarin 2,28,,,06Q,,N,Saturday is also impossible.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_571.mp3,17
570,570,MA,9781442316409,Mandarin 2,28,,,06R,,M,星期六也不行。,xīng qī liù yě bù xíng.,6,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_572.mp3,17
571,571,MA,9781442316409,Mandarin 2,28,,,07Q,,N,I have a meeting in Qingdao.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_573.mp3,"18,20"
572,572,MA,9781442316409,Mandarin 2,28,,,07R,,M,我在青岛有一个会。,wǒ zài qīng dǎo yǒu yí gè hùi.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_574.mp3,"18,20"
573,573,MA,9781442316409,Mandarin 2,28,,,08Q,,N,Do you also have a meeting in Nanjing?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_575.mp3,"18,20"
574,574,MA,9781442316409,Mandarin 2,28,,,08R,,F,你也在南京有一个会吗？,nǐ yě zài nán jīng yǒu yí gè huì ma?,10,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_576.mp3,"18,20"
575,575,MA,9781442316409,Mandarin 2,28,,,09Q,,N,I’ll only stay a few days.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_577.mp3,"17,18"
576,576,MA,9781442316409,Mandarin 2,28,,,09R,,M,我只待几天。,wǒ zhǐ dāi jǐ tiān.,5,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_578.mp3,"17,18"
577,577,MA,9781442316409,Mandarin 2,28,,,10Q,,N,How about mineral water?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_579.mp3,"6,16"
578,578,MA,9781442316409,Mandarin 2,28,,,10R,,M,矿泉水怎么样？,kuàng quán shǔi zěn me yàng?,6,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_580.mp3,"6,16"
579,579,MA,9781442316409,Mandarin 2,29,,,01Q,,N,"(Located) In front of the subway station, there is a very good tea house.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_581.mp3,"6,18"
580,580,MA,9781442316409,Mandarin 2,29,,,01R,,M,在地铁站的前边有一家很好的茶馆。,zài dì tiě zhàn de qián biān yǒu yì jiā hěn hăo de chá guǎn.,15,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_582.mp3,"6,18"
581,581,MA,9781442316409,Mandarin 2,29,,,02Q,,N,Are you going with your family?,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_583.mp3,"5,18"
582,582,MA,9781442316409,Mandarin 2,29,,,02R,,F,你跟你的家人一起去吗?,nǐ gēn nǐ de jiā rén yì qǐ qù ma?,10,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_584.mp3,"5,18"
583,583,MA,9781442316409,Mandarin 2,29,,,03Q,,N,My home is located in front of the tea house.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_585.mp3,"6,9"
584,584,MA,9781442316409,Mandarin 2,29,,,03R,,F,我的家在茶馆的前边。,wǒ de jiā zài chá guǎn de qián biān.,9,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_586.mp3,"6,9"
585,585,MA,9781442316409,Mandarin 2,29,,,05Q,,N,I’ll draw a map for you.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_587.mp3,"4,16,18"
586,586,MA,9781442316409,Mandarin 2,29,,,05R,,F,我给你画一张地图。,wǒ gěi nǐ huà yì zhāng dì tú.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_588.mp3,"4,16,18"
587,587,MA,9781442316409,Mandarin 2,29,,,06Q,,N,"This weekend let’s go to my home to eat dinner, OK?",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_589.mp3,"6,17"
588,588,MA,9781442316409,Mandarin 2,29,,,06R,,F,"这个周末去我的家吃晚饭, 好吗?","zhè gè zhōu mò qù wǒ de jiā chī wǎn fàn, hǎo ma?",13,Q,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_590.mp3,"6,17"
589,589,MA,9781442316409,Mandarin 2,29,,,07Q,,N,I’m going to stay in Nanjing one week.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_591.mp3,"12,17,18"
590,590,MA,9781442316409,Mandarin 2,29,,,07R,,M,我要在南京待一个星期。,wǒ yào zài nán jīng dāi yí gè xīng qī.,10,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_592.mp3,"12,17,18"
591,591,MA,9781442316409,Mandarin 2,29,,,08Q,,N,"By boat, it takes a lot of time.",,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_593.mp3,"1,17"
592,592,MA,9781442316409,Mandarin 2,29,,,08R,,F,坐船需要很多时间。,zuò chuán xū yào hěn duō shí jiān.,8,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_594.mp3,"1,17"
593,593,MA,9781442316409,Mandarin 2,29,,,09Q,,N,I’m taking a boat.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_595.mp3,"1,16,18"
594,594,MA,9781442316409,Mandarin 2,29,,,09R,,M,我坐船去。,wǒ zuò chuán qù.,4,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_596.mp3,"1,16,18"
595,595,MA,9781442316409,Mandarin 2,29,,,10Q,,N,The bus takes a long time.,,,,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_597.mp3,"16,18"
596,596,MA,9781442316409,Mandarin 2,29,,,10R,,M,坐公共汽车需要很多时间。,zuò gōng gòng qì chē xū yào hěn duō shí jiān.,11,S,Pimsleur Chinese (Mandarin) Level 2 MP3,9781442394889_Mandarin_Chinese_2_QZ_598.mp3,"16,18"
