"Control#","Rec #","Lang","Source Audio ISBN-13","Course","Unit Num","Start","Stop","QZ #","line #","Speaker","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"535","535","BP","9781442374140","BrazPort 1","27","","","11Q","","N","What’s the name of the film?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_535.mp3","1,9"
"536","536","BP","9781442374140","BrazPort 1","27","","","11R","","M","Qual é o nome do filme?","6","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_536.mp3","1,9"
"537","537","BP","9781442374140","BrazPort 1","28","","","01Q","","N","Not yet.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_537.mp3","7"
"538","538","BP","9781442374140","BrazPort 1","28","","","01R","","F","Ainda não.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_538.mp3","7"
"539","539","BP","9781442374140","BrazPort 1","28","","","02Q","","N","Is the movie good?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_539.mp3","1"
"540","540","BP","9781442374140","BrazPort 1","28","","","02R","","M","O filme é bom?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_540.mp3","1"
"541","541","BP","9781442374140","BrazPort 1","28","","","03Q","","N","My teacher told me no.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_541.mp3","9"
"542","542","BP","9781442374140","BrazPort 1","28","","","03R","","F","O meu professor me disse que não.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_542.mp3","9"
"543","543","BP","9781442374140","BrazPort 1","28","","","04Q","","N","There’s an interesting movie.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_543.mp3","1,9"
"544","544","BP","9781442374140","BrazPort 1","28","","","04R","","F","Há um filme interessante.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_544.mp3","1,9"
"545","545","BP","9781442374140","BrazPort 1","28","","","05Q","","N","I haven’t seen the film yet.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_545.mp3","1,9"
"546","546","BP","9781442374140","BrazPort 1","28","","","05R","","M","Eu não vi o filme ainda.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_546.mp3","1,9"
"547","547","BP","9781442374140","BrazPort 1","28","","","06Q","","N","Have you already seen the film?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_547.mp3","1"
"548","548","BP","9781442374140","BrazPort 1","28","","","06R","","M","Você já viu o filme?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_548.mp3","1"
"549","549","BP","9781442374140","BrazPort 1","28","","","07Q","","N","My father and my mother are there.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_549.mp3","4,5"
"550","550","BP","9781442374140","BrazPort 1","28","","","07R","","F","O meu pai e a minha mãe estão lá.","7","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_550.mp3","4,5"
"551","551","BP","9781442374140","BrazPort 1","28","","","08Q","","N","I want to go to the beach.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_551.mp3","1,18"
"552","552","BP","9781442374140","BrazPort 1","28","","","08R","","M","Eu quero ir para à praia.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_552.mp3","1,18"
"553","553","BP","9781442374140","BrazPort 1","28","","","09Q","","N","I need to do something.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_553.mp3","1,7"
"554","554","BP","9781442374140","BrazPort 1","28","","","09R","","M","Eu preciso fazer alguma coisa.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_554.mp3","1,7"
"555","555","BP","9781442374140","BrazPort 1","28","","","10Q","","N","Are you going to the movies together?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_555.mp3","1"
"556","556","BP","9781442374140","BrazPort 1","28","","","10R","","M","Vocês vão ao cinema juntas?","5","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_556.mp3","1"
"557","557","BP","9781442374140","BrazPort 1","28","","","11Q","","N","My teacher told me many things.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_557.mp3","9"
"558","558","BP","9781442374140","BrazPort 1","28","","","11R","","F","O meu professor me disse muitas coisas.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_558.mp3","9"
"559","559","BP","9781442374140","BrazPort 1","28","","","12Q","","N","I want to study at the beach.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_559.mp3","1,18"
"560","560","BP","9781442374140","BrazPort 1","28","","","12R","","F","Eu quero estudar na praia.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_560.mp3","1,18"
"561","561","BP","9781442374140","BrazPort 1","29","","","01Q","","N","He can help me.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_561.mp3","7,9"
"562","562","BP","9781442374140","BrazPort 1","29","","","01R","","M","Ele pode me ajudar.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_562.mp3","7,9"
"563","563","BP","9781442374140","BrazPort 1","29","","","02Q","","N","I will stay in a hotel.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_563.mp3","1,18"
"564","564","BP","9781442374140","BrazPort 1","29","","","02R","","F","Eu vou ficar num hotel.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_564.mp3","1,18"
"565","565","BP","9781442374140","BrazPort 1","29","","","03Q","","N","I need to leave.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_565.mp3","7,18"
"566","566","BP","9781442374140","BrazPort 1","29","","","03R","","F","Eu preciso ir embora.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_566.mp3","7,18"
"567","567","BP","9781442374140","BrazPort 1","29","","","04Q","","N","Come to our house.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_567.mp3","7,13"
"568","568","BP","9781442374140","BrazPort 1","29","","","04R","","M","Venha à nossa casa.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_568.mp3","7,13"
"569","569","BP","9781442374140","BrazPort 1","29","","","05Q","","N","How interesting!","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_569.mp3","7"
"570","570","BP","9781442374140","BrazPort 1","29","","","05R","","F","Que interessante!","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_570.mp3","7"
"571","571","BP","9781442374140","BrazPort 1","29","","","06Q","","N","We go to the beach often.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_571.mp3","1,17"
"572","572","BP","9781442374140","BrazPort 1","29","","","06R","","M","Nós vamos à praia muitas vezes.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_572.mp3","1,17"
"573","573","BP","9781442374140","BrazPort 1","29","","","07Q","","N","I need to send an email to him.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_573.mp3","7"
"574","574","BP","9781442374140","BrazPort 1","29","","","07R","","M","Eu preciso lhe enviar um e-mail.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_574.mp3","7"
"575","575","BP","9781442374140","BrazPort 1","29","","","08Q","","N","I can help you.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_575.mp3","7,16"
"576","576","BP","9781442374140","BrazPort 1","29","","","08R","","M","Eu posso te ajudar.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_576.mp3","7,16"
"577","577","BP","9781442374140","BrazPort 1","29","","","09Q","","N","I want to see you. (pl)","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_577.mp3","1,7"
"578","578","BP","9781442374140","BrazPort 1","29","","","09R","","F","Eu quero ver vocês.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_578.mp3","1,7"
"579","579","BP","9781442374140","BrazPort 1","29","","","10Q","","N","Come stay with our family.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_579.mp3","5,18"
"580","580","BP","9781442374140","BrazPort 1","29","","","10R","","M","Venha ficar com a nossa família.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_580.mp3","5,18"
"581","581","BP","9781442374140","BrazPort 1","29","","","11Q","","N","You didn’t speak of your trip?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_581.mp3","1,15,18"
"582","582","BP","9781442374140","BrazPort 1","29","","","11R","","F","Você não falou da sua viagem?","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_582.mp3","1,15,18"
"583","583","BP","9781442374140","BrazPort 1","29","","","12Q","","N","I can’t tell you.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_583.mp3","7"
"584","584","BP","9781442374140","BrazPort 1","29","","","12R","","M","Eu não posso te dizer.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_584.mp3","7"
"585","585","BP","9781442374140","BrazPort 1","29","","","13Q","","N","Can you help me?","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_585.mp3","7,13,16"
"586","586","BP","9781442374140","BrazPort 1","29","","","13R","","F","Você pode me ajudar?","4","Q","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_586.mp3","7,13,16"
"587","587","BP","9781442374140","BrazPort 1","30","","","01Q","","N","I don’t know her.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_587.mp3","7"
"588","588","BP","9781442374140","BrazPort 1","30","","","01R","","F","Eu não a conheço.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_588.mp3","7"
"589","589","BP","9781442374140","BrazPort 1","30","","","02Q","","N","You need to help me.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_589.mp3","13,16"
"590","590","BP","9781442374140","BrazPort 1","30","","","02R","","M","Você precisa me ajudar.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_590.mp3","13,16"
"591","591","BP","9781442374140","BrazPort 1","30","","","03Q","","N","Certainly.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_591.mp3","7,13"
"592","592","BP","9781442374140","BrazPort 1","30","","","03R","","F","Claro que sim.","3","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_592.mp3","7,13"
"593","593","BP","9781442374140","BrazPort 1","30","","","04Q","","N","They live near to the beach.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_593.mp3","4,5"
"594","594","BP","9781442374140","BrazPort 1","30","","","04R","","F","Eles moram perto da praia.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_594.mp3","4,5"
"595","595","BP","9781442374140","BrazPort 1","30","","","05Q","","N","That’s agreed.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_595.mp3","7"
"596","596","BP","9781442374140","BrazPort 1","30","","","05R","","F","Está certo.","2","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_596.mp3","7"
"597","597","BP","9781442374140","BrazPort 1","30","","","06Q","","N","Let’s go to the museum first.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_597.mp3","1,17"
"598","598","BP","9781442374140","BrazPort 1","30","","","06R","","F","Vamos ao museu primeiro.","4","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_598.mp3","1,17"
"599","599","BP","9781442374140","BrazPort 1","30","","","07Q","","N","I need to do some other things.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_599.mp3","1,9"
"600","600","BP","9781442374140","BrazPort 1","30","","","07R","","F","Eu preciso fazer algumas outras coisas.","6","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_600.mp3","1,9"
"601","601","BP","9781442374140","BrazPort 1","30","","","08Q","","N","You’ll like Florianopolis.","","","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_601.mp3","7,18"
"602","602","BP","9781442374140","BrazPort 1","30","","","08R","","M","Você vai gostar de Florianópolis.","5","S","Port (Braz) 1, Units 1 - 30 (2014)","9781442374980_Brazilian_Portuguese_1_QZ_602.mp3","7,18"
