Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,Snippet Name,Skills
174,174,GR,978-1-4423-7056-2,German 4,3,,,U03-06,06R_C,F,Du musst ein Geschenk für sie kaufen.,9781442370562_German_4_QZ_0174.mp3,"9,14"
175,175,GR,978-1-4423-7056-2,German 4,3,,,U03-06,06Q_D,N,You would like to buy a gift for her.,9781442370562_German_4_QZ_0175.mp3,"9,14"
176,176,GR,978-1-4423-7056-2,German 4,3,,,U03-06,06R_D,M,Du möchtest ein Geschenk für sie kaufen.,9781442370562_German_4_QZ_0176.mp3,"9,14"
177,177,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07Q_A,N,At which hotel chain do you work?,9781442370562_German_4_QZ_0177.mp3,"18,20"
178,178,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07R_A,F,Bei welcher Hotelkette arbeitest du?,9781442370562_German_4_QZ_0178.mp3,"18,20"
179,179,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07Q_B,N,At which hotel chain do you work?,9781442370562_German_4_QZ_0179.mp3,"18,20"
180,180,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07R_B,F,Bei welcher Hotelkette arbeiten Sie?,9781442370562_German_4_QZ_0180.mp3,"18,20"
181,181,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07Q_C,N,At which hotel chain does he work?,9781442370562_German_4_QZ_0181.mp3,"18,20"
182,182,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07R_C,M,Bei welcher Hotelkette arbeitet er?,9781442370562_German_4_QZ_0182.mp3,"18,20"
183,183,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07Q_D,N,At which hotel chain did he work?,9781442370562_German_4_QZ_0183.mp3,"18,20"
184,184,GR,978-1-4423-7056-2,German 4,3,,,U03-07,07R_D,F,Bei welcher Hotelkette hat er gearbeitet?,9781442370562_German_4_QZ_0184.mp3,"18,20"
185,185,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08Q_A,N,What brings you to Germany?,9781442370562_German_4_QZ_0185.mp3,18
186,186,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08R_A,F,Was bringt Sie nach Deutschland?,9781442370562_German_4_QZ_0186.mp3,18
187,187,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08Q_B,N,What are you bringing to Germany?,9781442370562_German_4_QZ_0187.mp3,18
188,188,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08R_B,M,Was bringen Sie nach Deutschland?,9781442370562_German_4_QZ_0188.mp3,18
189,189,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08Q_C,N,Was brings him to Germany?,9781442370562_German_4_QZ_0189.mp3,18
190,190,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08R_C,M,Was bringt ihn nach Deutschland?,9781442370562_German_4_QZ_0190.mp3,18
191,191,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08Q_D,N,Are you spending much time in Germany?,9781442370562_German_4_QZ_0191.mp3,"17,18"
192,192,GR,978-1-4423-7056-2,German 4,3,,,U03-08,08R_D,F,Verbringen Sie viel Zeit in Deutschland?,9781442370562_German_4_QZ_0192.mp3,"17,18"
193,193,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01Q_A,N,It’s getting too late.,9781442370562_German_4_QZ_0193.mp3,"7,17"
194,194,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01R_A,F,Es wird zu spät.,9781442370562_German_4_QZ_0194.mp3,"7,17"
195,195,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01Q_B,N,It was too late.,9781442370562_German_4_QZ_0195.mp3,"7,17"
196,196,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01R_B,F,Es war zu spät.,9781442370562_German_4_QZ_0196.mp3,"7,17"
197,197,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01Q_C,N,It is too late.,9781442370562_German_4_QZ_0197.mp3,"7,17"
198,198,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01R_C,F,Es ist zu spät.,9781442370562_German_4_QZ_0198.mp3,"7,17"
199,199,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01Q_D,N,It was very late.,9781442370562_German_4_QZ_0199.mp3,"7,17"
200,200,GR,978-1-4423-7056-2,German 4,4,,,U04-01,01R_D,F,Es war sehr spät.,9781442370562_German_4_QZ_0200.mp3,"7,17"
201,201,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02Q_A,N,I’m going to order a beer.,9781442370562_German_4_QZ_0201.mp3,"6,14"
202,202,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02R_A,M,Ich bestelle ein Bier.,9781442370562_German_4_QZ_0202.mp3,"6,14"
203,203,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02Q_B,N,I’m going to drink a beer.,9781442370562_German_4_QZ_0203.mp3,"1,6"
204,204,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02R_B,F,Ich trinke ein Bier.,9781442370562_German_4_QZ_0204.mp3,"1,6"
205,205,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02Q_C,N,I would like to order a beer.,9781442370562_German_4_QZ_0205.mp3,"6,14"
206,206,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02R_C,M,Ich möchte ein Bier bestellen.,9781442370562_German_4_QZ_0206.mp3,"6,14"
207,207,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02Q_D,N,I’m going to buy a beer.,9781442370562_German_4_QZ_0207.mp3,"6,14"
208,208,GR,978-1-4423-7056-2,German 4,4,,,U04-02,02R_D,M,Ich kaufe ein Bier.,9781442370562_German_4_QZ_0208.mp3,"6,14"
209,209,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03Q_A,N,It tasted very good.,9781442370562_German_4_QZ_0209.mp3,"6,9"
210,210,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03R_A,F,Es hat sehr gut geschmeckt.,9781442370562_German_4_QZ_0210.mp3,"6,9"
211,211,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03Q_B,N,It also tasted very good.,9781442370562_German_4_QZ_0211.mp3,"6,9"
212,212,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03R_B,F,Es hat auch sehr gut geschmeckt.,9781442370562_German_4_QZ_0212.mp3,"6,9"
213,213,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03Q_C,N,It also tasted pretty good.,9781442370562_German_4_QZ_0213.mp3,"6,9"
214,214,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03R_C,F,Es hat auch ziemlich gut geschmeckt.,9781442370562_German_4_QZ_0214.mp3,"6,9"
215,215,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03Q_D,N,It didn’t taste very good.,9781442370562_German_4_QZ_0215.mp3,"6,9"
216,216,GR,978-1-4423-7056-2,German 4,4,,,U04-03,03R_D,M,Es hat nicht sehr gut geschmeckt.,9781442370562_German_4_QZ_0216.mp3,"6,9"
217,217,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04Q_A,N,I’d like to pay.,9781442370562_German_4_QZ_0217.mp3,"11,14"
218,218,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04R_A,M,Ich möchte zahlen.,9781442370562_German_4_QZ_0218.mp3,"11,14"
219,219,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04Q_B,N,I’d like to order.,9781442370562_German_4_QZ_0219.mp3,"6,14"
220,220,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04R_B,F,Ich möchte bestellen.,9781442370562_German_4_QZ_0220.mp3,"6,14"
221,221,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04Q_C,N,I’d like to come along.,9781442370562_German_4_QZ_0221.mp3,"1,18"
222,222,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04R_C,M,Ich möchte mitkommen.,9781442370562_German_4_QZ_0222.mp3,"1,18"
223,223,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04Q_D,N,I’d like to go along.,9781442370562_German_4_QZ_0223.mp3,"1,18"
224,224,GR,978-1-4423-7056-2,German 4,4,,,U04-04,04R_D,F,Ich möchte mitfahren.,9781442370562_German_4_QZ_0224.mp3,"1,18"
225,225,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05Q_A,N,I read a new book.,9781442370562_German_4_QZ_0225.mp3,1
226,226,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05R_A,F,Ich habe ein neues Buch gelesen.,9781442370562_German_4_QZ_0226.mp3,1
227,227,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05Q_B,N,You read a new book.,9781442370562_German_4_QZ_0227.mp3,1
228,228,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05R_B,M,Du hast ein neues Buch gelesen.,9781442370562_German_4_QZ_0228.mp3,1
229,229,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05Q_C,N,You would like to read the new book.,9781442370562_German_4_QZ_0229.mp3,"1,9"
230,230,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05R_C,M,Du möchtest das neue Buch lesen.,9781442370562_German_4_QZ_0230.mp3,"1,9"
231,231,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05Q_D,N,I would like to read the new book.,9781442370562_German_4_QZ_0231.mp3,"1,9"
232,232,GR,978-1-4423-7056-2,German 4,4,,,U04-05,05R_D,F,Ich möchte das neue Buch lesen.,9781442370562_German_4_QZ_0232.mp3,"1,9"
233,233,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06Q_A,N,The chain is becoming more and more well known.,9781442370562_German_4_QZ_0233.mp3,"9,14,20"
234,234,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06R_A,M,Die Kette wird immer bekannter.,9781442370562_German_4_QZ_0234.mp3,"9,14,20"
235,235,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06Q_B,N,The chain is more well known.,9781442370562_German_4_QZ_0235.mp3,"14,20"
236,236,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06R_B,M,Die Kette ist bekannter.,9781442370562_German_4_QZ_0236.mp3,"14,20"
237,237,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06Q_C,N,The chain was previously very well known.,9781442370562_German_4_QZ_0237.mp3,"14,20"
238,238,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06R_C,F,Die Kette war früher sehr bekannt.,9781442370562_German_4_QZ_0238.mp3,"14,20"
239,239,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06Q_D,N,The chain was always well known.,9781442370562_German_4_QZ_0239.mp3,"17,20"
240,240,GR,978-1-4423-7056-2,German 4,4,,,U04-06,06R_D,F,Die Kette war immer bekannt.,9781442370562_German_4_QZ_0240.mp3,"17,20"
241,241,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07Q_A,N,"Let’s go now, before it’s gets too late.",9781442370562_German_4_QZ_0241.mp3,"1,17"
242,242,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07R_A,F,"Gehen wir jetzt, bevor es zu spät wird.",9781442370562_German_4_QZ_0242.mp3,"1,17"
243,243,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07Q_B,N,"Let’s go now, because it’s too late.",9781442370562_German_4_QZ_0243.mp3,"1,17"
244,244,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07R_B,M,"Gehen wir jetzt, weil es zu spät ist.",9781442370562_German_4_QZ_0244.mp3,"1,17"
245,245,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07Q_C,N,"Let’s not go now, because it’s already late.",9781442370562_German_4_QZ_0245.mp3,"1,17"
246,246,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07R_C,F,"Gehen wir jetzt nicht, weil es schon spät ist.",9781442370562_German_4_QZ_0246.mp3,"1,17"
247,247,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07Q_D,N,"Let’s go now, before it’s too late.",9781442370562_German_4_QZ_0247.mp3,"1,17"
248,248,GR,978-1-4423-7056-2,German 4,4,,,U04-07,07R_D,M,"Gehen wir jetzt, bevor es zu spät ist.",9781442370562_German_4_QZ_0248.mp3,"1,17"
249,249,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08Q_A,N,Make it twenty-five.,9781442370562_German_4_QZ_0249.mp3,12
250,250,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08R_A,M,Machen Sie’s fünfundzwanzig.,9781442370562_German_4_QZ_0250.mp3,12
251,251,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08Q_B,N,Make it fifty-two.,9781442370562_German_4_QZ_0251.mp3,12
252,252,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08R_B,F,Machen Sie’s zweiundfünfzig.,9781442370562_German_4_QZ_0252.mp3,12
253,253,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08Q_C,N,Make it fifteen.,9781442370562_German_4_QZ_0253.mp3,12
254,254,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08R_C,M,Machen Sie’s fünfzehn.,9781442370562_German_4_QZ_0254.mp3,12
255,255,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08Q_D,N,Make it fifty.,9781442370562_German_4_QZ_0255.mp3,12
256,256,GR,978-1-4423-7056-2,German 4,4,,,U04-08,08R_D,M,Machen Sie’s fünfzig.,9781442370562_German_4_QZ_0256.mp3,12
257,257,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01Q_A,N,We should meet each other before you leave.,9781442370562_German_4_QZ_0257.mp3,"1,18"
258,258,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01R_A,F,Wir sollten uns treffen bevor du wegfährst.,9781442370562_German_4_QZ_0258.mp3,"1,18"
259,259,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01Q_B,N,We have to meet each other before you leave.,9781442370562_German_4_QZ_0259.mp3,"1,18"
260,260,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01R_B,M,Wir müssen uns treffen bevor du wegfährst.,9781442370562_German_4_QZ_0260.mp3,"1,18"
261,261,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01Q_C,N,We should meet each other before it’s too late.,9781442370562_German_4_QZ_0261.mp3,"1,17"
262,262,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01R_C,M,Wir sollten uns treffen bevor es zu spät ist.,9781442370562_German_4_QZ_0262.mp3,"1,17"
263,263,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01Q_D,N,Let’s meet each other before it’s too late.,9781442370562_German_4_QZ_0263.mp3,"1,17"
264,264,GR,978-1-4423-7056-2,German 4,5,,,U05-01,01R_D,F,Treffen wir uns doch bevor es zu spät ist.,9781442370562_German_4_QZ_0264.mp3,"1,17"
265,265,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02Q_A,N,I don’t know yet what I’m buying her.,9781442370562_German_4_QZ_0265.mp3,14
266,266,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02R_A,M,"Ich weiß noch nicht, was ich ihr kaufe",9781442370562_German_4_QZ_0266.mp3,14
267,267,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02Q_B,N,I don’t know yet what I’m buying him.,9781442370562_German_4_QZ_0267.mp3,14
268,268,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02R_B,F,"Ich weiß noch nicht, was ich ihm kaufe",9781442370562_German_4_QZ_0268.mp3,14
269,269,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02Q_C,N,I don’t know yet what I’m ordering.,9781442370562_German_4_QZ_0269.mp3,"6,14"
270,270,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02R_C,M,"Ich weiß noch nicht, was ich bestelle.",9781442370562_German_4_QZ_0270.mp3,"6,14"
271,271,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02Q_D,N,I don’t know yet how much I owe her.,9781442370562_German_4_QZ_0271.mp3,"11,14"
272,272,GR,978-1-4423-7056-2,German 4,5,,,U05-02,02R_D,F,"Ich weiß noch nicht, wieviel ich ihr schulde.",9781442370562_German_4_QZ_0272.mp3,"11,14"
273,273,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03Q_A,N,A leather handbag is a good gift.,9781442370562_German_4_QZ_0273.mp3,"9,14"
274,274,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03R_A,M,Eine Lederhandtasche ist ein gutes Geschenk.,9781442370562_German_4_QZ_0274.mp3,"9,14"
275,275,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03Q_B,N,A pair of leather gloves is a good gift.,9781442370562_German_4_QZ_0275.mp3,"9,12,14"
276,276,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03R_B,F,Ein Paar Lederhandschuhe ist ein gutes Geschenk.,9781442370562_German_4_QZ_0276.mp3,"9,12,14"
277,277,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03Q_C,N,A pair of leather gloves would be a good gift.,9781442370562_German_4_QZ_0277.mp3,"9,12,14"
278,278,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03R_C,M,Ein Paar Lederhandschuhe wäre ein gutes Geschenk.,9781442370562_German_4_QZ_0278.mp3,"9,12,14"
279,279,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03Q_D,N,A leather handbag is definitely a good gift.,9781442370562_German_4_QZ_0279.mp3,"9,14"
280,280,GR,978-1-4423-7056-2,German 4,5,,,U05-03,03R_D,F,Eine Lederhandtasche ist bestimmt ein gutes Geschenk.,9781442370562_German_4_QZ_0280.mp3,"9,14"
281,281,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04Q_A,N,I’m not certain when we’re meeting each other.,9781442370562_German_4_QZ_0281.mp3,"1,17,20"
282,282,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04R_A,M,Ich bin nicht sicher wann wir uns treffen.,9781442370562_German_4_QZ_0282.mp3,"1,17,20"
283,283,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04Q_B,N,I don’t know yet when we’re meeting each other.,9781442370562_German_4_QZ_0283.mp3,"1,17,20"
284,284,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04R_B,M,Ich weiß noch nicht wann wir uns treffen.,9781442370562_German_4_QZ_0284.mp3,"1,17,20"
285,285,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04Q_C,N,I’m not certain if we’re meeting each other.,9781442370562_German_4_QZ_0285.mp3,"1,20"
286,286,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04R_C,F,"Ich bin nicht sicher, ob wir uns treffen.",9781442370562_German_4_QZ_0286.mp3,"1,20"
287,287,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04Q_D,N,I don’t know yet when we should meet each other.,9781442370562_German_4_QZ_0287.mp3,"17,20"
288,288,GR,978-1-4423-7056-2,German 4,5,,,U05-04,04R_D,M,Ich weiß noch nicht wann wir uns treffen sollten.,9781442370562_German_4_QZ_0288.mp3,"17,20"
289,289,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05Q_A,N,Is here already occupied?,9781442370562_German_4_QZ_0289.mp3,"16,18"
290,290,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05R_A,F,Ist hier schon besetzt?,9781442370562_German_4_QZ_0290.mp3,"16,18"
291,291,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05Q_B,N,Is it still free here?,9781442370562_German_4_QZ_0291.mp3,"16,18"
292,292,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05R_B,M,Ist hier noch frei?,9781442370562_German_4_QZ_0292.mp3,"16,18"
293,293,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05Q_C,N,Is he still here?,9781442370562_German_4_QZ_0293.mp3,"18,20"
294,294,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05R_C,F,Ist er noch hier?,9781442370562_German_4_QZ_0294.mp3,"18,20"
295,295,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05Q_D,N,Is he not here?,9781442370562_German_4_QZ_0295.mp3,"18,20"
296,296,GR,978-1-4423-7056-2,German 4,5,,,U05-05,05R_D,M,Ist er nicht hier?,9781442370562_German_4_QZ_0296.mp3,"18,20"
297,297,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06Q_A,N,I already have one.,9781442370562_German_4_QZ_0297.mp3,12
298,298,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06R_A,M,Ich hab’ schon eine.,9781442370562_German_4_QZ_0298.mp3,12
299,299,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06Q_B,N,I already have many.,9781442370562_German_4_QZ_0299.mp3,12
300,300,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06R_B,F,Ich hab’ schon viele.,9781442370562_German_4_QZ_0300.mp3,12
301,301,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06Q_C,N,I don’t have any.,9781442370562_German_4_QZ_0301.mp3,"9,14"
302,302,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06R_C,F,Ich habe keine.,9781442370562_German_4_QZ_0302.mp3,"9,14"
303,303,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06Q_D,N,I already ate.,9781442370562_German_4_QZ_0303.mp3,"1,6,17"
304,304,GR,978-1-4423-7056-2,German 4,5,,,U05-06,06R_D,M,Ich hab’ schon gegessen.,9781442370562_German_4_QZ_0304.mp3,"1,6,17"
305,305,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07Q_A,N,I wanted to go to the bank.,9781442370562_German_4_QZ_0305.mp3,"1,11"
306,306,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07R_A,F,Ich wollte zur Bank fahren.,9781442370562_German_4_QZ_0306.mp3,"1,11"
307,307,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07Q_B,N,I have to go to the bank.,9781442370562_German_4_QZ_0307.mp3,"1,11"
308,308,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07R_B,F,Ich muss zur Bank fahren.,9781442370562_German_4_QZ_0308.mp3,"1,11"
309,309,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07Q_C,N,I went to the bank.,9781442370562_German_4_QZ_0309.mp3,"1,11"
310,310,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07R_C,M,Ich bin zur Bank gefahren.,9781442370562_German_4_QZ_0310.mp3,"1,11"
311,311,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07Q_D,N,I would like to go to the bank.,9781442370562_German_4_QZ_0311.mp3,"1,11"
312,312,GR,978-1-4423-7056-2,German 4,5,,,U05-07,07R_D,M,Ich möchte zur Bank fahren.,9781442370562_German_4_QZ_0312.mp3,"1,11"
313,313,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08Q_A,N,In my opinion she writes better and better.,9781442370562_German_4_QZ_0313.mp3,"1,9"
314,314,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08R_A,F,Meiner Meinung nach schreibt sie immer besser.,9781442370562_German_4_QZ_0314.mp3,"1,9"
315,315,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08Q_B,N,I believe that she writes better and better.,9781442370562_German_4_QZ_0315.mp3,"1,9"
316,316,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08R_B,M,"Ich glaube, dass sie immer besser schreibt.",9781442370562_German_4_QZ_0316.mp3,"1,9"
317,317,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08Q_C,N,In my opinion she plays better and better.,9781442370562_German_4_QZ_0317.mp3,"1,9"
318,318,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08R_C,F,Meiner Meinung nach spielt sie immer besser.,9781442370562_German_4_QZ_0318.mp3,"1,9"
319,319,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08Q_D,N,In my opinion she speaks better and better.,9781442370562_German_4_QZ_0319.mp3,15
320,320,GR,978-1-4423-7056-2,German 4,5,,,U05-08,08R_D,M,Meiner Meinung nach spricht sie immer besser.,9781442370562_German_4_QZ_0320.mp3,15
321,321,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01Q_A,N,What do you have planned tomorrow?,9781442370562_German_4_QZ_0321.mp3,"1,17"
322,322,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01R_A,F,Was habt ihr morgen vor?,9781442370562_German_4_QZ_0322.mp3,"1,17"
323,323,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01Q_B,N,What do they have planned tomorrow?,9781442370562_German_4_QZ_0323.mp3,"1,17"
324,324,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01R_B,F,Was haben sie morgen vor?,9781442370562_German_4_QZ_0324.mp3,"1,17"
325,325,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01Q_C,N,What do you have planned today?,9781442370562_German_4_QZ_0325.mp3,"1,17"
326,326,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01R_C,M,Was habt ihr heute vor?,9781442370562_German_4_QZ_0326.mp3,"1,17"
327,327,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01Q_D,N,What do they have planned today?,9781442370562_German_4_QZ_0327.mp3,"1,17"
328,328,GR,978-1-4423-7056-2,German 4,6,,,U06-01,01R_D,F,Was haben sie heute vor?,9781442370562_German_4_QZ_0328.mp3,"1,17"
329,329,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02Q_A,N,I’m looking for a small black handbag.,9781442370562_German_4_QZ_0329.mp3,14
330,330,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02R_A,M,"Ich suche eine kleine, schwarze Handtasche.",9781442370562_German_4_QZ_0330.mp3,14
331,331,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02Q_B,N,I’m looking for small black gloves.,9781442370562_German_4_QZ_0331.mp3,14
332,332,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02R_B,F,"Ich suche kleine, schwarze Handschuhe.",9781442370562_German_4_QZ_0332.mp3,14
333,333,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02Q_C,N,I’m not looking for a black handbag.,9781442370562_German_4_QZ_0333.mp3,"9,14"
334,334,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02R_C,M,Ich suche keine schwarze Handtasche.,9781442370562_German_4_QZ_0334.mp3,"9,14"
335,335,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02Q_D,N,I’m looking for two black handbags.,9781442370562_German_4_QZ_0335.mp3,"12,14"
336,336,GR,978-1-4423-7056-2,German 4,6,,,U06-02,02R_D,F,Ich suche zwei schwarze Handtaschen.,9781442370562_German_4_QZ_0336.mp3,"12,14"
337,337,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03Q_A,N,Do you want to come for coffee on Sunday?,9781442370562_German_4_QZ_0337.mp3,"1,6,17"
338,338,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03R_A,M,Wollt ihr am Sonntag zum Kaffee kommen?,9781442370562_German_4_QZ_0338.mp3,"1,6,17"
339,339,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03Q_B,N,Do you want to come for coffee on Monday?,9781442370562_German_4_QZ_0339.mp3,"1,6,17"
340,340,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03R_B,F,Wollt ihr am Montag zum Kaffee kommen?,9781442370562_German_4_QZ_0340.mp3,"1,6,17"
341,341,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03Q_C,N,Do we want to drink coffee on Sunday?,9781442370562_German_4_QZ_0341.mp3,"1,6,17"
342,342,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03R_C,F,Wollen wir am Sonntag Kaffee trinken?,9781442370562_German_4_QZ_0342.mp3,"1,6,17"
343,343,GR,978-1-4423-7056-2,German 4,6,,,U06-03,03Q_D,N,Will we drink coffee on Sunday?,9781442370562_German_4_QZ_0343.mp3,"1,6,17"
