Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
598,598,JP,9781442310223,Japanese 1,28,03R,F,いつからここにいますか。,itsu kara koko ni imasu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0598.mp3,"9,17"
599,599,JP,9781442310223,Japanese 1,28,04Q,N,Perhaps I’m going to see some friends.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0599.mp3,5
600,600,JP,9781442310223,Japanese 1,28,04R,F,多分友達に会います。,tabun tomodachi ni aimasu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0600.mp3,5
601,601,JP,9781442310223,Japanese 1,28,05Q,N,Since how many days ago?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0601.mp3,"9,17"
602,602,JP,9781442310223,Japanese 1,28,05R,F,何日前から？,nan nichi mae kara?,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0602.mp3,"9,17"
603,603,JP,9781442310223,Japanese 1,28,06Q,N,I want to spend a few days.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0603.mp3,"17,18"
604,604,JP,9781442310223,Japanese 1,28,06R,F,二、三日過ごしたいです。,"ni, san nichi sugoshitai desu.",5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0604.mp3,"17,18"
605,605,JP,9781442310223,Japanese 1,28,07Q,N,What does that mean?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0605.mp3,"7,9,16"
606,606,JP,9781442310223,Japanese 1,28,07R,F,それはどういう意味ですか。,sore wa doo iu imi desu ka.,7,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0606.mp3,"7,9,16"
607,607,JP,9781442310223,Japanese 1,28,08Q,N,Since when?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0607.mp3,"9,17"
608,608,JP,9781442310223,Japanese 1,28,08R,M,いつから。,itsu kara?,2,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0608.mp3,"9,17"
609,609,JP,9781442310223,Japanese 1,28,09Q,N,I will give you one hundred twenty-five yen.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0609.mp3,"11,12"
610,610,JP,9781442310223,Japanese 1,28,09R,M,百二十五円上げます。,hyaku ni ju go en agemasu.,6,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0610.mp3,"11,12"
611,611,JP,9781442310223,Japanese 1,28,10Q,N,I want to return alone.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0611.mp3,"9,18"
612,612,JP,9781442310223,Japanese 1,28,10R,F,一人で帰りたいです。,hitori de kaeritai desu.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0612.mp3,"9,18"
613,613,JP,9781442310223,Japanese 1,28,11Q,N,Since a few days ago.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0613.mp3,"9,17"
614,614,JP,9781442310223,Japanese 1,28,11R,M,二、三日前から。,"ni, san nichi mae kara.",5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0614.mp3,"9,17"
615,615,JP,9781442310223,Japanese 1,29,01Q,N,What did you buy yesterday?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0615.mp3,"14,17"
616,616,JP,9781442310223,Japanese 1,29,01R,M,昨日何を買いましたか。,kino nani o kaimashita ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0616.mp3,"14,17"
617,617,JP,9781442310223,Japanese 1,29,02Q,N,I want to spend a week.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0617.mp3,"17,18"
618,618,JP,9781442310223,Japanese 1,29,02R,M,一週間過ごしたいです。,isshukan sugoshitai desu.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0618.mp3,"17,18"
619,619,JP,9781442310223,Japanese 1,29,03Q,N,I don’t have time.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0619.mp3,"7,17"
620,620,JP,9781442310223,Japanese 1,29,03R,F,時間がありません。,jikan ga arimasen.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0620.mp3,"7,17"
621,621,JP,9781442310223,Japanese 1,29,04Q,N,How many hours are you going to be here?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0621.mp3,"9,17"
622,622,JP,9781442310223,Japanese 1,29,04R,F,何時間ここにいますか。,nan jikan koko ni imasu ka.,6,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0622.mp3,"9,17"
623,623,JP,9781442310223,Japanese 1,29,05Q,N,We’ve been here since yesterday.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0623.mp3,"9,17"
624,624,JP,9781442310223,Japanese 1,29,05R,F,昨日からここにいます。,kino kara koko ni imasu.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0624.mp3,"9,17"
627,627,JP,9781442310223,Japanese 1,29,07Q,N,What did you eat yesterday?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0627.mp3,"6,17"
628,628,JP,9781442310223,Japanese 1,29,07R,F,昨日何を食べましたか。,kino nani o tabemashita ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0628.mp3,"6,17"
629,629,JP,9781442310223,Japanese 1,29,08Q,N,I bought something to drink.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0629.mp3,"6,14"
630,630,JP,9781442310223,Japanese 1,29,08R,M,何か飲むものを買いました。,nanika nomumono o kaimashita.,4,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0630.mp3,"6,14"
631,631,JP,9781442310223,Japanese 1,29,09Q,N,I bought a good book yesterday.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0631.mp3,"1,14,17"
632,632,JP,9781442310223,Japanese 1,29,09R,M,昨日いい本を買いました。,kino ii hon o kaimashita.,5,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0632.mp3,"1,14,17"
633,633,JP,9781442310223,Japanese 1,29,10Q,N,Do you like sake?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0633.mp3,"6,7,9"
634,634,JP,9781442310223,Japanese 1,29,10R,M,お酒が好きですか。,osake ga suki desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0634.mp3,"6,7,9"
635,635,JP,9781442310223,Japanese 1,29,11Q,N,Do you like Japan?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0635.mp3,"7,9,18"
636,636,JP,9781442310223,Japanese 1,29,11R,M,日本が好きですか。,nihon ga suki desu ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0636.mp3,"7,9,18"
637,637,JP,9781442310223,Japanese 1,30,01Q,N,What does this word mean?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0637.mp3,"7,16"
638,638,JP,9781442310223,Japanese 1,30,01R,M,この言葉はどう言う意味ですか。,kono kotoba wa doo iu imi desu ka.,8,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0638.mp3,"7,16"
639,639,JP,9781442310223,Japanese 1,30,02Q,N,Where did you go today?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0639.mp3,"17,18"
640,640,JP,9781442310223,Japanese 1,30,02R,F,今日どこへ行きましたか。,kyo doko e ikimashita ka.,5,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0640.mp3,"17,18"
641,641,JP,9781442310223,Japanese 1,30,03Q,N,I don’t want anything.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0641.mp3,"7,9"
642,642,JP,9781442310223,Japanese 1,30,03R,F,何もほしくありません。,nanimo hoshiku arimasen.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0642.mp3,"7,9"
643,643,JP,9781442310223,Japanese 1,30,04Q,N,I went this morning.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0643.mp3,17
644,644,JP,9781442310223,Japanese 1,30,04R,F,今朝行きました。,kesa ikimashita.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0644.mp3,17
645,645,JP,9781442310223,Japanese 1,30,05Q,N,I spoke Japanese.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0645.mp3,"9,15"
646,646,JP,9781442310223,Japanese 1,30,05R,F,日本語を話しました。,nihongo o hanashimashita.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0646.mp3,"9,15"
649,649,JP,9781442310223,Japanese 1,30,07Q,N,I went to Yokohama.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0649.mp3,9
650,650,JP,9781442310223,Japanese 1,30,07R,M,横浜へ行きました。,yokohama e ikimashita.,3,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0650.mp3,9
651,651,JP,9781442310223,Japanese 1,30,08Q,N,I didn’t eat yesterday.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0651.mp3,"6,17"
652,652,JP,9781442310223,Japanese 1,30,08R,M,昨日食べませんでした。,kino tabemasendeshita.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0652.mp3,"6,17"
653,653,JP,9781442310223,Japanese 1,30,09Q,N,I didn’t eat anything.,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0653.mp3,6
654,654,JP,9781442310223,Japanese 1,30,09R,M,何も食べませんでした。,nanimo tabemasendeshita.,2,S,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0654.mp3,6
655,655,JP,9781442310223,Japanese 1,30,10Q,N,Did you speak Japanese?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0655.mp3,"9,15"
656,656,JP,9781442310223,Japanese 1,30,10R,M,日本語を話しましたか。,nihongo o hanashimashita ka.,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0656.mp3,"9,15"
657,657,JP,9781442310223,Japanese 1,30,11Q,N,Did you speak English?,,,,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0657.mp3,"9,15"
658,658,JP,9781442310223,Japanese 1,30,11R,M,英語を話しましたか。,eigo o hanashimashita ka.,4,Q,Pimsleur Japanese Level 1 MP3,9781508222033_Japanese_1_QZ_0658.mp3,"9,15"
