Control #,Rec,Lang,Source ISBN,Course,Unit Num,StartTime,StopTime,Cluster,Qz #,Spkr,Cue,Snippet Name,Skills
169,169,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06Q_A,N,"She’s very good, and well-known.",9781442370579_Italian_4_QZ_0169.mp3,5
170,170,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06R_A,F,"È molto brava, e molto conosciuta.",9781442370579_Italian_4_QZ_0170.mp3,5
171,171,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06Q_B,N,"I agree, she’s very good.",9781442370579_Italian_4_QZ_0171.mp3,"5,9,16,18"
172,172,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06R_B,M,"Sono d’accordo, lei è molto brava.",9781442370579_Italian_4_QZ_0172.mp3,"5,9,16,18"
173,173,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06Q_C,N,"Stefania is very good, and well-known.",9781442370579_Italian_4_QZ_0173.mp3,5
174,174,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06R_C,F,Stefania è molto brava e molto conosciuta.,9781442370579_Italian_4_QZ_0174.mp3,5
175,175,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06Q_D,N,The painter is very good.,9781442370579_Italian_4_QZ_0175.mp3,20
176,176,IT,978-1-4423-6191-1,Italian 4,3,,,U03-06,06R_D,M,La pittrice è molto brava.,9781442370579_Italian_4_QZ_0176.mp3,20
177,177,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07Q_A,N,We spoke about a plan.,9781442370579_Italian_4_QZ_0177.mp3,3
178,178,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07R_A,F,Abbiamo parlato del progetto.,9781442370579_Italian_4_QZ_0178.mp3,3
179,179,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07Q_B,N,We talked for the whole trip.,9781442370579_Italian_4_QZ_0179.mp3,"3,5,18"
180,180,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07R_B,F,Abbiamo parlato per tutto il viaggio.,9781442370579_Italian_4_QZ_0180.mp3,"3,5,18"
181,181,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07Q_C,N,My boss likes the plan.,9781442370579_Italian_4_QZ_0181.mp3,20
182,182,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07R_C,M,Al mio capo piace il progetto.,9781442370579_Italian_4_QZ_0182.mp3,20
183,183,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07Q_D,N,I can translate the plan.,9781442370579_Italian_4_QZ_0183.mp3,3
184,184,IT,978-1-4423-6191-1,Italian 4,3,,,U03-07,07R_D,F,Posso tradurre il progetto.,9781442370579_Italian_4_QZ_0184.mp3,3
185,185,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08Q_A,N,I have to organize the marketing plan.,9781442370579_Italian_4_QZ_0185.mp3,14
186,186,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08R_A,F,Devo organizzare il progetto di marketing.,9781442370579_Italian_4_QZ_0186.mp3,14
187,187,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08Q_B,N,I need to update the marketing plan.,9781442370579_Italian_4_QZ_0187.mp3,"14,20"
188,188,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08R_B,M,Ho bisogno di aggiornare il progetto di marketing.,9781442370579_Italian_4_QZ_0188.mp3,"14,20"
189,189,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08Q_C,N,The marketing plan is excellent.,9781442370579_Italian_4_QZ_0189.mp3,14
190,190,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08R_C,M,Il progetto di marketing è eccellente.,9781442370579_Italian_4_QZ_0190.mp3,14
191,191,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08Q_D,N,You can update the marketing plan.,9781442370579_Italian_4_QZ_0191.mp3,"14,20"
192,192,IT,978-1-4423-6191-1,Italian 4,3,,,U03-08,08R_D,F,Può aggiornare il progetto di marketing.,9781442370579_Italian_4_QZ_0192.mp3,"14,20"
193,193,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01Q_A,N,It will be very exciting!,9781442370579_Italian_4_QZ_0193.mp3,"1,7,9,16"
194,194,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01R_A,F,Sara molto emozionante!,9781442370579_Italian_4_QZ_0194.mp3,"1,7,9,16"
195,195,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01Q_B,N,It is very exciting!,9781442370579_Italian_4_QZ_0195.mp3,"1,7,9,16"
196,196,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01R_B,F,È molto emozionante!,9781442370579_Italian_4_QZ_0196.mp3,"1,7,9,16"
197,197,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01Q_C,N,It’s so exciting!,9781442370579_Italian_4_QZ_0197.mp3,"1,7,9,16"
198,198,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01R_C,F,È così emozionante!,9781442370579_Italian_4_QZ_0198.mp3,"1,7,9,16"
199,199,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01Q_D,N,It was very exciting!,9781442370579_Italian_4_QZ_0199.mp3,"1,7,9,16"
200,200,IT,978-1-4423-6191-1,Italian 4,4,,,U04-01,01R_D,F,Era molto emozionante!,9781442370579_Italian_4_QZ_0200.mp3,"1,7,9,16"
201,201,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02Q_A,N,Was she born in Rome?,9781442370579_Italian_4_QZ_0201.mp3,5
202,202,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02R_A,M,È nata a Roma?,9781442370579_Italian_4_QZ_0202.mp3,5
203,203,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02Q_B,N,Where in Rome was she born?,9781442370579_Italian_4_QZ_0203.mp3,"4,5"
204,204,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02R_B,F,Dove è nata a Roma?,9781442370579_Italian_4_QZ_0204.mp3,"4,5"
205,205,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02Q_C,N,Was her mother born in Rome?,9781442370579_Italian_4_QZ_0205.mp3,5
206,206,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02R_C,M,Sua madre è nata a Roma?,9781442370579_Italian_4_QZ_0206.mp3,5
207,207,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02Q_D,N,"In Rome, where she was born?",9781442370579_Italian_4_QZ_0207.mp3,"4,5"
208,208,IT,978-1-4423-6191-1,Italian 4,4,,,U04-02,02R_D,M,"A Roma, dove è nata?",9781442370579_Italian_4_QZ_0208.mp3,"4,5"
209,209,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03Q_A,N,He said that he will do an interview.,9781442370579_Italian_4_QZ_0209.mp3,"3,20"
210,210,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03R_A,F,Ha detto che farà un’intervista.,9781442370579_Italian_4_QZ_0210.mp3,"3,20"
211,211,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03Q_B,N,Her father will do an interview.,9781442370579_Italian_4_QZ_0211.mp3,"5,20"
212,212,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03R_B,F,Suo padre farà un’intervista.,9781442370579_Italian_4_QZ_0212.mp3,"5,20"
213,213,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03Q_C,N,Maybe he will do an interview.,9781442370579_Italian_4_QZ_0213.mp3,"3,20"
214,214,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03R_C,F,Forse farà un’intervista.,9781442370579_Italian_4_QZ_0214.mp3,"3,20"
215,215,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03Q_D,N,You told me that he will do an interview.,9781442370579_Italian_4_QZ_0215.mp3,"3,20"
216,216,IT,978-1-4423-6191-1,Italian 4,4,,,U04-03,03R_D,M,Mi ha detto che farà un’intervista.,9781442370579_Italian_4_QZ_0216.mp3,"3,20"
217,217,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04Q_A,N,I heard that your article will be interesting.,9781442370579_Italian_4_QZ_0217.mp3,3
218,218,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04R_A,M,Ho sentito che il Suo articolo sarà interessante.,9781442370579_Italian_4_QZ_0218.mp3,3
219,219,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04Q_B,N,I heard that the article was interesting.,9781442370579_Italian_4_QZ_0219.mp3,3
220,220,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04R_B,F,Ho sentito che l’articolo era interessante.,9781442370579_Italian_4_QZ_0220.mp3,3
221,221,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04Q_C,N,I wrote an interesting article.,9781442370579_Italian_4_QZ_0221.mp3,3
222,222,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04R_C,M,Ho scritto un articolo interessante.,9781442370579_Italian_4_QZ_0222.mp3,3
223,223,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04Q_D,N,I saw an interesting article yesterday.,9781442370579_Italian_4_QZ_0223.mp3,"1,3,9,17"
224,224,IT,978-1-4423-6191-1,Italian 4,4,,,U04-04,04R_D,F,Ho visto un articolo interessante ieri.,9781442370579_Italian_4_QZ_0224.mp3,"1,3,9,17"
225,225,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05Q_A,N,Stefania’s assistant called me yesterday.,9781442370579_Italian_4_QZ_0225.mp3,"3,17,20"
226,226,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05R_A,F,L’assistente di Stefania mi ha chiamato ieri.,9781442370579_Italian_4_QZ_0226.mp3,"3,17,20"
227,227,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05Q_B,N,Stefania’s assistant called twice.,9781442370579_Italian_4_QZ_0227.mp3,"3,20"
228,228,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05R_B,M,L’assistente di Stefania ha chiamato due volte.,9781442370579_Italian_4_QZ_0228.mp3,"3,20"
229,229,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05Q_C,N,Her assistant called this morning.,9781442370579_Italian_4_QZ_0229.mp3,"3,17,20"
230,230,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05R_C,M,La sua assistente ha chiamato stamattina.,9781442370579_Italian_4_QZ_0230.mp3,"3,17,20"
231,231,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05Q_D,N,I spoke with Stefania’s assistant yesterday.,9781442370579_Italian_4_QZ_0231.mp3,"17,20"
232,232,IT,978-1-4423-6191-1,Italian 4,4,,,U04-05,05R_D,F,Ho parlato con l’assistente di Stefania ieri.,9781442370579_Italian_4_QZ_0232.mp3,"17,20"
233,233,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06Q_A,N,The artist will be at the exhibition.,9781442370579_Italian_4_QZ_0233.mp3,"1,20"
234,234,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06R_A,M,L’artista sarà alla mostra.,9781442370579_Italian_4_QZ_0234.mp3,"1,20"
235,235,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06Q_B,N,The painter will do an exhibition.,9781442370579_Italian_4_QZ_0235.mp3,20
236,236,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06R_B,M,La pittrice farà una mostra.,9781442370579_Italian_4_QZ_0236.mp3,20
237,237,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06Q_C,N,You’ve seen the artist’s exhibition.,9781442370579_Italian_4_QZ_0237.mp3,"1,20"
238,238,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06R_C,F,Ha visto la mostra dell’artista.,9781442370579_Italian_4_QZ_0238.mp3,"1,20"
239,239,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06Q_D,N,The artist was at the gallery for an exhibition.,9781442370579_Italian_4_QZ_0239.mp3,"1,20"
240,240,IT,978-1-4423-6191-1,Italian 4,4,,,U04-06,06R_D,F,L’artista era alla galleria per una mostra.,9781442370579_Italian_4_QZ_0240.mp3,"1,20"
241,241,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07Q_A,N,I met her last month.,9781442370579_Italian_4_QZ_0241.mp3,"5,17"
242,242,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07R_A,F,L’ho incontrata il mese scorso.,9781442370579_Italian_4_QZ_0242.mp3,"5,17"
243,243,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07Q_B,N,I met her father a little while ago.,9781442370579_Italian_4_QZ_0243.mp3,"5,12,17"
244,244,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07R_B,M,Ho incontrato suo padre poco tempo fa.,9781442370579_Italian_4_QZ_0244.mp3,"5,12,17"
245,245,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07Q_C,N,I met your mother twice.,9781442370579_Italian_4_QZ_0245.mp3,"5,9"
246,246,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07R_C,F,Ho incontrato Sua madre due volte.,9781442370579_Italian_4_QZ_0246.mp3,"5,9"
247,247,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07Q_D,N,I met the artist a few years ago.,9781442370579_Italian_4_QZ_0247.mp3,"9,12,17,20"
248,248,IT,978-1-4423-6191-1,Italian 4,4,,,U04-07,07R_D,M,Ho incontrato l’artista alcuni anni fa.,9781442370579_Italian_4_QZ_0248.mp3,"9,12,17,20"
249,249,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08Q_A,N,Her father was a singer.,9781442370579_Italian_4_QZ_0249.mp3,"5,20"
250,250,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08R_A,M,Suo padre era un cantante.,9781442370579_Italian_4_QZ_0250.mp3,"5,20"
251,251,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08Q_B,N,The painter’s father was a singer.,9781442370579_Italian_4_QZ_0251.mp3,"5,20"
252,252,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08R_B,F,Il padre della pittrice era un cantante.,9781442370579_Italian_4_QZ_0252.mp3,"5,20"
253,253,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08Q_C,N,Her father is a singer.,9781442370579_Italian_4_QZ_0253.mp3,"5,20"
254,254,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08R_C,M,Suo padre è un cantante.,9781442370579_Italian_4_QZ_0254.mp3,"5,20"
255,255,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08Q_D,N,My father was a singer.,9781442370579_Italian_4_QZ_0255.mp3,"5,20"
256,256,IT,978-1-4423-6191-1,Italian 4,4,,,U04-08,08R_D,M,Mio padre era un cantante.,9781442370579_Italian_4_QZ_0256.mp3,"5,20"
257,257,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01Q_A,N,She had many friends in the village.,9781442370579_Italian_4_QZ_0257.mp3,"5,12"
258,258,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01R_A,F,Aveva molti amici nel paese.,9781442370579_Italian_4_QZ_0258.mp3,"5,12"
259,259,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01Q_B,N,She has many friends in the village.,9781442370579_Italian_4_QZ_0259.mp3,"5,12"
260,260,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01R_B,M,Ha molti amici nel paese.,9781442370579_Italian_4_QZ_0260.mp3,"5,12"
261,261,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01Q_C,N,She had many friends that live in the village.,9781442370579_Italian_4_QZ_0261.mp3,"5,12"
262,262,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01R_C,M,Aveva molti amici che abitano nel paese.,9781442370579_Italian_4_QZ_0262.mp3,"5,12"
263,263,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01Q_D,N,Her friends traveled to a village.,9781442370579_Italian_4_QZ_0263.mp3,"5,18"
264,264,IT,978-1-4423-6191-1,Italian 4,5,,,U05-01,01R_D,F,I suoi amici hanno viaggiato in un paese.,9781442370579_Italian_4_QZ_0264.mp3,"5,18"
265,265,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02Q_A,N,A few of the photos are shocking.,9781442370579_Italian_4_QZ_0265.mp3,"5,12"
266,266,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02R_A,M,Alcune foto sono scioccanti.,9781442370579_Italian_4_QZ_0266.mp3,"5,12"
267,267,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02Q_B,N,Her photos are exciting.,9781442370579_Italian_4_QZ_0267.mp3,"1,5"
268,268,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02R_B,F,Le sue foto sono emozionanti.,9781442370579_Italian_4_QZ_0268.mp3,"1,5"
269,269,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02Q_C,N,"It’s beautiful, but a little shocking.",9781442370579_Italian_4_QZ_0269.mp3,12
270,270,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02R_C,M,"È così bello, ma un po’ scioccante.",9781442370579_Italian_4_QZ_0270.mp3,12
271,271,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02Q_D,N,This photo isn’t shocking.,9781442370579_Italian_4_QZ_0271.mp3,7
272,272,IT,978-1-4423-6191-1,Italian 4,5,,,U05-02,02R_D,F,Questa foto non è scioccante.,9781442370579_Italian_4_QZ_0272.mp3,7
273,273,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03Q_A,N,She told me a few interesting things.,9781442370579_Italian_4_QZ_0273.mp3,9
274,274,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03R_A,M,Mi ha detto alcune cose interessanti.,9781442370579_Italian_4_QZ_0274.mp3,9
275,275,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03Q_B,N,You told me that you’ve already seen it.,9781442370579_Italian_4_QZ_0275.mp3,"3,5,7"
276,276,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03R_B,F,Mi ha detto che l’ha già vista.,9781442370579_Italian_4_QZ_0276.mp3,"3,5,7"
277,277,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03Q_C,N,She told me that they’re so interesting.,9781442370579_Italian_4_QZ_0277.mp3,"3,5"
278,278,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03R_C,M,Mi ha detto che sono così interessanti.,9781442370579_Italian_4_QZ_0278.mp3,"3,5"
279,279,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03Q_D,N,This project is so interesting.,9781442370579_Italian_4_QZ_0279.mp3,20
280,280,IT,978-1-4423-6191-1,Italian 4,5,,,U05-03,03R_D,F,Questo progetto è così interessante.,9781442370579_Italian_4_QZ_0280.mp3,20
281,281,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04Q_A,N,She was next to me on the train.,9781442370579_Italian_4_QZ_0281.mp3,18
282,282,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04R_A,M,Era accanto a me sul treno.,9781442370579_Italian_4_QZ_0282.mp3,18
283,283,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04Q_B,N,She wasn’t next to me on the train.,9781442370579_Italian_4_QZ_0283.mp3,18
284,284,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04R_B,M,Non era accanto a me sul treno.,9781442370579_Italian_4_QZ_0284.mp3,18
285,285,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04Q_C,N,I saw her on the train a little while ago.,9781442370579_Italian_4_QZ_0285.mp3,"5,12,17,18"
286,286,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04R_C,F,L’ho vista sul treno poco tempo fa.,9781442370579_Italian_4_QZ_0286.mp3,"5,12,17,18"
287,287,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04Q_D,N,She was next to me on the bus.,9781442370579_Italian_4_QZ_0287.mp3,18
288,288,IT,978-1-4423-6191-1,Italian 4,5,,,U05-04,04R_D,M,Era accanto a me sul pullman.,9781442370579_Italian_4_QZ_0288.mp3,18
289,289,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05Q_A,N,She painted it in the small village.,9781442370579_Italian_4_QZ_0289.mp3,1
290,290,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05R_A,F,Ha dipinto nel piccolo paese.,9781442370579_Italian_4_QZ_0290.mp3,1
291,291,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05Q_B,N,She painted this painting in the small village.,9781442370579_Italian_4_QZ_0291.mp3,1
292,292,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05R_B,M,Ha dipinto questo quadro nel piccolo paese.,9781442370579_Italian_4_QZ_0292.mp3,1
293,293,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05Q_C,N,She painted a small painting in the village.,9781442370579_Italian_4_QZ_0293.mp3,1
294,294,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05R_C,F,Ha dipinto un piccolo quadro nel paese.,9781442370579_Italian_4_QZ_0294.mp3,1
295,295,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05Q_D,N,Her paintings are of a small village.,9781442370579_Italian_4_QZ_0295.mp3,"5,12"
296,296,IT,978-1-4423-6191-1,Italian 4,5,,,U05-05,05R_D,M,I suoi quadri sono di un piccolo paese.,9781442370579_Italian_4_QZ_0296.mp3,"5,12"
297,297,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06Q_A,N,She traveled all over the world.,9781442370579_Italian_4_QZ_0297.mp3,18
298,298,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06R_A,M,Ha viaggiato in tutto il mondo.,9781442370579_Italian_4_QZ_0298.mp3,18
299,299,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06Q_B,N,She’s well-known all over the world.,9781442370579_Italian_4_QZ_0299.mp3,"5,20"
300,300,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06R_B,F,È molto conosciuta in tutto il mondo.,9781442370579_Italian_4_QZ_0300.mp3,"5,20"
301,301,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06Q_C,N,They traveled all over the world.,9781442370579_Italian_4_QZ_0301.mp3,18
302,302,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06R_C,F,Hanno viaggiato in tutto il mondo.,9781442370579_Italian_4_QZ_0302.mp3,18
303,303,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06Q_D,N,I heard that she traveled all over the world.,9781442370579_Italian_4_QZ_0303.mp3,"3,18"
304,304,IT,978-1-4423-6191-1,Italian 4,5,,,U05-06,06R_D,M,Ho sentito che ha viaggiato in tutto il mondo.,9781442370579_Italian_4_QZ_0304.mp3,"3,18"
305,305,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07Q_A,N,I always wanted to be a famous singer.,9781442370579_Italian_4_QZ_0305.mp3,20
306,306,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07R_A,F,Ho sempre voluto essere una cantante famosa.,9781442370579_Italian_4_QZ_0306.mp3,20
307,307,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07Q_B,N,She is already a famous singer.,9781442370579_Italian_4_QZ_0307.mp3,"9,20"
308,308,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07R_B,F,È già una famosa cantante.,9781442370579_Italian_4_QZ_0308.mp3,"9,20"
309,309,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07Q_C,N,I heard that she wanted to be a famous singer.,9781442370579_Italian_4_QZ_0309.mp3,20
310,310,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07R_C,M,Ho sentito che ha voluto essere una famosa cantante.,9781442370579_Italian_4_QZ_0310.mp3,20
311,311,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07Q_D,N,He has always wanted to be a teacher.,9781442370579_Italian_4_QZ_0311.mp3,20
312,312,IT,978-1-4423-6191-1,Italian 4,5,,,U05-07,07R_D,M,Ha sempre voluto essere professore.,9781442370579_Italian_4_QZ_0312.mp3,20
313,313,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08Q_A,N,My father loves the opera.,9781442370579_Italian_4_QZ_0313.mp3,"5,17"
314,314,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08R_A,F,Mio padre ama l’opera.,9781442370579_Italian_4_QZ_0314.mp3,"5,17"
315,315,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08Q_B,N,My father works at the opera.,9781442370579_Italian_4_QZ_0315.mp3,"5,17,20"
316,316,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08R_B,M,Mio padre lavora all’opera.,9781442370579_Italian_4_QZ_0316.mp3,"5,17,20"
317,317,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08Q_C,N,My father still loves the opera.,9781442370579_Italian_4_QZ_0317.mp3,"5,17"
318,318,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08R_C,F,Mio padre ama ancora l’opera.,9781442370579_Italian_4_QZ_0318.mp3,"5,17"
319,319,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08Q_D,N,My father was an opera singer.,9781442370579_Italian_4_QZ_0319.mp3,"5,17,20"
320,320,IT,978-1-4423-6191-1,Italian 4,5,,,U05-08,08R_D,M,Mio padre era un cantante d’opera.,9781442370579_Italian_4_QZ_0320.mp3,"5,17,20"
321,321,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01Q_A,N,It’s an extraordinary story.,9781442370579_Italian_4_QZ_0321.mp3,3
322,322,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01R_A,F,È una storia straordinaria.,9781442370579_Italian_4_QZ_0322.mp3,3
323,323,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01Q_B,N,I heard part of the story.,9781442370579_Italian_4_QZ_0323.mp3,3
324,324,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01R_B,F,Ho sentito parte della storia.,9781442370579_Italian_4_QZ_0324.mp3,3
325,325,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01Q_C,N,It has an interesting story.,9781442370579_Italian_4_QZ_0325.mp3,3
326,326,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01R_C,M,Ha una storia interessante.,9781442370579_Italian_4_QZ_0326.mp3,3
327,327,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01Q_D,N,This is the story that I heard.,9781442370579_Italian_4_QZ_0327.mp3,3
328,328,IT,978-1-4423-6191-1,Italian 4,6,,,U06-01,01R_D,F,Questa è la storia che ho sentito.,9781442370579_Italian_4_QZ_0328.mp3,3
329,329,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02Q_A,N,Something happened?,9781442370579_Italian_4_QZ_0329.mp3,7
330,330,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02R_A,M,È successo qualcosa?,9781442370579_Italian_4_QZ_0330.mp3,7
331,331,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02Q_B,N,Was it a success?,9781442370579_Italian_4_QZ_0331.mp3,16
332,332,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02R_B,F,È stato un successo?,9781442370579_Italian_4_QZ_0332.mp3,16
333,333,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02Q_C,N,What happened?,9781442370579_Italian_4_QZ_0333.mp3,16
334,334,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02R_C,M,Che cosa è successo?,9781442370579_Italian_4_QZ_0334.mp3,16
335,335,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02Q_D,N,When did this happen?,9781442370579_Italian_4_QZ_0335.mp3,"16,17"
336,336,IT,978-1-4423-6191-1,Italian 4,6,,,U06-02,02R_D,F,Quando è successo?,9781442370579_Italian_4_QZ_0336.mp3,"16,17"
