Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
592,592,ESL_SP,9781442329058,,28,07R,F,I'm going to my daughter's place to give her a book.,11,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_592.mp3,"1,5"
593,593,ESL_SP,9781442329058,,28,08Q,N,Desgraciadamente no.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_593.mp3,7
594,594,ESL_SP,9781442329058,,28,08R,F,Unfortunately not.,2,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_594.mp3,7
595,595,ESL_SP,9781442329058,,28,09Q,N,¿Va ahora mismo?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_595.mp3,"17,18"
596,596,ESL_SP,9781442329058,,28,09R,F,Are you going right now?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_596.mp3,"17,18"
597,597,ESL_SP,9781442329058,,28,10Q,N,Voy a mediodía.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_597.mp3,"17,18"
598,598,ESL_SP,9781442329058,,28,10R,M,I'm going at noon.,4,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_598.mp3,"17,18"
599,599,ESL_SP,9781442329058,,28,11Q,N,La reunión empieza,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_599.mp3,"12,17,20"
600,600,ESL_SP,9781442329058,,28,11R,M,The meeting starts in a few minutes.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_600.mp3,"12,17,20"
601,601,ESL_SP,9781442329058,,29,01Q,N,¿Puede venir para un café?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_601.mp3,"1,6"
602,602,ESL_SP,9781442329058,,29,01R,F,Can you come for coffee?,5,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_602.mp3,"1,6"
603,603,ESL_SP,9781442329058,,29,02Q,N,¿Sabe dónde hay un banco?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_603.mp3,"4,16,20"
604,604,ESL_SP,9781442329058,,29,02R,M,Do you know where there's a bank?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_604.mp3,"4,16,20"
605,605,ESL_SP,9781442329058,,29,03Q,N,Entiendo mucho mejor ahora.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_605.mp3,"15,16,17"
606,606,ESL_SP,9781442329058,,29,03R,M,I understand much better now.,5,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_606.mp3,"15,16,17"
607,607,ESL_SP,9781442329058,,29,04Q,N,Regreso antes que mis hijos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_607.mp3,"5,17,18"
608,608,ESL_SP,9781442329058,,29,04R,M,I'm coming back before my children.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_608.mp3,"5,17,18"
609,609,ESL_SP,9781442329058,,29,05Q,N,No voy a manejar ni a volar.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_609.mp3,"9,18"
610,610,ESL_SP,9781442329058,,29,05R,M,I’m not going to drive or fly.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_610.mp3,"9,18"
611,611,ESL_SP,9781442329058,,29,06Q,N,¿Qué hace el próximo fin de semana?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_611.mp3,"1,17"
612,612,ESL_SP,9781442329058,,29,06R,F,What are you doing next weekend?,6,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_612.mp3,"1,17"
613,613,ESL_SP,9781442329058,,29,07Q,N,Los hijos se quedan hasta el domingo.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_613.mp3,"5,17,18"
614,614,ESL_SP,9781442329058,,29,07R,M,The children are staying until Sunday.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_614.mp3,"5,17,18"
615,615,ESL_SP,9781442329058,,29,08Q,N,Un amigo nuestro viene de visita.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_615.mp3,"5,18"
616,616,ESL_SP,9781442329058,,29,08R,M,A friend of ours is coming to visit.,8,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_616.mp3,"5,18"
617,617,ESL_SP,9781442329058,,30,01Q,N,¿Me puede mostrar la calle en el mapa?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_617.mp3,"4,18"
618,618,ESL_SP,9781442329058,,30,01R,M,Can you show me the street on the map?,9,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_618.mp3,"4,18"
619,619,ESL_SP,9781442329058,,30,02Q,N,He aquí un mapa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_619.mp3,"4,18"
620,620,ESL_SP,9781442329058,,30,02R,F,Here's a map.,3,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_620.mp3,"4,18"
621,621,ESL_SP,9781442329058,,30,03Q,N,¿Cómo llego a su casa?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_621.mp3,"4,16"
622,622,ESL_SP,9781442329058,,30,03R,M,How do I get to your place?,7,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_622.mp3,"4,16"
623,623,ESL_SP,9781442329058,,30,04Q,N,Quizá podamos cenar juntos.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_623.mp3,"1,6"
624,624,ESL_SP,9781442329058,,30,04R,F,Maybe we can have dinner together.,6,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_624.mp3,"1,6"
625,625,ESL_SP,9781442329058,,30,05Q,N,Le puedo mostrar en el mapa.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_625.mp3,"4,18"
626,626,ESL_SP,9781442329058,,30,05R,F,I can show you on the map.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_626.mp3,"4,18"
627,627,ESL_SP,9781442329058,,30,06Q,N,Tenemos reuniones el lunes y el martes.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_627.mp3,"17,20"
628,628,ESL_SP,9781442329058,,30,06R,M,We have meetings on Monday and Tuesday.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_628.mp3,"17,20"
629,629,ESL_SP,9781442329058,,30,07Q,N,Solía tener uno más grande.,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_629.mp3,9
630,630,ESL_SP,9781442329058,,30,07R,F,I used to have a bigger one.,7,S,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_630.mp3,9
631,631,ESL_SP,9781442329058,,30,08Q,N,¿Me puede mostrar en el mapa dónde está su calle?,,,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_631.mp3,"4,18"
632,632,ESL_SP,9781442329058,,30,08R,M,Can you show me on the map where your street is?,11,Q,Pimsleur English for Spanish Speakers Level 2,9781508235934_ESL_Spanish_2_QZ_632.mp3,"4,18"
