"Control#","Rec #","Lang","Audio Source ISBN-13","Course","Unit Num","start","stop","QZ #","line #","spkr","Cue","#of words","Q or S","Course Name (Source)","Snippet Name","Skills"
"521","521","BP","9781442312081","BrazPort 3","26","","","09Q","","N","I have to check the problem.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_521.mp3","7,20"
"522","522","BP","9781442312081","BrazPort 3","26","","","09R","132","F","Eu tenho que verificar o problema.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_522.mp3","7,20"
"523","523","BP","9781442312081","BrazPort 3","26","","","10Q","","N","There’s a trade show.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_523.mp3","18,20"
"524","524","BP","9781442312081","BrazPort 3","26","","","10R","189","F","Há uma feira.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_524.mp3","18,20"
"525","525","BP","9781442312081","BrazPort 3","27","","","01Q","","N","These photos are from a trip.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_525.mp3","18"
"526","526","BP","9781442312081","BrazPort 3","27","","","01R","166","F","Estas fotos são de uma viagem.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_526.mp3","18"
"527","527","BP","9781442312081","BrazPort 3","27","","","02Q","","N","I took a trip to Portugal.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_527.mp3","1,18"
"528","528","BP","9781442312081","BrazPort 3","27","","","02R","177","F","Eu fiz uma viagem a Portugal.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_528.mp3","1,18"
"529","529","BP","9781442312081","BrazPort 3","27","","","03Q","","N","I went out of the country.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_529.mp3","18,20"
"530","530","BP","9781442312081","BrazPort 3","27","","","03R","169","F","Eu fui para fora do país.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_530.mp3","18,20"
"531","531","BP","9781442312081","BrazPort 3","27","","","04Q","","N","I have to leave everything well organized.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_531.mp3","7,20"
"532","532","BP","9781442312081","BrazPort 3","27","","","04R","210","F","Eu tenho que deixar tudo bem organizado.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_532.mp3","7,20"
"533","533","BP","9781442312081","BrazPort 3","27","","","05Q","","N","It’s set for the day ten of February.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_533.mp3","12,17"
"534","534","BP","9781442312081","BrazPort 3","27","","","05R","122","M","Está marcada para o dia dez de fevereiro.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_534.mp3","12,17"
"535","535","BP","9781442312081","BrazPort 3","27","","","06Q","","N","I took a trip.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_535.mp3","18,20"
"536","536","BP","9781442312081","BrazPort 3","27","","","06R","173","F","Eu fiz uma viagem.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_536.mp3","18,20"
"537","537","BP","9781442312081","BrazPort 3","27","","","07Q","","N","While I look for the photos.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_537.mp3","1,7"
"538","538","BP","9781442312081","BrazPort 3","27","","","07R","225","F","Enquanto eu procuro pelas fotos.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_538.mp3","1,7"
"539","539","BP","9781442312081","BrazPort 3","27","","","08Q","","N","I lost my card yesterday afternoon.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_539.mp3","9,16,17,18"
"540","540","BP","9781442312081","BrazPort 3","27","","","08R","37","F","Eu perdi o meu cartão ontem à tarde.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_540.mp3","9,16,17,18"
"541","541","BP","9781442312081","BrazPort 3","27","","","09Q","","N","I took the trip in June.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_541.mp3","17,18"
"542","542","BP","9781442312081","BrazPort 3","27","","","09R","193","F","Eu fiz a viagem em junho.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_542.mp3","17,18"
"543","543","BP","9781442312081","BrazPort 3","27","","","10Q","","N","I have to find the photos.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_543.mp3","7,9"
"544","544","BP","9781442312081","BrazPort 3","27","","","10R","201","F","Eu tenho que encontrar as fotos.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_544.mp3","7,9"
"545","545","BP","9781442312081","BrazPort 3","28","","","01Q","","N","What size?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_545.mp3","7,14"
"546","546","BP","9781442312081","BrazPort 3","28","","","01R","180","M","De que tamanho?","3","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_546.mp3","7,14"
"547","547","BP","9781442312081","BrazPort 3","28","","","02Q","","N","It’s a pleasant place.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_547.mp3","18"
"548","548","BP","9781442312081","BrazPort 3","28","","","02R","189","M","É um lugar agradável.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_548.mp3","18"
"549","549","BP","9781442312081","BrazPort 3","28","","","03Q","","N","I can’t pay so much.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_549.mp3","11,14"
"550","550","BP","9781442312081","BrazPort 3","28","","","03R","268","F","Eu não posso pagar tanto.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_550.mp3","11,14"
"551","551","BP","9781442312081","BrazPort 3","28","","","04Q","","N","At least two bedrooms.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_551.mp3","12,16"
"552","552","BP","9781442312081","BrazPort 3","28","","","04R","237","F","Pelo menos dois quartos.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_552.mp3","12,16"
"553","553","BP","9781442312081","BrazPort 3","28","","","05Q","","N","How much is the rent?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_553.mp3","11,12"
"554","554","BP","9781442312081","BrazPort 3","28","","","05R","251","F","Quanto é o aluguel?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_554.mp3","11,12"
"555","555","BP","9781442312081","BrazPort 3","28","","","06Q","","N","How much is it per month?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_555.mp3","12,17"
"556","556","BP","9781442312081","BrazPort 3","28","","","06R","257","F","Quanto é por mês?","4","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_556.mp3","12,17"
"557","557","BP","9781442312081","BrazPort 3","28","","","07Q","","N","How many bedrooms would you like to have?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_557.mp3","9,16"
"558","558","BP","9781442312081","BrazPort 3","28","","","07R","221","M","Quantos quartos você gostaria de ter?","6","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_558.mp3","9,16"
"559","559","BP","9781442312081","BrazPort 3","28","","","08Q","","N","How many bedrooms?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_559.mp3","9,16"
"560","560","BP","9781442312081","BrazPort 3","28","","","08R","213","M","Quantos quartos?","2","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_560.mp3","9,16"
"561","561","BP","9781442312081","BrazPort 3","28","","","09Q","","N","It has one bedroom.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_561.mp3","12,16"
"562","562","BP","9781442312081","BrazPort 3","28","","","09R","198","M","Tem um quarto.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_562.mp3","12,16"
"563","563","BP","9781442312081","BrazPort 3","28","","","10Q","","N","I want at least two bathrooms.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_563.mp3","12,16"
"564","564","BP","9781442312081","BrazPort 3","28","","","10R","278","F","Eu quero pelo menos dois banheiros.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_564.mp3","12,16"
"565","565","BP","9781442312081","BrazPort 3","29","","","01Q","","N","So many things that have to do with the trip.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_565.mp3","12,18"
"566","566","BP","9781442312081","BrazPort 3","29","","","01R","210","F","Tantas coisas que têm a ver com a viagem.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_566.mp3","12,18"
"567","567","BP","9781442312081","BrazPort 3","29","","","02Q","","N","I just looked in my appointment book.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_567.mp3","1,20"
"568","568","BP","9781442312081","BrazPort 3","29","","","02R","162","F","Eu acabo de olhar na minha agenda.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_568.mp3","1,20"
"569","569","BP","9781442312081","BrazPort 3","29","","","03Q","","N","I went to Chile in June.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_569.mp3","17,18"
"570","570","BP","9781442312081","BrazPort 3","29","","","03R","26","M","Eu fui para o Chile em junho.","6","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_570.mp3","17,18"
"571","571","BP","9781442312081","BrazPort 3","29","","","04Q","","N","I’m not sure.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_571.mp3","7,13"
"572","572","BP","9781442312081","BrazPort 3","29","","","04R","176","F","Eu não tenho certeza.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_572.mp3","7,13"
"573","573","BP","9781442312081","BrazPort 3","29","","","05Q","","N","So much time?","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_573.mp3","12,17"
"574","574","BP","9781442312081","BrazPort 3","29","","","05R","167","M","Tanto tempo?","2","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_574.mp3","12,17"
"575","575","BP","9781442312081","BrazPort 3","29","","","06Q","","N","You just arrived from a trip.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_575.mp3","17,18"
"576","576","BP","9781442312081","BrazPort 3","29","","","06R","154","M","Você acaba de chegar de uma viagem.","7","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_576.mp3","17,18"
"577","577","BP","9781442312081","BrazPort 3","29","","","07Q","","N","You can buy something for her to play tennis.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_577.mp3","1,14"
"578","578","BP","9781442312081","BrazPort 3","29","","","07R","288","M","Você pode comprar alguma coisa para ela jogar tênis.","8","Q","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_578.mp3","1,14"
"579","579","BP","9781442312081","BrazPort 3","29","","","08Q","","N","I have to check the days on my computer.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_579.mp3","3,20"
"580","580","BP","9781442312081","BrazPort 3","29","","","08R","181","F","Eu tenho que verificar os dias no meu computador.","9","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_580.mp3","3,20"
"581","581","BP","9781442312081","BrazPort 3","29","","","09Q","","N","I’m not sure.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_581.mp3","7,13"
"582","582","BP","9781442312081","BrazPort 3","29","","","09R","175","F","Eu não tenho certeza.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_582.mp3","7,13"
"583","583","BP","9781442312081","BrazPort 3","30","","","01Q","","N","For all the outings that we took together.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_583.mp3","1,18"
"584","584","BP","9781442312081","BrazPort 3","30","","","01R","257","M","Por todos os passeios que nós fizemos juntos.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_584.mp3","1,18"
"585","585","BP","9781442312081","BrazPort 3","30","","","02Q","","N","I made the dessert.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_585.mp3","1,6"
"586","586","BP","9781442312081","BrazPort 3","30","","","02R","199","F","Eu fiz a sobremesa.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_586.mp3","1,6"
"587","587","BP","9781442312081","BrazPort 3","30","","","03Q","","N","The evening was very pleasant.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_587.mp3","7,17"
"588","588","BP","9781442312081","BrazPort 3","30","","","03R","243","M","A noite foi muito agradável.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_588.mp3","7,17"
"589","589","BP","9781442312081","BrazPort 3","30","","","04Q","","N","Very kind of you.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_589.mp3","10,13"
"590","590","BP","9781442312081","BrazPort 3","30","","","04R","157","M","Muito amável da sua parte.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_590.mp3","10,13"
"591","591","BP","9781442312081","BrazPort 3","30","","","05Q","","N","We made something special.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_591.mp3","1,7"
"592","592","BP","9781442312081","BrazPort 3","30","","","05R","176","F","Nós fizemos algo especial.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_592.mp3","1,7"
"593","593","BP","9781442312081","BrazPort 3","30","","","06Q","","N","Thank you for the farewell party.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_593.mp3","1,7,13"
"594","594","BP","9781442312081","BrazPort 3","30","","","06R","149","M","Obrigado pela festa de despedida.","5","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_594.mp3","1,7,13"
"595","595","BP","9781442312081","BrazPort 3","30","","","07Q","","N","Thank you for everything that you did for me.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_595.mp3","1,7,13"
"596","596","BP","9781442312081","BrazPort 3","30","","","07R","250","M","Obrigado por tudo que vocês fizeram para mim.","8","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_596.mp3","1,7,13"
"597","597","BP","9781442312081","BrazPort 3","30","","","08Q","","N","What a farewell party!","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_597.mp3","1"
"598","598","BP","9781442312081","BrazPort 3","30","","","08R","193","M","Que festa de despedida!","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_598.mp3","1"
"599","599","BP","9781442312081","BrazPort 3","30","","","09Q","","N","Everything was magnificent.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_599.mp3","7,13"
"600","600","BP","9781442312081","BrazPort 3","30","","","09R","248","M","Tudo estava magnífico.","3","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_600.mp3","7,13"
"601","601","BP","9781442312081","BrazPort 3","30","","","10Q","","N","You are very kind.","","","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_601.mp3","10,13"
"602","602","BP","9781442312081","BrazPort 3","30","","","10R","189","M","Vocês são muito amáveis.","4","S","Port (Braz) 3, Units 1 - 30 (2010)","9781442375000_Brazilian_Portuguese_3_QZ_602.mp3","10,13"
