Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,Transliteration,#of words,_Q_or_S,Course Name _Source_,Snippet Name,Skills
562,562,RU,9781442313200,Russian 3,29,,,02R,,F,Ему очень трудно.,Yemu ochen’ trudno.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_562.mp3,9
563,563,RU,9781442313200,Russian 3,29,,,05Q,,N,I (m.) didn’t hear you.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_563.mp3,"7,16"
564,564,RU,9781442313200,Russian 3,29,,,05R,,M,Я Вас не слышал.,Ya Vas ne slyshal.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_564.mp3,"7,16"
565,565,RU,9781442313200,Russian 3,29,,,03Q,,N,He will not be there.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_565.mp3,9
566,566,RU,9781442313200,Russian 3,29,,,03R,,F,Его там не будет.,Evo tam ne budet.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_566.mp3,9
567,567,RU,9781442313200,Russian 3,29,,,04Q,,N,I’m looking for a gift for my son.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_567.mp3,"1,5,9,14"
568,568,RU,9781442313200,Russian 3,29,,,04R,,M,Я ищу подарок сыну.,Ya ishiu podarok synu.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_568.mp3,"1,5,9,14"
569,569,RU,9781442313200,Russian 3,29,,,06Q,,N,This is not easy.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_569.mp3,"7,16"
570,570,RU,9781442313200,Russian 3,29,,,06R,,F,Это не легко.,Èto ne legko.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_570.mp3,"7,16"
571,571,RU,9781442313200,Russian 3,29,,,07Q,,N,It isn’t easy to buy gifts.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_571.mp3,"9,14"
572,572,RU,9781442313200,Russian 3,29,,,07R,,M,Купить подарки не легко.,Kupit’ podarki ne legko.,4,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_572.mp3,"9,14"
573,573,RU,9781442313200,Russian 3,29,,,08Q,,N,I still need to buy a gift.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_573.mp3,"1,9,14"
574,574,RU,9781442313200,Russian 3,29,,,08R,,M,Мне ещё надо купить подарок.,Mne yeshio nado kupit’ podarok.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_574.mp3,"1,9,14"
575,575,RU,9781442313200,Russian 3,29,,,09Q,,N,You can buy him a t-shirt.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_575.mp3,"1,14"
576,576,RU,9781442313200,Russian 3,29,,,09R,,F,Вы можете купить ему футболку.,Vy mozhete kupit’ yemu futbolku.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_576.mp3,"1,14"
577,577,RU,9781442313200,Russian 3,29,,,10Q,,N,But he soon will be living there.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_577.mp3,"9,17"
578,578,RU,9781442313200,Russian 3,29,,,10R,,F,Но он скоро будет там жить.,No on skoro budet tam zhit’.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_578.mp3,"9,17"
579,579,RU,9781442313200,Russian 3,29,,,11Q,,N,She will be living in New York not for a long time.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_579.mp3,"9,17"
580,580,RU,9781442313200,Russian 3,29,,,11R,,M,Она недолго будет жить в Нью-Йорке.,Ona nedolgo budet zhit’ v Nyu Yorke.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_580.mp3,"9,17"
581,581,RU,9781442313200,Russian 3,29,,,12Q,,N,The president is supposed to be at the conference today.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_581.mp3,"9,17,20"
582,582,RU,9781442313200,Russian 3,29,,,12R,,F,Президент должен быть на конференции сегодня.,Prezident dolzhen byt’ na konferentsii sevodnya.,6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_582.mp3,"9,17,20"
583,583,RU,9781442313200,Russian 3,30,,,01Q,,N,I think that he needs a watch.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_583.mp3,9
584,584,RU,9781442313200,Russian 3,30,,,01R,,M,"Я думаю, что ему нужны часы.","Ya dumayu, chto yemu nuzhny chasy.",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_584.mp3,9
585,585,RU,9781442313200,Russian 3,30,,,02Q,,N,This wasn’t easy.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_585.mp3,"7,9,16"
586,586,RU,9781442313200,Russian 3,30,,,02R,,F,Это было нелегко.,Èto bylo nelegko.,3,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_586.mp3,"7,9,16"
587,587,RU,9781442313200,Russian 3,30,,,03Q,,N,I’ll be in Moscow next year in March.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_587.mp3,"9,17,18"
588,588,RU,9781442313200,Russian 3,30,,,03R,,M,Я буду в Москве в следующем году в марте.,Ya budu v Moskve v sleduyushem godu v marte.,9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_588.mp3,"9,17,18"
589,589,RU,9781442313200,Russian 3,30,,,04Q,,N,I want to buy gifts for the family.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_589.mp3,"5,9,14"
590,590,RU,9781442313200,Russian 3,30,,,04R,,M,Я хочу купить подарки семье.,Ya hochu kupit’ podarki semye.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_590.mp3,"5,9,14"
591,591,RU,9781442313200,Russian 3,30,,,05Q,,N,I heard (m.) that Petersburg is a very big city.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_591.mp3,"9,18"
592,592,RU,9781442313200,Russian 3,30,,,05R,,M,"Я слышал, что Петербург большой город.","Ya slyshal, chto Peterburg bol’shoy gorod.",6,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_592.mp3,"9,18"
593,593,RU,9781442313200,Russian 3,30,,,06Q,,N,This week I will not be working.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_593.mp3,"9,17,20"
594,594,RU,9781442313200,Russian 3,30,,,06R,,M,На этой неделе я не буду работать.,Na ètoy nedele ya ne budu rabotat’.,7,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_594.mp3,"9,17,20"
595,595,RU,9781442313200,Russian 3,30,,,07Q,,N,But this week he has a meeting in Germany.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_595.mp3,"9,17,18,20"
596,596,RU,9781442313200,Russian 3,30,,,07R,,F,Но на этой неделе у него встреча в Германии.,No na ètoy nedele u nevo vstrecha v Germanii.,9,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_596.mp3,"9,17,18,20"
597,597,RU,9781442313200,Russian 3,30,,,08Q,,N,Say hi to him from me.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_597.mp3,"7,13,16"
598,598,RU,9781442313200,Russian 3,30,,,08R,,M,Передайте ему привет от меня.,Peredayte yemu privet ot menya.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_598.mp3,"7,13,16"
599,599,RU,9781442313200,Russian 3,30,,,09Q,,N,Say hi to the family from me.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_599.mp3,"5,13,16"
600,600,RU,9781442313200,Russian 3,30,,,09R,,F,Передайте семье привет от меня.,Peredayte semye privet ot menya.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_600.mp3,"5,13,16"
601,601,RU,9781442313200,Russian 3,30,,,10Q,,N,You can buy a book for her.,,,,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_601.mp3,"1,14"
602,602,RU,9781442313200,Russian 3,30,,,10R,,F,Вы можете ей купить книгу.,Vy mozhete yey kupit’ knigu.,5,S,"Russian Phase 3, Units 1-30",9781442384293_Russian_3_QZ_602.mp3,"1,14"
