Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,QZ #,line #,Speaker,Cue,#of words,_Q_or_S,Course Name _Source_,Skills
642,SP,978-1-4423-5039-7,Spanish 3,28,0:12:47,0:12:51,07R,136,M,"Desafortunadamente, es demasiado caro.",4,S,"Spanish Phase 3, Units 1-30 (2004)","13,14"
643,SP,978-1-4423-5039-7,Spanish 3,28,0:13:44,0:13:47,08Q,144,N,Nine thousand pesos per month.,,,"Spanish Phase 3, Units 1-30 (2004)","11,12,17"
644,SP,978-1-4423-5039-7,Spanish 3,28,0:13:49,0:13:52,08R,145,F,Nueve mil pesos por mes.,5,S,"Spanish Phase 3, Units 1-30 (2004)","11,12,17"
645,SP,978-1-4423-5039-7,Spanish 3,28,0:14:15,0:14:17,09Q,149,N,The rent is eight thousand.,,,"Spanish Phase 3, Units 1-30 (2004)",12
646,SP,978-1-4423-5039-7,Spanish 3,28,0:14:24,0:14:26,09R,151,F,El alquiler es de ocho mil.,6,S,"Spanish Phase 3, Units 1-30 (2004)",12
647,SP,978-1-4423-5039-7,Spanish 3,28,0:23:10,0:23:13,10Q,231,N,It was around here a little while ago.,,,"Spanish Phase 3, Units 1-30 (2004)",9
648,SP,978-1-4423-5039-7,Spanish 3,28,0:23:16,0:23:19,10R,232,F,Estaba por aquí hace poco.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
649,SP,978-1-4423-5039-7,Spanish 3,28,0:24:05,0:24:08,11Q,238,N,It’s from the sixteenth to the twentieth.,,,"Spanish Phase 3, Units 1-30 (2004)",12
650,SP,978-1-4423-5039-7,Spanish 3,28,0:24:11,0:24:14,11R,239,F,Es del dieciséis al veinte.,5,S,"Spanish Phase 3, Units 1-30 (2004)",12
651,SP,978-1-4423-5039-7,Spanish 3,29,0:03:34,0:03:37,01Q,45,N,I need at least two bedrooms.,,,"Spanish Phase 3, Units 1-30 (2004)",12
652,SP,978-1-4423-5039-7,Spanish 3,29,0:03:41,0:03:44,01R,46,F,Necesito por lo menos dos habitaciones.,6,S,"Spanish Phase 3, Units 1-30 (2004)",12
653,SP,978-1-4423-5039-7,Spanish 3,29,0:05:03,0:05:05,02Q,59,N,At the least I should look at it.,,,"Spanish Phase 3, Units 1-30 (2004)",9
654,SP,978-1-4423-5039-7,Spanish 3,29,0:05:08,0:05:11,02R,60,F,Por lo menos debo mirarlo.,5,S,"Spanish Phase 3, Units 1-30 (2004)",9
655,SP,978-1-4423-5039-7,Spanish 3,29,0:06:26,0:06:28,03Q,74,N,How far is it?,,,"Spanish Phase 3, Units 1-30 (2004)",4
656,SP,978-1-4423-5039-7,Spanish 3,29,0:06:33,0:06:35,03R,75,F,¿Qué tan lejos queda?,4,Q,"Spanish Phase 3, Units 1-30 (2004)",4
657,SP,978-1-4423-5039-7,Spanish 3,29,0:11:03,0:11:05,04Q,117,N,So much time?,,,"Spanish Phase 3, Units 1-30 (2004)",17
658,SP,978-1-4423-5039-7,Spanish 3,29,0:11:07,0:11:09,04R,118,M,¿Tanto tiempo?,2,Q,"Spanish Phase 3, Units 1-30 (2004)",17
659,SP,978-1-4423-5039-7,Spanish 3,29,0:13:06,0:13:08,05Q,135,N,I have so many things to do.,,,"Spanish Phase 3, Units 1-30 (2004)",7
660,SP,978-1-4423-5039-7,Spanish 3,29,0:13:11,0:13:14,05R,136,F,Tengo tantas cosas que hacer.,5,S,"Spanish Phase 3, Units 1-30 (2004)",7
661,SP,978-1-4423-5039-7,Spanish 3,29,0:14:15,0:14:17,06Q,146,N,Things that have to do with the trip.,,,"Spanish Phase 3, Units 1-30 (2004)",18
662,SP,978-1-4423-5039-7,Spanish 3,29,0:14:20,0:14:24,06R,147,F,Cosas que tienen que ver con el viaje.,8,S,"Spanish Phase 3, Units 1-30 (2004)",18
663,SP,978-1-4423-5039-7,Spanish 3,29,0:17:46,0:17:48,07Q,176,N,You could buy them toys.,,,"Spanish Phase 3, Units 1-30 (2004)",14
664,SP,978-1-4423-5039-7,Spanish 3,29,0:17:50,0:17:53,07R,177,M,Podrías comprarles juguetes.,3,S,"Spanish Phase 3, Units 1-30 (2004)",14
665,SP,978-1-4423-5039-7,Spanish 3,29,0:21:12,0:21:14,08Q,208,N,There are so many (m).,,,"Spanish Phase 3, Units 1-30 (2004)",9
666,SP,978-1-4423-5039-7,Spanish 3,29,0:21:16,0:21:18,08R,209,F,Hay tantos.,2,S,"Spanish Phase 3, Units 1-30 (2004)",9
667,SP,978-1-4423-5039-7,Spanish 3,29,0:22:15,0:22:17,09Q,215,N,A CD with the latest hits.,,,"Spanish Phase 3, Units 1-30 (2004)",14
668,SP,978-1-4423-5039-7,Spanish 3,29,0:22:21,0:22:25,09R,216,M,Un CD con los últimos éxitos.,6,S,"Spanish Phase 3, Units 1-30 (2004)",14
669,SP,978-1-4423-5039-7,Spanish 3,29,0:25:56,0:25:59,10Q,248,N,But the rent only is of seven thousand pesos.,,,"Spanish Phase 3, Units 1-30 (2004)","11,12"
670,SP,978-1-4423-5039-7,Spanish 3,29,0:26:04,0:26:08,10R,249,M,Pero el alquiler sólo es de siete mil pesos.,9,S,"Spanish Phase 3, Units 1-30 (2004)","11,12"
671,SP,978-1-4423-5039-7,Spanish 3,29,0:28:27,0:28:29,11Q,272,N,I’m going to buy her a book.,,,"Spanish Phase 3, Units 1-30 (2004)",14
672,SP,978-1-4423-5039-7,Spanish 3,29,0:28:32,0:28:35,11R,273,F,Voy a comprarle un libro.,5,S,"Spanish Phase 3, Units 1-30 (2004)",14
673,SP,978-1-4423-5039-7,Spanish 3,30,0:04:45,0:04:47,01Q,57,N,Something that has to do with Mexico?,,,"Spanish Phase 3, Units 1-30 (2004)",9
674,SP,978-1-4423-5039-7,Spanish 3,30,0:04:51,0:04:54,01R,58,F,¿Algo que tenga que ver con México?,7,Q,"Spanish Phase 3, Units 1-30 (2004)",9
675,SP,978-1-4423-5039-7,Spanish 3,30,0:06:04,0:06:06,02Q,69,N,Let me look at it.,,,"Spanish Phase 3, Units 1-30 (2004)",9
676,SP,978-1-4423-5039-7,Spanish 3,30,0:06:09,0:06:11,02R,70,M,Déjeme mirarlo.,2,S,"Spanish Phase 3, Units 1-30 (2004)",9
677,SP,978-1-4423-5039-7,Spanish 3,30,0:09:33,0:09:35,03Q,101,N,Thank you for the farewell.,,,"Spanish Phase 3, Units 1-30 (2004)","13,16"
678,SP,978-1-4423-5039-7,Spanish 3,30,0:09:39,0:09:41,03R,102,M,Gracias por la despedida.,4,S,"Spanish Phase 3, Units 1-30 (2004)","13,16"
679,SP,978-1-4423-5039-7,Spanish 3,30,0:09:46,0:09:47,04Q,103,N,You’re very kind.,,,"Spanish Phase 3, Units 1-30 (2004)",7
680,SP,978-1-4423-5039-7,Spanish 3,30,0:09:49,0:09:51,04R,104,M,Muy amable.,2,S,"Spanish Phase 3, Units 1-30 (2004)",7
681,SP,978-1-4423-5039-7,Spanish 3,30,0:10:46,0:10:47,05Q,114,N,"Come in, please.",,,"Spanish Phase 3, Units 1-30 (2004)","7,13"
682,SP,978-1-4423-5039-7,Spanish 3,30,0:10:50,0:10:52,05R,115,F,"Entre, por favor.",3,S,"Spanish Phase 3, Units 1-30 (2004)","7,13"
683,SP,978-1-4423-5039-7,Spanish 3,30,0:12:33,0:12:35,06Q,129,N,I'm going to put them on the table,,,"Spanish Phase 3, Units 1-30 (2004)",9
684,SP,978-1-4423-5039-7,Spanish 3,30,0:12:39,0:12:41,06R,130,F,Voy a ponerlas en la mesa.,6,S,"Spanish Phase 3, Units 1-30 (2004)",9
685,SP,978-1-4423-5039-7,Spanish 3,30,0:14:01,0:14:03,07Q,144,N,At least not on the highway.,,,"Spanish Phase 3, Units 1-30 (2004)",9
686,SP,978-1-4423-5039-7,Spanish 3,30,0:14:06,0:14:10,07R,145,M,Por lo menos no en la autopista.,7,S,"Spanish Phase 3, Units 1-30 (2004)",9
687,SP,978-1-4423-5039-7,Spanish 3,30,0:15:35,0:15:36,08Q,158,N,I made something special.,,,"Spanish Phase 3, Units 1-30 (2004)",9
688,SP,978-1-4423-5039-7,Spanish 3,30,0:15:39,0:15:41,08R,159,F,Hice algo especial.,3,S,"Spanish Phase 3, Units 1-30 (2004)",9
689,SP,978-1-4423-5039-7,Spanish 3,30,0:17:57,0:17:59,09Q,180,N,I’m going to bring it.,,,"Spanish Phase 3, Units 1-30 (2004)",7
690,SP,978-1-4423-5039-7,Spanish 3,30,0:18:01,0:18:03,09R,181,M,Voy a traerla.,3,S,"Spanish Phase 3, Units 1-30 (2004)",7
691,SP,978-1-4423-5039-7,Spanish 3,30,0:20:14,0:20:17,10Q,199,N,Ask if you arrived too early.,,,"Spanish Phase 3, Units 1-30 (2004)","17,18"
692,SP,978-1-4423-5039-7,Spanish 3,30,0:20:21,0:20:24,10R,200,M,¿Llegué demasiado temprano?,3,Q,"Spanish Phase 3, Units 1-30 (2004)","17,18"
693,SP,978-1-4423-5039-7,Spanish 3,30,0:25:48,0:25:50,11Q,255,N,Where should I put the wine?,,,"Spanish Phase 3, Units 1-30 (2004)",6
694,SP,978-1-4423-5039-7,Spanish 3,30,0:25:53,0:25:56,11R,256,M,¿Dónde debo poner el vino?,5,Q,"Spanish Phase 3, Units 1-30 (2004)",6
